Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUC_M_R
5876,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5877,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5878,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
5879,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5880,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
5881,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5882,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5883,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5884,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5885,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5886,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5887,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5888,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
5889,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5890,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5891,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
5892,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5893,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5894,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5895,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5896,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5897,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
5898,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5899,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
5900,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5901,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
5902,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
5903,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
5904,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5905,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5906,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
5907,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5908,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5909,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5910,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5911,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5912,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
5913,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5914,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5915,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5916,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
5917,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5918,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
5919,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
5920,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Water
5921,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Forest,Wetland
5922,Grassland,Forest,Wetland,Water,Wetland,Grassland,Grassland,Wetland
5923,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5924,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5925,Grassland,Forest,Water,NULL,Water,Shrubland,Grassland,Grassland
5926,Grassland,Forest,Water,NULL,Water,Shrubland,Grassland,Forest
5927,Grassland,Forest,Water,NULL,Water,Shrubland,Forest,Forest
5928,Grassland,Forest,Water,NULL,Water,Grassland,NULL,Forest
5929,Grassland,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
5930,Grassland,Forest,Water,NULL,Water,Grassland,Grassland,Forest
5931,Grassland,Forest,Water,NULL,Water,Grassland,Water,Forest
5932,Grassland,Forest,Water,NULL,Water,Grassland,Forest,Forest
5933,Grassland,Forest,Water,NULL,Water,Wetland,Grassland,Wetland
5934,Grassland,Forest,Water,NULL,Water,Forest,NULL,Forest
5935,Grassland,Forest,Water,NULL,Water,Forest,Grassland,Forest
5936,Grassland,Forest,Water,Non_Water,Water,Water,Grassland,Water
5937,Grassland,Forest,Water,Non_Water,Water,Water,Forest,Wetland
5938,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5939,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5940,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5941,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5942,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5943,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5944,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5945,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5946,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5947,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5948,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
5949,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5950,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5951,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5952,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5953,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5954,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
5955,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5956,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
5957,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5958,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Wetland
5959,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5960,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5961,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
5962,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
5963,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
5964,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5965,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
5966,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5967,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5968,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
5969,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
5970,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5971,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
5972,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5973,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5974,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
5975,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5976,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
5977,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
5978,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5979,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Water,Wetland
5980,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
5981,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5982,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5983,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
5984,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5985,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5986,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
5987,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5988,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
5989,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
5990,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5991,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5992,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5993,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5994,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5995,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
5996,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5997,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
5998,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
5999,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
6000,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6001,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6002,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
6003,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6004,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6005,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6006,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6007,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
6008,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6009,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6010,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6011,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6012,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6013,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
6014,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
6015,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6016,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
6017,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
6018,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
6019,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
6020,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6021,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
6022,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
6023,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6024,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
6025,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
6026,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
6027,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
6028,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6029,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Built-up
6030,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
6031,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
6032,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
6033,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6034,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
6035,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
6036,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
6037,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6038,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6039,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
6040,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
6041,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6042,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
6043,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6044,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
6045,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
6046,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
6047,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
6048,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6049,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
6050,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
6051,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
6052,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
6053,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
6054,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6055,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6056,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
6057,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6058,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
6059,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
6060,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6061,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6062,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
6063,Cropland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Wetland
6064,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6065,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6066,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6067,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
6068,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
6069,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6070,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6071,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6072,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
6073,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6074,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6075,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6076,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6077,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6078,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6079,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6080,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6081,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6082,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6083,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
6084,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6085,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6086,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
6087,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6088,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
6089,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
6090,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6091,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6092,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6093,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
6094,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
6095,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
6096,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6097,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6098,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6099,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6100,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
6101,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6102,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6103,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6104,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6105,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6106,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6107,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6108,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6109,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6110,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6111,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
6112,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
6113,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6114,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
6115,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
6116,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6117,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
6118,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6119,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
6120,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
6121,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
6122,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6123,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6124,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6125,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
6126,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
6127,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
6128,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6129,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6130,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
6131,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
6132,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6133,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
6134,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
6135,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
6136,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6137,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
6138,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
6139,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6140,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
6141,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6142,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
6143,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6144,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
6145,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
6146,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
6147,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6148,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6149,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6150,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6151,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
6152,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
6153,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
6154,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
6155,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6156,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
6157,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
6158,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
6159,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
6160,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
6161,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6162,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6163,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6164,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6165,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6166,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6167,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6168,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
6169,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6170,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6171,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
6172,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6173,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6174,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
6175,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6176,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6177,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6178,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6179,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6180,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
6181,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6182,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
6183,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6184,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
