Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMV_M_R
1145,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
1146,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
1147,Water,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
1148,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
1149,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Wetland
1150,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
1151,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Forest
1152,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
1153,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
1154,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
1155,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
1156,Water,Water,Water,NULL,Water,NULL,Water,Water
1157,Water,Water,Water,NULL,Water,NULL,Water,Forest
1158,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
1159,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
1160,Water,Water,Water,NULL,Water,Grassland,Water,Water
1161,Water,Water,Water,NULL,Water,Grassland,Water,Forest
1162,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
1163,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
1164,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
1165,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
1166,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
1167,Water,Water,Water,NULL,Water,Wetland,Water,Water
1168,Water,Water,Water,NULL,Water,Wetland,Water,Forest
1169,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
1170,Water,Water,Water,NULL,Water,Water,Wetland,Water
1171,Water,Water,Water,NULL,Water,Water,Wetland,Forest
1172,Water,Water,Water,NULL,Water,Water,Water,Grassland
1173,Water,Water,Water,NULL,Water,Water,Water,Wetland
1174,Water,Water,Water,NULL,Water,Water,Water,Water
1175,Water,Water,Water,NULL,Water,Water,Water,Forest
1176,Water,Water,Water,NULL,Water,Water,Forest,Water
1177,Water,Water,Water,NULL,Water,Water,Forest,Forest
1178,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
1179,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Water
1180,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
1181,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
1182,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1183,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1184,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
1185,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
1186,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
1187,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
1188,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
1189,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
1190,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
1191,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
1192,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
1193,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
1194,Water,Water,Water,Non_Water,Water,Water,Water,Water
1195,Water,Water,Water,Non_Water,Water,Water,Water,Forest
1196,Water,Water,Water,Water,Water,NULL,Wetland,Forest
1197,Water,Water,Water,Water,Water,NULL,Water,Water
1198,Water,Water,Water,Water,Water,Grassland,Wetland,Water
1199,Water,Water,Water,Water,Water,Grassland,Water,Grassland
1200,Water,Water,Water,Water,Water,Grassland,Water,Wetland
1201,Water,Water,Water,Water,Water,Grassland,Water,Water
1202,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
1203,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
1204,Water,Water,Water,Water,Water,Wetland,Wetland,Water
1205,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
1206,Water,Water,Water,Water,Water,Wetland,Water,Grassland
1207,Water,Water,Water,Water,Water,Wetland,Water,Wetland
1208,Water,Water,Water,Water,Water,Wetland,Water,Water
1209,Water,Water,Water,Water,Water,Wetland,Water,Forest
1210,Water,Water,Water,Water,Water,Wetland,Forest,Forest
1211,Water,Water,Water,Water,Water,Water,Wetland,Grassland
1212,Water,Water,Water,Water,Water,Water,Wetland,Wetland
1213,Water,Water,Water,Water,Water,Water,Wetland,Water
1214,Water,Water,Water,Water,Water,Water,Wetland,Forest
1215,Water,Water,Water,Water,Water,Water,Water,Grassland
1216,Water,Water,Water,Water,Water,Water,Water,Wetland
1217,Water,Water,Water,Water,Water,Water,Water,Bareland
1218,Water,Water,Water,Water,Water,Water,Water,Water
1219,Water,Water,Water,Water,Water,Water,Water,Forest
1220,Water,Water,Water,Water,Water,Water,Forest,Water
1221,Water,Water,Water,Water,Water,Water,Forest,Forest
1222,Water,Water,Water,Water,Water,Forest,Water,Water
1223,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1224,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1225,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1226,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1227,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1228,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1229,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1230,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1231,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1232,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1233,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1234,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1235,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1236,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1237,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1238,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1239,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1240,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1241,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1242,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1243,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1244,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1245,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1246,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1247,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1248,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1249,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1250,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1251,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1252,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1253,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1254,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
1255,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1256,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1257,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1258,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
1259,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1260,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1261,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1262,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1263,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1264,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1265,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1266,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1267,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1268,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1269,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1270,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
1271,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1272,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1273,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1274,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1275,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1276,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1277,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1278,Water,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1279,Water,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
1280,Water,Forest,NULL,Water,Non_Wetland,Water,Water,Water
1281,Water,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1282,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1283,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
1284,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1285,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
1286,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
1287,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1288,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1289,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1290,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1291,Water,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
1292,Water,Forest,Wetland,NULL,Wetland,Water,Water,Water
1293,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1294,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
1295,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1296,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1297,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1298,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1299,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1300,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
1301,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1302,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1303,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1304,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
1305,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1306,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
1307,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
1308,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1309,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1310,Water,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1311,Water,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
1312,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1313,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1314,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
1315,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1316,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1317,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
1318,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Water
1319,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1320,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1321,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
1322,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1323,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1324,Water,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1325,Water,Forest,Wetland,Water,Wetland,Water,Water,Wetland
1326,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
1327,Water,Forest,Wetland,Water,Wetland,Water,Water,Forest
1328,Water,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
1329,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1330,Water,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1331,Water,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1332,Water,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1333,Water,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1334,Water,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
1335,Water,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
1336,Water,Forest,Water,NULL,Water,Wetland,Wetland,Water
1337,Water,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1338,Water,Forest,Water,NULL,Water,Wetland,Water,Forest
1339,Water,Forest,Water,NULL,Water,Water,Wetland,Grassland
1340,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
1341,Water,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
1342,Water,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
1343,Water,Forest,Water,Non_Water,Water,Wetland,Water,Water
1344,Water,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1345,Water,Forest,Water,Non_Water,Water,Water,Water,Grassland
1346,Water,Forest,Water,Non_Water,Water,Water,Water,Wetland
1347,Water,Forest,Water,Non_Water,Water,Water,Water,Water
1348,Water,Forest,Water,Water,Water,Wetland,Wetland,Grassland
1349,Water,Forest,Water,Water,Water,Wetland,Wetland,Wetland
1350,Water,Forest,Water,Water,Water,Wetland,Wetland,Water
1351,Water,Forest,Water,Water,Water,Wetland,Wetland,Forest
1352,Water,Forest,Water,Water,Water,Wetland,Water,Grassland
1353,Water,Forest,Water,Water,Water,Wetland,Water,Wetland
1354,Water,Forest,Water,Water,Water,Wetland,Water,Water
1355,Water,Forest,Water,Water,Water,Wetland,Water,Forest
1356,Water,Forest,Water,Water,Water,Water,Wetland,Grassland
1357,Water,Forest,Water,Water,Water,Water,Wetland,Wetland
1358,Water,Forest,Water,Water,Water,Water,Wetland,Water
1359,Water,Forest,Water,Water,Water,Water,Wetland,Forest
1360,Water,Forest,Water,Water,Water,Water,Water,Grassland
1361,Water,Forest,Water,Water,Water,Water,Water,Wetland
1362,Water,Forest,Water,Water,Water,Water,Water,Water
1363,Water,Forest,Water,Water,Water,Water,Water,Forest
1364,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1365,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1366,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1367,Water,Forest,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1368,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1369,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1370,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1371,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1372,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1373,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1374,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1375,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1376,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1377,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1378,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1379,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1380,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1381,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1382,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
1383,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
1384,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1385,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1386,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1387,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1388,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1389,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1390,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1391,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1392,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
1393,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1394,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1395,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1396,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1397,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1398,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1399,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1400,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1401,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1402,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1403,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1404,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1405,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1406,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1407,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1408,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1409,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1410,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1411,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1412,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1413,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1414,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1415,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
1416,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1417,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
1418,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1419,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Water
1420,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
1421,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1422,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1423,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1424,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1425,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1426,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1427,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1428,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1429,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1430,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1431,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1432,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1433,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1434,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1435,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1436,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1437,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
1438,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1439,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1440,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1441,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1442,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1443,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1444,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1445,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1446,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1447,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1448,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1449,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1450,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1451,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1452,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1453,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1454,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1455,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1456,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1457,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1458,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1459,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1460,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
1461,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1462,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1463,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1464,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1465,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1466,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1467,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1468,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
1469,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1470,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
1471,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
1472,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1473,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1474,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1475,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1476,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1477,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1478,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1479,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1480,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
