Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KTT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KTT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KTT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KTT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KTT_M_R
2063,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2064,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
2065,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2066,Forest,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
2067,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2068,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2069,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2070,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2071,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2072,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
2073,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2074,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2075,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2076,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2077,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2078,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2079,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2080,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2081,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2082,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2083,Forest,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2084,Forest,Cropland,Water,NULL,Water,NULL,NULL,NULL
2085,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2086,Forest,Cropland,Water,NULL,Water,NULL,NULL,Bareland
2087,Forest,Cropland,Water,NULL,Water,NULL,NULL,Built-up
2088,Forest,Cropland,Water,NULL,Water,NULL,NULL,Water
2089,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
2090,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,NULL
2091,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
2092,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
2093,Forest,Cropland,Water,Water,Water,NULL,NULL,NULL
2094,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
2095,Forest,Cropland,Water,Water,Water,NULL,NULL,Bareland
2096,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
2097,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
2098,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2099,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2100,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2101,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2102,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2103,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2104,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2105,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2106,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2107,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2108,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2109,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2110,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2111,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2112,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2113,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2114,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2115,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2116,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2117,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2118,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2119,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
2120,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2121,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2122,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2123,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2124,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2125,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2126,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2127,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2128,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2129,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2130,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2131,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2132,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2133,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2134,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2135,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2136,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2137,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2138,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2139,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,NULL
2140,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2141,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2142,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2143,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2144,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2145,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2146,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2147,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2148,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2149,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2150,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2151,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2152,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2153,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2154,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2155,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2156,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2157,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2158,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2159,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2160,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2161,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2162,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2163,Forest,Water,Water,NULL,Water,NULL,NULL,NULL
2164,Forest,Water,Water,NULL,Water,NULL,NULL,Water
2165,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
2166,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
2167,Forest,Water,Water,Water,Water,NULL,NULL,Forest
2168,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2169,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2170,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2171,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2172,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2173,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2174,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2175,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2176,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2177,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2178,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2179,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2180,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2181,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2182,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2183,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2184,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2185,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2186,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2187,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2188,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2189,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2190,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2191,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2192,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2193,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2194,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2195,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2196,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2197,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2198,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2199,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2200,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2201,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2202,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2203,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2204,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2205,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2206,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2207,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2208,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2209,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2210,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2211,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2212,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2213,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,NULL
2214,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2215,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
2216,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2217,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
2218,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2219,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2220,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2221,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2222,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2223,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2224,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
2225,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2226,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2227,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2228,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2229,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2230,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2231,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,NULL
2232,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2233,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2234,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2235,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2236,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2237,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2238,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2239,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
2240,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
2241,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
2242,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
2243,Forest,Forest,Water,NULL,Water,NULL,NULL,Built-up
2244,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
2245,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
2246,Forest,Forest,Water,Non_Water,Water,NULL,NULL,NULL
2247,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
2248,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2249,Forest,Forest,Water,Water,Water,NULL,NULL,NULL
2250,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
2251,Forest,Forest,Water,Water,Water,NULL,NULL,Bareland
2252,Forest,Forest,Water,Water,Water,NULL,NULL,Water
2253,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
2254,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2255,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2256,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2257,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2258,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2259,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2260,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2261,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2262,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2263,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2264,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2265,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2266,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2267,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
