Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFP_M_R
1159,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
1160,Water,Water,Water,NULL,Water,NULL,Water,Water
1161,Water,Water,Water,NULL,Water,NULL,Water,Forest
1162,Water,Water,Water,NULL,Water,NULL,Forest,Forest
1163,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
1164,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
1165,Water,Water,Water,NULL,Water,Grassland,Water,Water
1166,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
1167,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
1168,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
1169,Water,Water,Water,NULL,Water,Wetland,Water,Water
1170,Water,Water,Water,NULL,Water,Wetland,Water,Forest
1171,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
1172,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
1173,Water,Water,Water,NULL,Water,Bareland,Wetland,Forest
1174,Water,Water,Water,NULL,Water,Water,Grassland,Forest
1175,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
1176,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
1177,Water,Water,Water,NULL,Water,Water,Wetland,Water
1178,Water,Water,Water,NULL,Water,Water,Wetland,Forest
1179,Water,Water,Water,NULL,Water,Water,Bareland,Water
1180,Water,Water,Water,NULL,Water,Water,Water,Grassland
1181,Water,Water,Water,NULL,Water,Water,Water,Bareland
1182,Water,Water,Water,NULL,Water,Water,Water,Water
1183,Water,Water,Water,NULL,Water,Water,Water,Forest
1184,Water,Water,Water,NULL,Water,Water,Forest,Bareland
1185,Water,Water,Water,NULL,Water,Water,Forest,Water
1186,Water,Water,Water,NULL,Water,Water,Forest,Forest
1187,Water,Water,Water,NULL,Water,Forest,Wetland,Water
1188,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
1189,Water,Water,Water,NULL,Water,Forest,Water,Water
1190,Water,Water,Water,NULL,Water,Forest,Water,Forest
1191,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
1192,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1193,Water,Water,Water,Non_Water,Water,NULL,Water,Grassland
1194,Water,Water,Water,Non_Water,Water,NULL,Water,Water
1195,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
1196,Water,Water,Water,Non_Water,Water,NULL,Forest,Water
1197,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Water
1198,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
1199,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1200,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
1201,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
1202,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
1203,Water,Water,Water,Non_Water,Water,Wetland,Forest,Water
1204,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
1205,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
1206,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
1207,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
1208,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
1209,Water,Water,Water,Non_Water,Water,Water,Water,Water
1210,Water,Water,Water,Non_Water,Water,Water,Water,Forest
1211,Water,Water,Water,Non_Water,Water,Water,Forest,Water
1212,Water,Water,Water,Non_Water,Water,Forest,Wetland,Water
1213,Water,Water,Water,Water,Water,NULL,Wetland,Grassland
1214,Water,Water,Water,Water,Water,NULL,Wetland,Wetland
1215,Water,Water,Water,Water,Water,NULL,Wetland,Water
1216,Water,Water,Water,Water,Water,NULL,Wetland,Forest
1217,Water,Water,Water,Water,Water,NULL,Water,Grassland
1218,Water,Water,Water,Water,Water,NULL,Water,Water
1219,Water,Water,Water,Water,Water,NULL,Water,Forest
1220,Water,Water,Water,Water,Water,Grassland,Wetland,Grassland
1221,Water,Water,Water,Water,Water,Grassland,Wetland,Water
1222,Water,Water,Water,Water,Water,Grassland,Water,Grassland
1223,Water,Water,Water,Water,Water,Grassland,Water,Water
1224,Water,Water,Water,Water,Water,Grassland,Water,Forest
1225,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
1226,Water,Water,Water,Water,Water,Wetland,Wetland,Water
1227,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
1228,Water,Water,Water,Water,Water,Wetland,Water,Grassland
1229,Water,Water,Water,Water,Water,Wetland,Water,Wetland
1230,Water,Water,Water,Water,Water,Wetland,Water,Water
1231,Water,Water,Water,Water,Water,Wetland,Water,Forest
1232,Water,Water,Water,Water,Water,Bareland,Water,Water
1233,Water,Water,Water,Water,Water,Bareland,Water,Forest
1234,Water,Water,Water,Water,Water,Water,Grassland,Grassland
1235,Water,Water,Water,Water,Water,Water,Grassland,Water
1236,Water,Water,Water,Water,Water,Water,Wetland,Grassland
1237,Water,Water,Water,Water,Water,Water,Wetland,Wetland
1238,Water,Water,Water,Water,Water,Water,Wetland,Water
1239,Water,Water,Water,Water,Water,Water,Wetland,Forest
1240,Water,Water,Water,Water,Water,Water,Bareland,Forest
1241,Water,Water,Water,Water,Water,Water,Water,Grassland
1242,Water,Water,Water,Water,Water,Water,Water,Wetland
1243,Water,Water,Water,Water,Water,Water,Water,Water
1244,Water,Water,Water,Water,Water,Water,Water,Forest
1245,Water,Water,Water,Water,Water,Water,Forest,Grassland
1246,Water,Water,Water,Water,Water,Water,Forest,Water
1247,Water,Water,Water,Water,Water,Water,Forest,Forest
1248,Water,Water,Water,Water,Water,Forest,Wetland,Grassland
1249,Water,Water,Water,Water,Water,Forest,Wetland,Water
1250,Water,Water,Water,Water,Water,Forest,Water,Water
1251,Water,Water,Water,Water,Water,Forest,Water,Forest
1252,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1253,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1254,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1255,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1256,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1257,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1258,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1259,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1260,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1261,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1262,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
1263,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1264,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1265,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1266,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1267,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1268,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1269,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
1270,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1271,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1272,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1273,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1274,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1275,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1276,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1277,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1278,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1279,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1280,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1281,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1282,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1283,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1284,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1285,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1286,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1287,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1288,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1289,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1290,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1291,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1292,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1293,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1294,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
1295,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1296,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1297,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
1298,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
1299,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
1300,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1301,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1302,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1303,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1304,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1305,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1306,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1307,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1308,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1309,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1310,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1311,Water,Forest,Wetland,NULL,Wetland,Water,Water,Water
1312,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1313,Water,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
1314,Water,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
1315,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1316,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1317,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
1318,Water,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1319,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
1320,Water,Forest,Water,NULL,Water,NULL,Wetland,Forest
1321,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
1322,Water,Forest,Water,NULL,Water,Water,Water,Water
1323,Water,Forest,Water,Non_Water,Water,Water,Water,Grassland
1324,Water,Forest,Water,Non_Water,Water,Water,Water,Water
1325,Water,Forest,Water,Water,Water,NULL,Wetland,Water
1326,Water,Forest,Water,Water,Water,Grassland,Wetland,Water
1327,Water,Forest,Water,Water,Water,Wetland,Wetland,Grassland
1328,Water,Forest,Water,Water,Water,Water,Wetland,Water
1329,Water,Forest,Water,Water,Water,Water,Wetland,Forest
1330,Water,Forest,Water,Water,Water,Water,Water,Grassland
1331,Water,Forest,Water,Water,Water,Water,Water,Water
1332,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1333,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1334,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1335,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1336,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1337,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
1338,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1339,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1340,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1341,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1342,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1343,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1344,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1345,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1346,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1347,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1348,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1349,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1350,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1351,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1352,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1353,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1354,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1355,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1356,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1357,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1358,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1359,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1360,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1361,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Water
1362,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1363,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1364,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1365,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1366,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1367,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1368,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1369,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1370,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1371,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1372,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1373,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1374,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1375,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
1376,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1377,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1378,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1379,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1380,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1381,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1382,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1383,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1384,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
1385,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
1386,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
1387,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1388,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1389,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1390,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1391,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
1392,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1393,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
1394,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
1395,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1396,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
1397,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1398,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1399,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1400,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
1401,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1402,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1403,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1404,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1405,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1406,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1407,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
1408,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1409,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1410,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1411,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1412,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
1413,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1414,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1415,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1416,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1417,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1418,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
1419,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1420,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1421,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1422,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
1423,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1424,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1425,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
1426,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
1427,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1428,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1429,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1430,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1431,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1432,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1433,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1434,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1435,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1436,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1437,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1438,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1439,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1440,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1441,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1442,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
1443,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1444,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
1445,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1446,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1447,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1448,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1449,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1450,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
1451,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
1452,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
1453,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1454,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1455,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
1456,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
1457,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1458,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1459,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
1460,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1461,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1462,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1463,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1464,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1465,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1466,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1467,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1468,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
1469,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1470,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
1471,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
1472,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Water
1473,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1474,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1475,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1476,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1477,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1478,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1479,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
1480,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
1481,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Wetland,Grassland
1482,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
1483,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
1484,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1485,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1486,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1487,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1488,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1489,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1490,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1491,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1492,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1493,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1494,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1495,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1496,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
