Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKQ_M_R
5087,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5088,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5089,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5090,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5091,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
5092,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
5093,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
5094,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5095,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5096,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
5097,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5098,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
5099,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5100,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5101,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5102,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
5103,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
5104,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
5105,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5106,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5107,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
5108,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
5109,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
5110,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
5111,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
5112,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
5113,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
5114,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
5115,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
5116,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
5117,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
5118,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
5119,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
5120,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
5121,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
5122,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
5123,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5124,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5125,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5126,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
5127,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
5128,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5129,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5130,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
5131,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5132,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
5133,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5134,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
5135,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
5136,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
5137,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5138,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
5139,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5140,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
5141,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Water
5142,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
5143,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
5144,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
5145,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
5146,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
5147,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
5148,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
5149,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
5150,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
5151,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
5152,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
5153,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
5154,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
5155,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
5156,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
5157,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
5158,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
5159,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
5160,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
5161,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
5162,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5163,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5164,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5165,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5166,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
5167,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
5168,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Water,Bareland
5169,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
5170,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Bareland
5171,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
5172,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
5173,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Built-up,Cropland
5174,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Cropland
5175,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
5176,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
5177,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
5178,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
5179,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5180,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5181,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
5182,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
5183,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
5184,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Built-up
5185,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
5186,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
5187,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
5188,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
5189,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
5190,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
5191,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
5192,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
5193,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5194,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5195,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
5196,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
5197,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
5198,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
5199,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Cropland
5200,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
5201,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Bareland
5202,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Water
5203,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
5204,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
5205,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
5206,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
5207,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
5208,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
5209,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
5210,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5211,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
5212,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5213,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
5214,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5215,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
5216,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5217,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
5218,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Water
5219,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5220,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Cropland
5221,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
5222,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
5223,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Cropland
5224,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Bareland
5225,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Forest
5226,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
5227,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
5228,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Bareland
5229,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
5230,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
5231,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
5232,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
5233,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
5234,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
5235,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Bareland
5236,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Water
5237,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Water
5238,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
5239,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
5240,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
5241,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
5242,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Cropland
5243,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
5244,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
5245,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
5246,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
5247,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
5248,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
5249,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Built-up,Bareland
5250,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Built-up,Water
5251,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
5252,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Cropland
5253,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
5254,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
5255,Bareland,NULL,Cropland,Water,Non_Wetland,Built-up,Built-up,Bareland
5256,Bareland,NULL,Cropland,Water,Non_Wetland,Built-up,Built-up,Water
5257,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
5258,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
5259,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
5260,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
5261,Bareland,NULL,Wetland,NULL,Wetland,NULL,Water,Bareland
5262,Bareland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
5263,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
5264,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
5265,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Built-up
5266,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
5267,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
5268,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
5269,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
5270,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
5271,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
5272,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
5273,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
5274,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Bareland
5275,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
5276,Bareland,NULL,Wetland,Water,Wetland,NULL,Bareland,Water
5277,Bareland,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
5278,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
5279,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
5280,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Forest
5281,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
5282,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
5283,Bareland,NULL,Wetland,Water,Wetland,Water,Bareland,Bareland
5284,Bareland,NULL,Wetland,Water,Wetland,Water,Bareland,Water
5285,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
5286,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Cropland
5287,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
5288,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
5289,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
5290,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
5291,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up,Bareland
5292,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
5293,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
5294,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,Bareland,Bareland
5295,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
5296,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
5297,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5298,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Cropland
5299,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5300,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
5301,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
5302,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
5303,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Water
5304,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Bareland,Bareland
5305,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5306,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5307,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5308,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
5309,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
5310,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
5311,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
5312,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest,Bareland,Bareland
5313,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Bareland
5314,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
5315,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Bareland
5316,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5317,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
5318,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5319,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
5320,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
5321,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Bareland
5322,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Water
5323,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
5324,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
5325,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
5326,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Built-up,Bareland
5327,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
5328,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
5329,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Bareland
5330,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5331,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
5332,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
5333,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
5334,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
5335,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
5336,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
5337,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
5338,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
5339,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
5340,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
5341,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
5342,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Water
5343,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
5344,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
5345,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
5346,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
5347,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
5348,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
5349,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
5350,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Cropland
5351,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
5352,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
5353,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Forest
5354,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
5355,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Bareland
5356,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
5357,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5358,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
5359,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
5360,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
5361,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
5362,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
5363,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
5364,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
5365,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
5366,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
5367,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
5368,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
5369,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
5370,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Water,Cropland
5371,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5372,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
5373,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5374,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5375,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
5376,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
5377,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5378,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5379,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5380,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5381,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
5382,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5383,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5384,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
5385,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
5386,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
5387,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
5388,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
5389,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
5390,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
5391,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
5392,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
5393,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Cropland
5394,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
5395,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
5396,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Water
5397,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
5398,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
5399,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
5400,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
5401,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
5402,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
5403,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
5404,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
5405,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
5406,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
5407,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
5408,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
