Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NEB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NEB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NEB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NEB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NEB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NEB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NEB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NEB_M_R
1756,Forest,Water,Water,Water,Water,Water,Forest,Water
1757,Forest,Water,Water,Water,Water,Water,Forest,Forest
1758,Forest,Water,Water,Water,Water,Forest,NULL,Water
1759,Forest,Water,Water,Water,Water,Forest,NULL,Forest
1760,Forest,Water,Water,Water,Water,Forest,Wetland,Water
1761,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
1762,Forest,Water,Water,Water,Water,Forest,Water,Water
1763,Forest,Water,Water,Water,Water,Forest,Water,Forest
1764,Forest,Water,Water,Water,Water,Forest,Forest,Water
1765,Forest,Water,Water,Water,Water,Forest,Forest,Forest
1766,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1767,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1768,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1769,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1770,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1771,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1772,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1773,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
1774,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1775,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1776,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1777,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1778,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1779,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1780,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1781,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
1782,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1783,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
1784,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1785,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
1786,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1787,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1788,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1789,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1790,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1791,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1792,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1793,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1794,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1795,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1796,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
1797,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
1798,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1799,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1800,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1801,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1802,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1803,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1804,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
1805,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1806,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1807,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1808,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1809,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
1810,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1811,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1812,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1813,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1814,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1815,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1816,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
1817,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1818,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1819,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1820,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1821,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1822,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1823,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1824,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1825,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
1826,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
1827,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1828,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
1829,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1830,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1831,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1832,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1833,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1834,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1835,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1836,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
1837,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1838,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
1839,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
1840,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
1841,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1842,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1843,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1844,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1845,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1846,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1847,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
1848,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
1849,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1850,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1851,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
1852,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1853,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
1854,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1855,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1856,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1857,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
1858,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
1859,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1860,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1861,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1862,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1863,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
1864,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
1865,Forest,Water,Forest,Water,Non_Wetland,Grassland,NULL,Water
1866,Forest,Water,Forest,Water,Non_Wetland,Grassland,NULL,Forest
1867,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
1868,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1869,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
1870,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
1871,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1872,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1873,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1874,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1875,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1876,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1877,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Water
1878,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
1879,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1880,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1881,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1882,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1883,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1884,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
1885,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
1886,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1887,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1888,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1889,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
1890,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
1891,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1892,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
1893,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1894,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
1895,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
1896,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1897,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1898,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1899,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1900,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1901,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1902,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1903,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1904,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1905,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1906,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1907,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1908,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1909,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1910,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1911,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1912,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1913,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1914,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1915,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1916,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1917,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1918,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1919,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1920,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1921,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1922,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1923,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1924,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1925,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1926,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1927,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1928,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1929,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1930,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1931,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1932,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1933,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1934,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1935,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
1936,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1937,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
1938,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1939,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1940,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1941,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
1942,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
1943,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1944,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1945,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1946,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1947,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1948,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1949,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1950,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1951,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
1952,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1953,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
1954,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1955,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1956,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1957,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1958,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1959,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1960,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1961,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1962,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
1963,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1964,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1965,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1966,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1967,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1968,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1969,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1970,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1971,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Built-up
1972,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1973,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1974,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1975,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1976,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1977,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1978,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1979,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1980,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1981,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1982,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1983,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1984,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1985,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
1986,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1987,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
1988,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1989,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
1990,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
1991,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1992,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1993,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1994,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
1995,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1996,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1997,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Grassland
1998,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
1999,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
2000,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2001,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2002,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2003,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2004,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2005,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
2006,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest,Grassland
2007,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,NULL,Forest
2008,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2009,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
2010,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2011,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2012,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
2013,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2014,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
2015,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2016,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2017,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2018,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2019,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
2020,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2021,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2022,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2023,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2024,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
2025,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2026,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2027,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2028,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
2029,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2030,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2031,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
2032,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
2033,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
2034,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
2035,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
2036,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
2037,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
2038,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2039,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2040,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2041,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2042,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2043,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
2044,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
2045,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
2046,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,NULL
2047,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
2048,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
2049,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2050,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2051,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2052,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2053,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
2054,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
2055,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2056,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
2057,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2058,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
2059,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2060,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
2061,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2062,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2063,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2064,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Grassland
2065,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
2066,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
2067,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
2068,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
2069,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
2070,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2071,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2072,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,NULL
2073,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
2074,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2075,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,NULL
2076,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Grassland
2077,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
2078,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
2079,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
2080,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
2081,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
2082,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
2083,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2084,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
2085,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
2086,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
2087,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
2088,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2089,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2090,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2091,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
2092,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2093,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2094,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2095,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2096,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2097,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
2098,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
2099,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2100,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2101,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2102,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
2103,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
2104,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
