Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPD_M_R
1362,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1363,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1364,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1365,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1366,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
1367,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1368,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
1369,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1370,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
1371,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
1372,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1373,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1374,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1375,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1376,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1377,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1378,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
1379,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1380,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1381,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
1382,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1383,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1384,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1385,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1386,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
1387,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Wetland
1388,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Forest
1389,Bareland,NULL,Water,Water,Water,Bareland,Water,Grassland
1390,Bareland,NULL,Water,Water,Water,Water,Wetland,Grassland
1391,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1392,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1393,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1394,Bareland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1395,Bareland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1396,Bareland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1397,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1398,Bareland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1399,Bareland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1400,Bareland,Wetland,Water,Water,Water,Wetland,Water,Grassland
1401,Bareland,Wetland,Water,Water,Water,Water,Water,Grassland
1402,Bareland,Wetland,Water,Water,Water,Water,Water,Wetland
1403,Bareland,Wetland,Water,Water,Water,Water,Water,Water
1404,Bareland,Wetland,Water,Water,Water,Water,Water,Forest
1405,Bareland,Bareland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1406,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1407,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1408,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Water,Forest
1409,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Forest
1410,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1411,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
1412,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
1413,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1414,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
1415,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1416,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1417,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1418,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
1419,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1420,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Forest
1421,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1422,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Water,Forest
1423,Bareland,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1424,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Water
1425,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Forest
1426,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Grassland
1427,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Water
1428,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Forest
1429,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1430,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1431,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Forest
1432,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Wetland
1433,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1434,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
1435,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Wetland
1436,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
1437,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1438,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
1439,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1440,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Forest
1441,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1442,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
1443,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Wetland
1444,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
1445,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Forest
1446,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1447,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1448,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1449,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1450,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
1451,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1452,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1453,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
1454,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
1455,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
1456,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
1457,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
1458,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
1459,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
1460,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
1461,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Water
1462,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Forest
1463,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
1464,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Grassland
1465,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Water
1466,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Forest
1467,Bareland,Bareland,Water,NULL,Water,Water,Wetland,Water
1468,Bareland,Bareland,Water,NULL,Water,Water,Water,Water
1469,Bareland,Bareland,Water,NULL,Water,Water,Water,Forest
1470,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Water
1471,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Forest
1472,Bareland,Bareland,Water,Water,Water,Wetland,Water,Grassland
1473,Bareland,Bareland,Water,Water,Water,Bareland,Water,Forest
1474,Bareland,Bareland,Water,Water,Water,Water,Wetland,Grassland
1475,Bareland,Bareland,Water,Water,Water,Water,Wetland,Wetland
1476,Bareland,Bareland,Water,Water,Water,Water,Wetland,Water
1477,Bareland,Bareland,Water,Water,Water,Water,Water,Grassland
1478,Bareland,Bareland,Water,Water,Water,Water,Water,Wetland
1479,Bareland,Bareland,Water,Water,Water,Water,Water,Water
1480,Bareland,Bareland,Water,Water,Water,Water,Water,Forest
1481,Bareland,Bareland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1482,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1483,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1484,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1485,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Water,Forest
1486,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1487,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1488,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1489,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1490,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Water,Grassland
1491,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Water,Water
1492,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1493,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1494,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1495,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1496,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1497,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1498,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1499,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1500,Bareland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1501,Bareland,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1502,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1503,Bareland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1504,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1505,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1506,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
1507,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
1508,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1509,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1510,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1511,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1512,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1513,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1514,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1515,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1516,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1517,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
1518,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1519,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1520,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1521,Bareland,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1522,Bareland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1523,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1524,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1525,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1526,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1527,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1528,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1529,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1530,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1531,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1532,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1533,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1534,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1535,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
1536,Bareland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1537,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1538,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Water
1539,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1540,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
1541,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1542,Bareland,Water,Wetland,Water,Wetland,Water,Water,Wetland
1543,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
1544,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1545,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1546,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1547,Bareland,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1548,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
1549,Bareland,Water,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1550,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
1551,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
1552,Bareland,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
1553,Bareland,Water,Built-up,Water,Non_Wetland,Water,Water,Water
1554,Bareland,Water,Water,NULL,Water,Water,Wetland,Grassland
1555,Bareland,Water,Water,NULL,Water,Water,Wetland,Water
1556,Bareland,Water,Water,NULL,Water,Water,Wetland,Forest
1557,Bareland,Water,Water,NULL,Water,Water,Water,Grassland
1558,Bareland,Water,Water,NULL,Water,Water,Water,Water
1559,Bareland,Water,Water,NULL,Water,Water,Water,Forest
1560,Bareland,Water,Water,Non_Water,Water,Wetland,Water,Grassland
1561,Bareland,Water,Water,Non_Water,Water,Water,Water,Grassland
1562,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
1563,Bareland,Water,Water,Water,Water,Wetland,Wetland,Water
1564,Bareland,Water,Water,Water,Water,Wetland,Wetland,Forest
1565,Bareland,Water,Water,Water,Water,Wetland,Water,Grassland
1566,Bareland,Water,Water,Water,Water,Wetland,Water,Water
1567,Bareland,Water,Water,Water,Water,Wetland,Water,Forest
1568,Bareland,Water,Water,Water,Water,Bareland,Wetland,Bareland
1569,Bareland,Water,Water,Water,Water,Water,Wetland,Grassland
1570,Bareland,Water,Water,Water,Water,Water,Wetland,Wetland
1571,Bareland,Water,Water,Water,Water,Water,Wetland,Water
1572,Bareland,Water,Water,Water,Water,Water,Wetland,Forest
1573,Bareland,Water,Water,Water,Water,Water,Water,Grassland
1574,Bareland,Water,Water,Water,Water,Water,Water,Wetland
1575,Bareland,Water,Water,Water,Water,Water,Water,Water
1576,Bareland,Water,Water,Water,Water,Water,Water,Forest
1577,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1578,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1579,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1580,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1581,Bareland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1582,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1583,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1584,Bareland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1585,Bareland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1586,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1587,Bareland,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1588,Bareland,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1589,Bareland,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1590,Bareland,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1591,Bareland,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1592,Bareland,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1593,Bareland,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1594,Bareland,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1595,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1596,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1597,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1598,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1599,Bareland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1600,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1601,Bareland,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1602,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1603,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1604,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1605,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1606,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1607,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1608,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1609,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1610,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1611,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1612,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1613,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1614,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1615,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1616,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
1617,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
1618,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
1619,Water,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
1620,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1621,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1622,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1623,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
1624,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1625,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
1626,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Forest
1627,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
1628,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
1629,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
1630,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
1631,Water,NULL,NULL,Water,Non_Wetland,Water,Forest,Forest
1632,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1633,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1634,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1635,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
1636,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1637,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1638,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1639,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1640,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1641,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1642,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1643,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1644,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
1645,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Forest
1646,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1647,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1648,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1649,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
1650,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1651,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1652,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1653,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1654,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1655,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1656,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1657,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1658,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
1659,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1660,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1661,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1662,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
1663,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1664,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
1665,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
1666,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1667,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1668,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1669,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1670,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1671,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1672,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1673,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1674,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1675,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1676,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1677,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1678,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1679,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1680,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1681,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1682,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1683,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1684,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1685,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
1686,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
1687,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1688,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1689,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1690,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1691,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1692,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1693,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1694,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1695,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1696,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
