Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NXB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NXB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NXB_M_R
1033,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1034,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1035,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1036,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1037,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1038,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1039,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
1040,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1041,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1042,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1043,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1044,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1045,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1046,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1047,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1048,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1049,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
1050,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1051,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1052,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1053,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
1054,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
1055,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1056,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
1057,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
1058,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1059,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1060,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1061,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1062,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1063,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1064,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
1065,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1066,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1067,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1068,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1069,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1070,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1071,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1072,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1073,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1074,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1075,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1076,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1077,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1078,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1079,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1080,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1081,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1082,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1083,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1084,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1085,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Bareland
1086,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1087,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1088,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1089,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1090,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1091,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1092,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1093,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1094,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1095,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1096,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1097,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1098,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1099,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1100,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1101,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1102,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1103,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1104,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1105,Wetland,NULL,Water,NULL,Water,Water,Water,Wetland
1106,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1107,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
1108,Wetland,NULL,Water,Water,Water,Water,Wetland,Wetland
1109,Wetland,NULL,Water,Water,Water,Water,Wetland,Bareland
1110,Wetland,NULL,Water,Water,Water,Water,Wetland,Water
1111,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
1112,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
1113,Wetland,NULL,Water,Water,Water,Water,Water,Water
1114,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1115,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1116,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1117,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1118,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1119,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1120,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1121,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1122,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
1123,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1124,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1125,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1126,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1127,Wetland,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
1128,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Forest
1129,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1130,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1131,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1132,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1133,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1134,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1135,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
1136,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
1137,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1138,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1139,Wetland,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1140,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Water
1141,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1142,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Water
1143,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1144,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
1145,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
1146,Wetland,Water,Water,Water,Water,Grassland,Wetland,Water
1147,Wetland,Water,Water,Water,Water,Wetland,Water,Grassland
1148,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
1149,Wetland,Water,Water,Water,Water,Wetland,Water,Water
1150,Wetland,Water,Water,Water,Water,Water,Wetland,Water
1151,Wetland,Water,Water,Water,Water,Water,Water,Wetland
1152,Wetland,Water,Water,Water,Water,Water,Water,Water
1153,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1154,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1155,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1156,Wetland,Forest,Wetland,NULL,Wetland,Water,Forest,Wetland
1157,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
1158,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1159,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1160,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1161,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1162,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1163,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1164,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1165,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1166,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1167,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1168,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1169,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1170,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1171,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1172,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1173,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1174,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1175,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1176,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1177,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1178,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1179,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1180,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1181,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1182,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1183,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
1184,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
1185,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Water
1186,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1187,Bareland,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
1188,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1189,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1190,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Water
1191,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Water
1192,Bareland,Water,Water,NULL,Water,Wetland,Water,Forest
1193,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
1194,Bareland,Water,Water,Water,Water,Grassland,Water,Water
1195,Bareland,Water,Water,Water,Water,Wetland,Water,Water
1196,Bareland,Water,Water,Water,Water,Water,Water,Water
1197,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1198,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1199,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1200,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1201,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1202,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1203,Bareland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1204,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1205,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1206,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1207,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1208,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1209,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1210,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1211,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1212,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1213,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1214,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1215,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1216,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1217,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1218,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1219,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
1220,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1221,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
1222,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1223,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1224,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1225,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
1226,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1227,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1228,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1229,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1230,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
1231,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
1232,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1233,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1234,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
1235,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1236,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
1237,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
1238,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
1239,Water,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
1240,Water,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
1241,Water,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1242,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
1243,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1244,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1245,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1246,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1247,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1248,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1249,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1250,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1251,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1252,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1253,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1254,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
1255,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1256,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1257,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
1258,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1259,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1260,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
1261,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1262,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
1263,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1264,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1265,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Bareland
1266,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
1267,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1268,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1269,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1270,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
1271,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
1272,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1273,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1274,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
1275,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1276,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
1277,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,NULL
1278,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1279,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
1280,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1281,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,NULL
1282,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1283,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
1284,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1285,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1286,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1287,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1288,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
1289,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Water
1290,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1291,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1292,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1293,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
1294,Water,NULL,Water,NULL,Water,Shrubland,Water,Forest
1295,Water,NULL,Water,NULL,Water,Grassland,Water,Wetland
1296,Water,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
1297,Water,NULL,Water,NULL,Water,Wetland,Grassland,Forest
1298,Water,NULL,Water,NULL,Water,Wetland,Wetland,Forest
1299,Water,NULL,Water,NULL,Water,Wetland,Water,NULL
1300,Water,NULL,Water,NULL,Water,Wetland,Water,Wetland
1301,Water,NULL,Water,NULL,Water,Wetland,Water,Forest
1302,Water,NULL,Water,NULL,Water,Water,Grassland,Wetland
1303,Water,NULL,Water,NULL,Water,Water,Grassland,Water
1304,Water,NULL,Water,NULL,Water,Water,Wetland,Wetland
1305,Water,NULL,Water,NULL,Water,Water,Water,Wetland
1306,Water,NULL,Water,NULL,Water,Water,Water,Forest
1307,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
1308,Water,NULL,Water,Water,Water,Shrubland,Wetland,Forest
1309,Water,NULL,Water,Water,Water,Grassland,Grassland,Wetland
1310,Water,NULL,Water,Water,Water,Grassland,Wetland,NULL
1311,Water,NULL,Water,Water,Water,Grassland,Wetland,Forest
1312,Water,NULL,Water,Water,Water,Wetland,Grassland,Grassland
1313,Water,NULL,Water,Water,Water,Wetland,Wetland,Forest
1314,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
1315,Water,NULL,Water,Water,Water,Wetland,Water,Water
1316,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
1317,Water,NULL,Water,Water,Water,Water,Grassland,Wetland
1318,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
1319,Water,NULL,Water,Water,Water,Water,Water,Grassland
1320,Water,NULL,Water,Water,Water,Water,Water,Wetland
1321,Water,NULL,Water,Water,Water,Water,Water,Water
1322,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1323,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1324,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1325,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1326,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
1327,Water,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1328,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1329,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1330,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1331,Water,Wetland,Water,Water,Water,Water,Water,Water
1332,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
1333,Water,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Water
1334,Water,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
1335,Water,Bareland,Water,Water,Water,Grassland,Wetland,Water
1336,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1337,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1338,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1339,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1340,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
1341,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1342,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
1343,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1344,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1345,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1346,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1347,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1348,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
1349,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1350,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1351,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1352,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
1353,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1354,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
1355,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1356,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1357,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1358,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1359,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1360,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1361,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1362,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1363,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
1364,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
1365,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1366,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
1367,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1368,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
