Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYF_M_R
6229,Water,Water,NULL,Water,Non_Wetland,Wetland,Bareland,Water
6230,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
6231,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
6232,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Bareland
6233,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Grassland
6234,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
6235,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
6236,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Bareland
6237,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
6238,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
6239,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
6240,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Grassland
6241,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
6242,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
6243,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
6244,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
6245,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
6246,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Bareland
6247,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
6248,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6249,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6250,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6251,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
6252,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
6253,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6254,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6255,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6256,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6257,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6258,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6259,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
6260,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6261,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6262,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
6263,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
6264,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6265,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6266,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6267,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6268,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6269,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
6270,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6271,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6272,Water,Water,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6273,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
6274,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6275,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
6276,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
6277,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
6278,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
6279,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6280,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6281,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
6282,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6283,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6284,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
6285,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6286,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
6287,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
6288,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
6289,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
6290,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
6291,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6292,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
6293,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
6294,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
6295,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6296,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6297,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
6298,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6299,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
6300,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
6301,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6302,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6303,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
6304,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
6305,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
6306,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6307,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
6308,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,NULL,Water
6309,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
6310,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
6311,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
6312,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
6313,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
6314,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
6315,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
6316,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
6317,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
6318,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
6319,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6320,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
6321,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
6322,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
6323,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
6324,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
6325,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
6326,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
6327,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
6328,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
6329,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Cropland
6330,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
6331,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
6332,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
6333,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
6334,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
6335,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
6336,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
6337,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
6338,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
6339,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
6340,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
6341,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
6342,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
6343,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6344,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6345,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
6346,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6347,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
6348,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
6349,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
6350,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
6351,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
6352,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
6353,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
6354,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
6355,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
6356,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
6357,Water,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
6358,Water,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
6359,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
6360,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Cropland
6361,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
6362,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
6363,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
6364,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
6365,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
6366,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
6367,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
6368,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
6369,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
6370,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
6371,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
6372,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
6373,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
6374,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
6375,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
6376,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
6377,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
6378,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
6379,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
6380,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
6381,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
6382,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
6383,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
6384,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
6385,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
6386,Water,Water,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6387,Water,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6388,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
6389,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
6390,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6391,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6392,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6393,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6394,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6395,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6396,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
6397,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6398,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6399,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6400,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
6401,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
6402,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6403,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6404,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
6405,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6406,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
6407,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
6408,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6409,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6410,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6411,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6412,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
6413,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
6414,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6415,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6416,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6417,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6418,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6419,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6420,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
6421,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
6422,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
6423,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
6424,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
6425,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6426,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Cropland
6427,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
6428,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
6429,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
6430,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
6431,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
6432,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6433,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6434,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6435,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
6436,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
6437,Water,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
6438,Water,Water,Cropland,Water,Non_Wetland,Wetland,Shrubland,Grassland
6439,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
6440,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
6441,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Grassland
6442,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Bareland
6443,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
6444,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
6445,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
6446,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
6447,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
6448,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
6449,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
6450,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
6451,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
6452,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
6453,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
6454,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6455,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
6456,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6457,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
6458,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
6459,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
6460,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
6461,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
6462,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
6463,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
6464,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
6465,Water,Water,Wetland,NULL,Wetland,Water,NULL,Cropland
6466,Water,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
6467,Water,Water,Wetland,NULL,Wetland,Water,NULL,Bareland
6468,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
6469,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
6470,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
6471,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
6472,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
6473,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
6474,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
6475,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
6476,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
6477,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
6478,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
6479,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
6480,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
6481,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
6482,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
6483,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
6484,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
6485,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
6486,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6487,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
6488,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
6489,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
6490,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6491,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
6492,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
6493,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
6494,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
6495,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
6496,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
6497,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
6498,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Grassland
6499,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
6500,Water,Water,Wetland,Water,Wetland,Shrubland,Wetland,Water
6501,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Grassland
6502,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
6503,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
6504,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
6505,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Grassland
6506,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Bareland
6507,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Water
6508,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Forest
6509,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
6510,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6511,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
6512,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
6513,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
6514,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
6515,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
6516,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
6517,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
6518,Water,Water,Wetland,Water,Wetland,Water,NULL,Wetland
6519,Water,Water,Wetland,Water,Wetland,Water,NULL,Bareland
6520,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
6521,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
6522,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
6523,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
6524,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
6525,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
6526,Water,Water,Wetland,Water,Wetland,Water,Bareland,Bareland
6527,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
6528,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
6529,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
6530,Water,Water,Wetland,Water,Wetland,Water,Water,Water
6531,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
6532,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
6533,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
6534,Water,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
6535,Water,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
6536,Water,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
6537,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
6538,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
6539,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
6540,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
6541,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
6542,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
6543,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
6544,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
6545,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
6546,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
6547,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
6548,Water,Water,Bareland,Water,Non_Wetland,Bareland,NULL,Water
6549,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
6550,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
6551,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
6552,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6553,Water,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
6554,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
6555,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6556,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
6557,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Water
6558,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
6559,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
6560,Water,Water,Water,NULL,Water,NULL,NULL,Water
6561,Water,Water,Water,NULL,Water,NULL,NULL,Forest
6562,Water,Water,Water,NULL,Water,NULL,Wetland,Water
6563,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
6564,Water,Water,Water,NULL,Water,NULL,Forest,Water
6565,Water,Water,Water,NULL,Water,Shrubland,NULL,Grassland
6566,Water,Water,Water,NULL,Water,Shrubland,Grassland,Grassland
6567,Water,Water,Water,NULL,Water,Grassland,NULL,Grassland
6568,Water,Water,Water,NULL,Water,Grassland,NULL,Bareland
6569,Water,Water,Water,NULL,Water,Grassland,NULL,Water
6570,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
6571,Water,Water,Water,NULL,Water,Grassland,Wetland,Grassland
6572,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
6573,Water,Water,Water,NULL,Water,Grassland,Water,Forest
