Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGV_M_R
10805,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
10806,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Forest
10807,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
10808,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
10809,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
10810,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
10811,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
10812,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10813,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
10814,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10815,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10816,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
10817,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
10818,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Cropland
10819,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
10820,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
10821,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,NULL,Cropland
10822,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,NULL,Wetland
10823,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,NULL,Water
10824,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
10825,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
10826,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
10827,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
10828,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Water
10829,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
10830,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Cropland
10831,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
10832,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
10833,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
10834,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
10835,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
10836,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Cropland
10837,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
10838,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
10839,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
10840,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
10841,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
10842,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
10843,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
10844,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Wetland,Bareland
10845,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Water,Water
10846,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Forest,Forest
10847,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
10848,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
10849,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
10850,Cropland,Cropland,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
10851,Cropland,Cropland,Forest,Water,Non_Wetland,Bareland,Water,Water
10852,Cropland,Cropland,Forest,Water,Non_Wetland,Water,NULL,NULL
10853,Cropland,Cropland,Forest,Water,Non_Wetland,Water,NULL,Water
10854,Cropland,Cropland,Forest,Water,Non_Wetland,Water,Water,Water
10855,Cropland,Cropland,Forest,Water,Non_Wetland,Forest,Water,Water
10856,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
10857,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
10858,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
10859,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
10860,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
10861,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
10862,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10863,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
10864,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
10865,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
10866,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
10867,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10868,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
10869,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10870,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
10871,Cropland,Wetland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
10872,Cropland,Wetland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10873,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
10874,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10875,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
10876,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
10877,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
10878,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
10879,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
10880,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
10881,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
10882,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Cropland
10883,Cropland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
10884,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
10885,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
10886,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10887,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
10888,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
10889,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
10890,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
10891,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
10892,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10893,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
10894,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
10895,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
10896,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
10897,Cropland,Bareland,Wetland,Non_Water,Wetland,Water,Water,NULL
10898,Cropland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
10899,Cropland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Cropland
10900,Cropland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
10901,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
10902,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
10903,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
10904,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
10905,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
10906,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
10907,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
10908,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
10909,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
10910,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
10911,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
10912,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
10913,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
10914,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
10915,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
10916,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
10917,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
10918,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
10919,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
10920,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
10921,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Grassland
10922,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
10923,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
10924,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
10925,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
10926,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
10927,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
10928,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
10929,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10930,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
10931,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
10932,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
10933,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
10934,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
10935,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
10936,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
10937,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Cropland
10938,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
10939,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
10940,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
10941,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
10942,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
10943,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
10944,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
10945,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
10946,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
10947,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
10948,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
10949,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
10950,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
10951,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
10952,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
10953,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
10954,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
10955,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
10956,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
10957,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
10958,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
10959,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
10960,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
10961,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
10962,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
10963,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
10964,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
10965,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
10966,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
10967,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
10968,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
10969,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10970,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
10971,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
10972,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
10973,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
10974,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
10975,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
10976,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10977,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
10978,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
10979,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
10980,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
10981,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
10982,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
10983,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
10984,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
10985,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
10986,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
10987,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
10988,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
10989,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
10990,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
10991,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
10992,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
10993,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
10994,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
10995,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
10996,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10997,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
10998,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10999,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
11000,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11001,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
11002,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
11003,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
11004,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11005,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
11006,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
11007,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11008,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11009,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
11010,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11011,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
11012,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11013,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
11014,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11015,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
11016,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
11017,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
11018,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
11019,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
11020,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
11021,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
11022,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
11023,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11024,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
11025,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
11026,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
11027,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
11028,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
11029,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11030,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
11031,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
11032,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11033,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
11034,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11035,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
11036,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
11037,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
11038,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
11039,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
11040,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
11041,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
11042,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
11043,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
11044,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
11045,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
11046,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
11047,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
11048,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
11049,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
11050,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11051,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
11052,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
11053,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11054,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
11055,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
11056,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
11057,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
11058,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
11059,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
11060,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11061,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
11062,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
11063,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
11064,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
11065,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11066,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Built-up
11067,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
11068,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
11069,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
11070,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11071,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
11072,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11073,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11074,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
11075,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
11076,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
11077,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11078,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
11079,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11080,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
11081,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
11082,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
11083,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
11084,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
11085,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
11086,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
11087,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
11088,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
11089,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
11090,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
11091,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
11092,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
11093,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
11094,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
11095,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
11096,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
11097,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
11098,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
11099,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
11100,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
11101,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Water
11102,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
