Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMD_M_R
1161,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1162,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1163,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1164,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
1165,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1166,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
1167,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
1168,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1169,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1170,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
1171,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
1172,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1173,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
1174,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
1175,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1176,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1177,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1178,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1179,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1180,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1181,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1182,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1183,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1184,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1185,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
1186,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1187,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
1188,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1189,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1190,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1191,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1192,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1193,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
1194,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1195,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
1196,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1197,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1198,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1199,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
1200,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1201,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1202,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
1203,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1204,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
1205,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1206,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1207,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1208,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1209,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1210,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1211,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
1212,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1213,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1214,Water,Water,Grassland,Non_Water,Non_Wetland,Built-up,Water,Water
1215,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1216,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1217,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1218,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1219,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
1220,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1221,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1222,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
1223,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1224,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
1225,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1226,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1227,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
1228,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1229,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
1230,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1231,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
1232,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
1233,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
1234,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1235,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1236,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
1237,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1238,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1239,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1240,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
1241,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1242,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1243,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1244,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1245,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1246,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
1247,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1248,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1249,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
1250,Water,Water,Wetland,NULL,Wetland,Built-up,Wetland,Forest
1251,Water,Water,Wetland,NULL,Wetland,Built-up,Water,Forest
1252,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
1253,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1254,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1255,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
1256,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1257,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1258,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1259,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1260,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
1261,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
1262,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
1263,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
1264,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1265,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1266,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1267,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1268,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1269,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1270,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1271,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1272,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1273,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1274,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1275,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1276,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1277,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1278,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1279,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1280,Water,Water,Wetland,Non_Water,Wetland,Built-up,Water,Water
1281,Water,Water,Wetland,Non_Water,Wetland,Built-up,Water,Forest
1282,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1283,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1284,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1285,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1286,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1287,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1288,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1289,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1290,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1291,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1292,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
1293,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1294,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
1295,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
1296,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1297,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1298,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1299,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1300,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1301,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1302,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1303,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
1304,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1305,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
1306,Water,Water,Wetland,Water,Wetland,Built-up,Water,Forest
1307,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
1308,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
1309,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1310,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1311,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
1312,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1313,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
1314,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
1315,Water,Water,Wetland,Water,Wetland,Water,Water,Water
1316,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
1317,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
1318,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
1319,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
1320,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1321,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1322,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
1323,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1324,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1325,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
1326,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1327,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1328,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1329,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1330,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
1331,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1332,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1333,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
1334,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1335,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
1336,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1337,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1338,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1339,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
1340,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1341,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
1342,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1343,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1344,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1345,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1346,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
1347,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1348,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1349,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
1350,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1351,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1352,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
1353,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1354,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
1355,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1356,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1357,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1358,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
1359,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
1360,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1361,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1362,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
1363,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1364,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
1365,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
1366,Water,Water,Water,NULL,Water,NULL,Wetland,Water
1367,Water,Water,Water,NULL,Water,NULL,Water,Water
1368,Water,Water,Water,NULL,Water,NULL,Water,Forest
1369,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
1370,Water,Water,Water,NULL,Water,Grassland,Water,Forest
1371,Water,Water,Water,NULL,Water,Wetland,Grassland,Grassland
1372,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
1373,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
1374,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
1375,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
1376,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
1377,Water,Water,Water,NULL,Water,Wetland,Water,Water
1378,Water,Water,Water,NULL,Water,Wetland,Water,Forest
1379,Water,Water,Water,NULL,Water,Bareland,Wetland,Grassland
1380,Water,Water,Water,NULL,Water,Bareland,Wetland,Forest
1381,Water,Water,Water,NULL,Water,Bareland,Water,Water
1382,Water,Water,Water,NULL,Water,Built-up,Water,Grassland
1383,Water,Water,Water,NULL,Water,Built-up,Water,Wetland
1384,Water,Water,Water,NULL,Water,Built-up,Water,Water
1385,Water,Water,Water,NULL,Water,Built-up,Water,Forest
1386,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
1387,Water,Water,Water,NULL,Water,Water,Grassland,Water
1388,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
1389,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
1390,Water,Water,Water,NULL,Water,Water,Wetland,Water
1391,Water,Water,Water,NULL,Water,Water,Wetland,Forest
1392,Water,Water,Water,NULL,Water,Water,Water,Grassland
1393,Water,Water,Water,NULL,Water,Water,Water,Wetland
1394,Water,Water,Water,NULL,Water,Water,Water,Water
1395,Water,Water,Water,NULL,Water,Water,Water,Forest
1396,Water,Water,Water,NULL,Water,Water,Forest,Forest
1397,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
1398,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1399,Water,Water,Water,Non_Water,Water,NULL,Water,Water
1400,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
1401,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
1402,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1403,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1404,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
1405,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
1406,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
1407,Water,Water,Water,Non_Water,Water,Built-up,Water,Wetland
1408,Water,Water,Water,Non_Water,Water,Built-up,Water,Water
1409,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
1410,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
1411,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
1412,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
1413,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
1414,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
1415,Water,Water,Water,Non_Water,Water,Water,Water,Water
1416,Water,Water,Water,Non_Water,Water,Water,Water,Forest
1417,Water,Water,Water,Non_Water,Water,Water,Forest,Water
1418,Water,Water,Water,Water,Water,NULL,Wetland,Wetland
1419,Water,Water,Water,Water,Water,NULL,Wetland,Forest
1420,Water,Water,Water,Water,Water,NULL,Water,Grassland
1421,Water,Water,Water,Water,Water,NULL,Water,Water
1422,Water,Water,Water,Water,Water,NULL,Water,Forest
1423,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
1424,Water,Water,Water,Water,Water,Grassland,Water,Water
1425,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
1426,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
1427,Water,Water,Water,Water,Water,Wetland,Wetland,Water
1428,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
1429,Water,Water,Water,Water,Water,Wetland,Water,Grassland
1430,Water,Water,Water,Water,Water,Wetland,Water,Wetland
1431,Water,Water,Water,Water,Water,Wetland,Water,Water
1432,Water,Water,Water,Water,Water,Wetland,Water,Forest
1433,Water,Water,Water,Water,Water,Bareland,Water,Water
1434,Water,Water,Water,Water,Water,Bareland,Water,Forest
1435,Water,Water,Water,Water,Water,Built-up,Water,Water
1436,Water,Water,Water,Water,Water,Built-up,Water,Forest
1437,Water,Water,Water,Water,Water,Water,Grassland,Water
1438,Water,Water,Water,Water,Water,Water,Wetland,Grassland
1439,Water,Water,Water,Water,Water,Water,Wetland,Wetland
1440,Water,Water,Water,Water,Water,Water,Wetland,Water
1441,Water,Water,Water,Water,Water,Water,Wetland,Forest
1442,Water,Water,Water,Water,Water,Water,Water,Grassland
1443,Water,Water,Water,Water,Water,Water,Water,Wetland
1444,Water,Water,Water,Water,Water,Water,Water,Bareland
1445,Water,Water,Water,Water,Water,Water,Water,Water
1446,Water,Water,Water,Water,Water,Water,Water,Forest
1447,Water,Water,Water,Water,Water,Water,Forest,Water
1448,Water,Water,Water,Water,Water,Water,Forest,Forest
1449,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1450,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
1451,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1452,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1453,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1454,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1455,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1456,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1457,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1458,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1459,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1460,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1461,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1462,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1463,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
1464,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1465,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1466,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1467,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1468,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1469,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1470,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1471,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1472,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1473,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1474,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1475,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
1476,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1477,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1478,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1479,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
1480,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1481,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1482,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1483,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1484,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1485,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1486,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1487,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1488,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1489,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
1490,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1491,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1492,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1493,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1494,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1495,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
1496,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1497,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1498,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1499,Water,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1500,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1501,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
