Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLP_M_R
3565,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
3566,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
3567,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
3568,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
3569,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3570,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3571,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3572,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
3573,Grassland,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
3574,Grassland,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Cropland
3575,Grassland,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Forest
3576,Grassland,NULL,NULL,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
3577,Grassland,NULL,NULL,Non_Water,Non_Wetland,Cropland,Water,Grassland
3578,Grassland,NULL,NULL,Non_Water,Non_Wetland,Cropland,Forest,Grassland
3579,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3580,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3581,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
3582,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
3583,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
3584,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
3585,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
3586,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Grassland
3587,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3588,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
3589,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
3590,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3591,Grassland,NULL,NULL,Water,Non_Wetland,Cropland,Built-up,Grassland
3592,Grassland,NULL,NULL,Water,Non_Wetland,Water,Forest,Grassland
3593,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3594,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3595,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3596,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3597,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3598,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3599,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3600,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
3601,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3602,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3603,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
3604,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
3605,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3606,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
3607,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
3608,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
3609,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
3610,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
3611,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
3612,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
3613,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
3614,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
3615,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
3616,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3617,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
3618,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
3619,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
3620,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3621,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3622,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3623,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
3624,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3625,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3626,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3627,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3628,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3629,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3630,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3631,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3632,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3633,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
3634,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3635,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3636,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3637,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3638,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
3639,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
3640,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3641,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3642,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3643,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3644,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
3645,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
3646,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3647,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
3648,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
3649,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Forest
3650,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
3651,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
3652,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3653,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
3654,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
3655,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
3656,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3657,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3658,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3659,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3660,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3661,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3662,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
3663,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3664,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3665,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3666,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3667,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3668,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3669,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3670,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3671,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
3672,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
3673,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
3674,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
3675,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3676,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
3677,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
3678,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3679,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3680,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
3681,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
3682,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
3683,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3684,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3685,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3686,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
3687,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3688,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3689,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3690,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3691,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3692,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3693,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3694,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3695,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
3696,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
3697,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
3698,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
3699,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Cropland
3700,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3701,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3702,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3703,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3704,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
3705,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
3706,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Forest
3707,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
3708,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Bareland,Grassland
3709,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Built-up,Grassland
3710,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Forest,Grassland
3711,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Forest,Cropland
3712,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3713,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3714,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3715,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
3716,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
3717,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3718,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3719,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
3720,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
3721,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3722,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3723,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
3724,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
3725,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
3726,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Cropland
3727,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
3728,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
3729,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3730,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
3731,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
3732,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
3733,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
3734,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3735,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
3736,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
3737,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland,Water,Grassland
3738,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
3739,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3740,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
3741,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3742,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3743,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3744,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3745,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Bareland
3746,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3747,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3748,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3749,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3750,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3751,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3752,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3753,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3754,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3755,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3756,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3757,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3758,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3759,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3760,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3761,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3762,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3763,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3764,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3765,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
3766,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3767,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
3768,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
3769,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
3770,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3771,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
3772,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
3773,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
3774,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
3775,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
3776,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
3777,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
3778,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
3779,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
3780,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
3781,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3782,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
3783,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
3784,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
3785,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3786,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3787,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3788,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
3789,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3790,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3791,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3792,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3793,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3794,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3795,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3796,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3797,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3798,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3799,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
3800,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3801,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3802,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
3803,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3804,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3805,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3806,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
3807,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3808,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3809,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3810,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3811,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3812,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
3813,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
3814,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3815,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
3816,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
3817,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
3818,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
3819,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
3820,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
3821,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
3822,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
3823,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
3824,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3825,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
3826,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
3827,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
3828,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3829,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3830,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3831,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3832,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3833,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
3834,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3835,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3836,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3837,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
3838,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
3839,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
3840,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
3841,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
3842,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
3843,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
3844,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3845,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3846,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
3847,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3848,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3849,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3850,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3851,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
3852,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3853,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3854,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
3855,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
3856,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3857,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3858,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
3859,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3860,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
3861,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
3862,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
3863,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3864,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
3865,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
3866,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3867,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3868,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3869,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
3870,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3871,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3872,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
3873,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
3874,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3875,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
3876,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
3877,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
3878,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
