Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHC_M_R
1320,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
1321,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
1322,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
1323,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1324,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1325,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1326,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1327,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1328,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1329,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1330,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1331,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1332,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1333,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Bareland
1334,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
1335,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
1336,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1337,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1338,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1339,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1340,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
1341,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
1342,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1343,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1344,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Built-up
1345,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
1346,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1347,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1348,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1349,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1350,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1351,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1352,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1353,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1354,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1355,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1356,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1357,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1358,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
1359,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
1360,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
1361,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
1362,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1363,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
1364,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1365,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
1366,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1367,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
1368,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
1369,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
1370,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
1371,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
1372,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1373,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
1374,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
1375,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
1376,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
1377,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1378,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
1379,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1380,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Built-up,Forest
1381,NULL,Built-up,NULL,Water,Non_Wetland,Built-up,Built-up,Water
1382,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1383,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1384,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1385,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1386,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
1387,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
1388,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
1389,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
1390,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1391,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1392,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1393,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1394,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1395,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1396,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1397,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1398,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1399,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1400,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1401,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1402,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1403,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1404,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1405,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1406,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Built-up
1407,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1408,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1409,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1410,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
1411,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1412,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1413,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
1414,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1415,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1416,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1417,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
1418,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1419,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1420,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
1421,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
1422,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1423,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1424,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1425,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1426,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1427,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1428,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1429,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1430,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1431,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1432,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1433,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1434,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1435,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1436,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1437,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1438,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1439,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1440,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1441,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1442,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1443,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1444,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
1445,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1446,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1447,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1448,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
1449,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1450,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
1451,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
1452,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
1453,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1454,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
1455,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1456,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1457,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
1458,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1459,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1460,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Bareland
1461,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Built-up
1462,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Forest
1463,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1464,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1465,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1466,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
1467,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Wetland
1468,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
1469,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
1470,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Built-up
1471,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
1472,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1473,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1474,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1475,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1476,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1477,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1478,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1479,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1480,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1481,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1482,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1483,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1484,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1485,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1486,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
1487,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1488,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1489,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1490,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1491,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1492,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Built-up
1493,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1494,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1495,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Bareland,Built-up
1496,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
1497,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1498,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Built-up,Forest
1499,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
1500,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
1501,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1502,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1503,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1504,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1505,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Built-up
1506,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1507,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1508,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Built-up
1509,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
1510,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1511,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1512,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
1513,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
1514,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1515,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1516,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1517,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1518,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1519,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1520,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1521,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1522,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1523,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1524,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1525,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1526,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1527,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1528,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1529,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
1530,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1531,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Built-up
1532,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
1533,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1534,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
1535,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
1536,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1537,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
1538,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1539,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1540,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1541,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
1542,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1543,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1544,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
1545,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1546,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1547,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1548,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1549,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
1550,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Bareland
1551,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Built-up
1552,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
1553,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1554,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
1555,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Built-up
1556,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1557,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1558,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1559,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1560,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
1561,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1562,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Grassland
1563,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
1564,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1565,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1566,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
1567,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Cropland,Bareland,Grassland
1568,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1569,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
1570,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1571,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
1572,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland,Built-up,Forest
1573,NULL,Built-up,Wetland,NULL,Wetland,NULL,Grassland,Forest
1574,NULL,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Forest
1575,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1576,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1577,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Forest
1578,NULL,Built-up,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
1579,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1580,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1581,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Grassland
1582,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Grassland
1583,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1584,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1585,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1586,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Built-up
1587,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1588,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
1589,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Forest
1590,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Forest
1591,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1592,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Built-up
1593,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Forest
1594,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
1595,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,Forest
1596,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Grassland
1597,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Forest
1598,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
1599,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
1600,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
1601,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Forest,Grassland
1602,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1603,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
1604,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Forest
1605,NULL,Built-up,Wetland,Water,Wetland,NULL,Built-up,Forest
1606,NULL,Built-up,Wetland,Water,Wetland,Grassland,Built-up,Water
1607,NULL,Built-up,Wetland,Water,Wetland,Grassland,Built-up,Forest
1608,NULL,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Forest
1609,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Forest
1610,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Built-up
1611,NULL,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Grassland
1612,NULL,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Built-up
1613,NULL,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Forest
1614,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Grassland
1615,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Forest
1616,NULL,Built-up,Wetland,Water,Wetland,Water,Built-up,Water
1617,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Forest
1618,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
1619,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1620,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1621,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1622,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
1623,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1624,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1625,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1626,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1627,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,Bareland,Bareland
1628,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
1629,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Built-up
1630,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1631,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1632,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1633,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1634,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1635,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1636,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1637,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1638,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
