Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQT_M_R
5299,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
5300,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland,Water,Water
5301,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
5302,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Shrubland,NULL,Bareland
5303,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
5304,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
5305,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5306,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Bareland
5307,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Wetland,Bareland,Bareland
5308,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5309,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5310,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
5311,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5312,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5313,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
5314,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Forest,Bareland,Bareland
5315,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5316,NULL,Permanent_ice_and_snow,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
5317,NULL,Permanent_ice_and_snow,Built-up,Water,Non_Wetland,Bareland,NULL,Bareland
5318,NULL,Permanent_ice_and_snow,Water,NULL,Water,Shrubland,Bareland,Bareland
5319,NULL,Permanent_ice_and_snow,Water,NULL,Water,Bareland,Bareland,Bareland
5320,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Shrubland,Bareland,Bareland
5321,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland,Bareland,Bareland
5322,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland,Bareland,Water
5323,NULL,Permanent_ice_and_snow,Water,Non_Water,Water,Bareland,Water,Bareland
5324,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland,Bareland,Bareland
5325,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland,Bareland,Water
5326,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland,Water,Bareland
5327,NULL,Permanent_ice_and_snow,Water,Water,Water,Bareland,Water,Water
5328,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5329,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Shrubland,NULL,Bareland
5330,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5331,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5332,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5333,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Shrubland,Bareland,Bareland
5334,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
5335,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5336,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
5337,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
5338,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland,NULL,Bareland
5339,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
5340,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland,Bareland,Bareland
5341,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Wetland,Water,Bareland
5342,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5343,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
5344,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5345,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
5346,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5347,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
5348,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
5349,NULL,Permanent_ice_and_snow,Forest,Water,Non_Wetland,Bareland,Water,Bareland
5350,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5351,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5352,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5353,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
5354,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5355,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5356,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5357,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5358,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5359,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5360,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5361,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5362,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
5363,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5364,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
5365,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
5366,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
5367,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
5368,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
5369,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
5370,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
5371,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
5372,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5373,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5374,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
5375,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
5376,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5377,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
5378,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5379,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
5380,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
5381,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
5382,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
5383,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
5384,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5385,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
5386,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
5387,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5388,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
5389,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
5390,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
5391,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5392,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5393,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
5394,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5395,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
5396,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
5397,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
5398,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
5399,NULL,Forest,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
5400,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5401,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5402,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
5403,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
5404,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
5405,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5406,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5407,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5408,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5409,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
5410,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5411,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
5412,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
5413,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
5414,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
5415,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
5416,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
5417,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5418,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
5419,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5420,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5421,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
5422,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
5423,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5424,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5425,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5426,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
5427,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5428,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
5429,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
5430,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
5431,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
5432,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5433,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
5434,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
5435,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
5436,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5437,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5438,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5439,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5440,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
5441,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
5442,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5443,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
5444,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
5445,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
5446,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5447,NULL,Forest,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
5448,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
5449,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5450,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5451,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
5452,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5453,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
5454,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Bareland
5455,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Built-up
5456,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
5457,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5458,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5459,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5460,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5461,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5462,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5463,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5464,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
5465,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5466,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
5467,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
5468,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
5469,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
5470,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
5471,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
5472,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
5473,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
5474,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5475,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Wetland
5476,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Built-up
5477,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
5478,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5479,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
5480,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5481,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5482,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
5483,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5484,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5485,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
5486,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
5487,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
5488,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
5489,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
5490,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5491,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
5492,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
5493,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5494,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Built-up,Wetland
5495,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
5496,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
5497,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
5498,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
5499,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
5500,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5501,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5502,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5503,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
5504,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
5505,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5506,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
5507,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
5508,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
5509,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
5510,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
5511,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
5512,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
5513,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
5514,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5515,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
5516,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5517,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5518,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
5519,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
5520,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
5521,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5522,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
5523,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5524,NULL,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Built-up,Built-up
5525,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
5526,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
5527,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5528,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
5529,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
5530,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
5531,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
5532,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5533,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5534,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
5535,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5536,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5537,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5538,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5539,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
5540,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5541,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
5542,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
5543,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
5544,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
5545,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
5546,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
5547,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
5548,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
5549,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5550,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
5551,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5552,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5553,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
5554,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5555,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5556,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5557,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
5558,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5559,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5560,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
5561,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5562,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5563,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
5564,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
5565,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5566,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
5567,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
5568,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
5569,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
5570,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5571,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
5572,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
5573,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5574,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5575,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
5576,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5577,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5578,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5579,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5580,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
5581,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
5582,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5583,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5584,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
5585,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
5586,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5587,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5588,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
5589,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
5590,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
5591,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
5592,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
5593,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5594,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
5595,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5596,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5597,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
5598,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
5599,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
5600,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Water,NULL
5601,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Built-up
5602,NULL,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5603,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
5604,NULL,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
5605,NULL,Forest,Wetland,NULL,Wetland,Shrubland,NULL,NULL
5606,NULL,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
5607,NULL,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
5608,NULL,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Bareland
5609,NULL,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Forest
5610,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
5611,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
