Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKL_M_R
2070,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2071,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2072,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2073,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2074,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2075,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2076,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2077,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2078,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2079,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2080,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2081,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2082,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2083,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2084,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2085,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2086,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2087,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
2088,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2089,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
2090,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2091,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2092,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2093,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2094,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2095,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2096,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2097,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2098,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2099,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2100,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2101,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2102,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2103,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2104,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2105,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2106,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2107,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2108,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2109,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2110,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2111,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2112,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2113,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2114,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2115,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2116,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2117,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2118,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2119,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2120,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2121,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2122,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2123,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2124,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2125,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
2126,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2127,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2128,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2129,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2130,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Built-up
2131,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
2132,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2133,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2134,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2135,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2136,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2137,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2138,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2139,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2140,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2141,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
2142,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2143,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2144,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
2145,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2146,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2147,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2148,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2149,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2150,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2151,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2152,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2153,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2154,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2155,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2156,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2157,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2158,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2159,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2160,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
2161,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2162,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2163,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2164,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2165,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2166,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2167,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2168,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2169,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
2170,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2171,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2172,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2173,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2174,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2175,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2176,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2177,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2178,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2179,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2180,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
2181,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2182,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2183,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2184,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2185,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2186,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2187,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2188,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2189,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2190,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2191,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
2192,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2193,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2194,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2195,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
2196,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2197,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
2198,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2199,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2200,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
2201,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2202,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2203,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2204,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
2205,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2206,Forest,NULL,Water,Water,Water,NULL,NULL,NULL
2207,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2208,Forest,NULL,Water,Water,Water,NULL,NULL,Cropland
2209,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
2210,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
2211,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2212,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2213,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2214,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2215,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2216,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2217,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2218,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2219,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2220,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2221,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2222,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2223,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2224,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2225,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2226,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
2227,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2228,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2229,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2230,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2231,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2232,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2233,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2234,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2235,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2236,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2237,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2238,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2239,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2240,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2241,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2242,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2243,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2244,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2245,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2246,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2247,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2248,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2249,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2250,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2251,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2252,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2253,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2254,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2255,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2256,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2257,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2258,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2259,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2260,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2261,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2262,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2263,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
2264,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2265,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2266,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2267,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2268,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2269,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2270,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2271,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2272,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2273,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2274,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2275,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2276,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2277,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2278,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2279,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2280,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2281,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2282,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2283,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2284,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2285,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2286,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2287,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2288,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2289,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2290,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2291,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2292,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
2293,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2294,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2295,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2296,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
2297,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2298,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2299,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2300,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2301,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2302,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2303,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2304,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
2305,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
2306,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
2307,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
2308,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
2309,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2310,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
2311,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2312,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2313,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2314,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2315,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2316,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2317,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2318,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2319,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2320,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2321,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2322,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2323,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2324,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2325,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2326,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2327,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2328,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2329,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
2330,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
2331,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
2332,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
2333,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
2334,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
2335,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
2336,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
2337,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
2338,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
2339,Forest,Wetland,Water,Water,Water,NULL,NULL,Cropland
2340,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
2341,Forest,Wetland,Water,Water,Water,NULL,NULL,Bareland
2342,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
2343,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
2344,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2345,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2346,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2347,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2348,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2349,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2350,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2351,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2352,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2353,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2354,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,NULL
2355,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2356,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2357,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2358,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2359,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
2360,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2361,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
2362,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2363,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
2364,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
2365,Forest,Bareland,Water,Water,Water,NULL,NULL,Forest
2366,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2367,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2368,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2369,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2370,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2371,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2372,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2373,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2374,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2375,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2376,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2377,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2378,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2379,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2380,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2381,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2382,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2383,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2384,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2385,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2386,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2387,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2388,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2389,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2390,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2391,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2392,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2393,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2394,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2395,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2396,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2397,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2398,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2399,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2400,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2401,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2402,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2403,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2404,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2405,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2406,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2407,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2408,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
2409,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2410,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2411,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
