Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZA_M_R
8760,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
8761,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
8762,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
8763,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
8764,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
8765,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
8766,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland,Forest
8767,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
8768,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
8769,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Water
8770,Water,Water,Forest,Water,Non_Wetland,Wetland,Shrubland,Water
8771,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
8772,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
8773,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,NULL
8774,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
8775,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
8776,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
8777,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
8778,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
8779,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
8780,Water,Water,Forest,Water,Non_Wetland,Water,NULL,NULL
8781,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
8782,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Water
8783,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
8784,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
8785,Water,Water,Forest,Water,Non_Wetland,Water,Water,NULL
8786,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
8787,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
8788,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
8789,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
8790,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
8791,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
8792,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
8793,Water,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
8794,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
8795,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
8796,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
8797,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
8798,Water,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
8799,Water,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
8800,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
8801,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
8802,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
8803,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
8804,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
8805,Water,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
8806,Water,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
8807,Water,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
8808,Water,Forest,NULL,NULL,Non_Wetland,Water,Water,Bareland
8809,Water,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
8810,Water,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
8811,Water,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
8812,Water,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
8813,Water,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
8814,Water,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8815,Water,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
8816,Water,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
8817,Water,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Water
8818,Water,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Water
8819,Water,Forest,NULL,Water,Non_Wetland,Wetland,Water,NULL
8820,Water,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
8821,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
8822,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8823,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8824,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
8825,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
8826,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
8827,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
8828,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
8829,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
8830,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
8831,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
8832,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
8833,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
8834,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
8835,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
8836,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
8837,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
8838,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
8839,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
8840,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
8841,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
8842,Water,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
8843,Water,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8844,Water,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
8845,Water,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Water
8846,Water,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
8847,Water,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Water
8848,Water,Forest,Cropland,Water,Non_Wetland,Water,Water,Forest
8849,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
8850,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
8851,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
8852,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
8853,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
8854,Water,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
8855,Water,Forest,Wetland,Water,Wetland,Water,Shrubland,Water
8856,Water,Forest,Wetland,Water,Wetland,Water,Water,Forest
8857,Water,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
8858,Water,Forest,Water,NULL,Water,Wetland,NULL,Grassland
8859,Water,Forest,Water,NULL,Water,Wetland,Wetland,Forest
8860,Water,Forest,Water,NULL,Water,Wetland,Water,Wetland
8861,Water,Forest,Water,NULL,Water,Bareland,Shrubland,Grassland
8862,Water,Forest,Water,NULL,Water,Bareland,Water,Forest
8863,Water,Forest,Water,NULL,Water,Water,NULL,Water
8864,Water,Forest,Water,NULL,Water,Water,NULL,Forest
8865,Water,Forest,Water,NULL,Water,Water,Water,Wetland
8866,Water,Forest,Water,NULL,Water,Water,Water,Water
8867,Water,Forest,Water,NULL,Water,Water,Water,Forest
8868,Water,Forest,Water,NULL,Water,Water,Forest,Water
8869,Water,Forest,Water,NULL,Water,Water,Forest,Forest
8870,Water,Forest,Water,Non_Water,Water,Water,Water,Water
8871,Water,Forest,Water,Non_Water,Water,Water,Forest,Forest
8872,Water,Forest,Water,Water,Water,Wetland,Water,Water
8873,Water,Forest,Water,Water,Water,Wetland,Water,Forest
8874,Water,Forest,Water,Water,Water,Water,Shrubland,Water
8875,Water,Forest,Water,Water,Water,Water,Water,Water
8876,Water,Forest,Water,Water,Water,Water,Water,Forest
8877,Water,Forest,Water,Water,Water,Water,Forest,Forest
8878,Water,Forest,Water,Water,Water,Forest,Water,Forest
8879,Water,Forest,Water,Water,Water,Forest,Forest,Forest
8880,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8881,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8882,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
8883,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
8884,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8885,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
8886,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8887,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Water
8888,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
8889,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8890,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8891,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
8892,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
8893,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
8894,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
8895,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
8896,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
8897,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
8898,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Water
8899,Water,Forest,Forest,NULL,Non_Wetland,Water,NULL,Water
8900,Water,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
8901,Water,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
8902,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
8903,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
8904,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Wetland
8905,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Bareland
8906,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
8907,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
8908,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,NULL
8909,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Wetland
8910,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
8911,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
8912,Water,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8913,Water,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
8914,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8915,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
8916,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
8917,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
8918,Water,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
8919,Water,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
8920,Water,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
8921,Water,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
8922,Water,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
8923,Water,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
8924,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
8925,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
8926,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8927,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8928,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,NULL,Bareland,Water
8929,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8930,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8931,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
8932,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
8933,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8934,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
8935,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8936,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
8937,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
8938,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
8939,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
8940,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
8941,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8942,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
8943,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8944,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
8945,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
8946,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
8947,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
8948,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,NULL
8949,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
8950,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
8951,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
8952,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
8953,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
8954,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
8955,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
8956,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8957,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8958,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8959,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8960,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8961,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8962,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
8963,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8964,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
8965,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8966,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8967,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
8968,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
8969,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
8970,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8971,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
8972,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
8973,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
8974,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
8975,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8976,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
8977,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
8978,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
8979,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
8980,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
8981,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
8982,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
8983,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
8984,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
8985,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
8986,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
8987,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8988,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
8989,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8990,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
8991,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8992,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8993,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
8994,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8995,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8996,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
8997,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8998,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
8999,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
9000,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
9001,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
9002,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
9003,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
9004,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
9005,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
9006,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
9007,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
9008,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
9009,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9010,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
9011,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
9012,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
9013,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
9014,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9015,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Bareland
9016,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Built-up
9017,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
9018,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
9019,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
9020,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
9021,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
9022,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
9023,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
9024,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
9025,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
9026,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
9027,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
9028,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
9029,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
9030,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
9031,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
9032,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
9033,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
9034,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
9035,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
9036,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
9037,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
9038,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
9039,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
9040,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
9041,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9042,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
9043,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
9044,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
9045,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9046,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
9047,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9048,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
9049,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
9050,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
9051,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
9052,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9053,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
9054,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
9055,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
9056,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
9057,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
9058,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
9059,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
9060,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
9061,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
9062,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
9063,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
9064,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
9065,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
9066,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
9067,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
9068,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
9069,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
9070,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
9071,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
9072,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
9073,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
9074,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Water
9075,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
9076,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
9077,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
9078,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,NULL
9079,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
9080,Forest,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
9081,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
9082,Forest,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
9083,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
9084,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
9085,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
9086,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
9087,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
9088,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
9089,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
9090,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
9091,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
