Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEE_M_R
12066,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
12067,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12068,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
12069,Water,Built-up,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Bareland
12070,Water,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
12071,Water,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Water,Built-up
12072,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
12073,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
12074,Water,Built-up,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
12075,Water,Built-up,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
12076,Water,Built-up,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
12077,Water,Built-up,Cropland,Water,Non_Wetland,NULL,Built-up,Water
12078,Water,Built-up,Cropland,Water,Non_Wetland,NULL,Water,Built-up
12079,Water,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Built-up
12080,Water,Built-up,Cropland,Water,Non_Wetland,Bareland,Water,Water
12081,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
12082,Water,Built-up,Wetland,NULL,Wetland,Forest,Water,Forest
12083,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
12084,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
12085,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up,Grassland
12086,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Grassland
12087,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Forest
12088,Water,Built-up,Wetland,Non_Water,Wetland,Water,Water,Grassland
12089,Water,Built-up,Wetland,Water,Wetland,NULL,Water,Grassland
12090,Water,Built-up,Wetland,Water,Wetland,NULL,Water,Forest
12091,Water,Built-up,Wetland,Water,Wetland,Wetland,Water,Water
12092,Water,Built-up,Bareland,NULL,Non_Wetland,Wetland,Water,Water
12093,Water,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
12094,Water,Built-up,Bareland,Water,Non_Wetland,Water,Water,Forest
12095,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Water
12096,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
12097,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Water
12098,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Water
12099,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Water
12100,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
12101,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
12102,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
12103,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
12104,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
12105,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
12106,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
12107,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
12108,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
12109,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
12110,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
12111,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Cropland
12112,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Water,Bareland
12113,Water,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Forest
12114,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
12115,Water,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Water
12116,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
12117,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
12118,Water,Built-up,Water,NULL,Water,NULL,Water,Bareland
12119,Water,Built-up,Water,NULL,Water,NULL,Water,Water
12120,Water,Built-up,Water,NULL,Water,Wetland,Water,Water
12121,Water,Built-up,Water,NULL,Water,Bareland,Built-up,Bareland
12122,Water,Built-up,Water,NULL,Water,Bareland,Built-up,Water
12123,Water,Built-up,Water,NULL,Water,Bareland,Water,Bareland
12124,Water,Built-up,Water,NULL,Water,Built-up,Forest,Grassland
12125,Water,Built-up,Water,Non_Water,Water,NULL,Built-up,Grassland
12126,Water,Built-up,Water,Non_Water,Water,Wetland,Water,Water
12127,Water,Built-up,Water,Water,Water,NULL,Built-up,Water
12128,Water,Built-up,Water,Water,Water,Wetland,Built-up,Water
12129,Water,Built-up,Water,Water,Water,Wetland,Water,Water
12130,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Water
12131,Water,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
12132,Water,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
12133,Water,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Water
12134,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
12135,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
12136,Water,Built-up,Forest,Water,Non_Wetland,Wetland,Built-up,Water
12137,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
12138,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
12139,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
12140,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
12141,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
12142,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
12143,Water,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
12144,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
12145,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
12146,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
12147,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
12148,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
12149,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Bareland
12150,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
12151,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
12152,Water,Water,NULL,NULL,Non_Wetland,NULL,Built-up,Water
12153,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
12154,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
12155,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Cropland
12156,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Wetland
12157,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Bareland
12158,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Built-up
12159,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
12160,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
12161,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
12162,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
12163,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
12164,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12165,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
12166,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
12167,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
12168,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Water
12169,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
12170,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
12171,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
12172,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
12173,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
12174,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
12175,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
12176,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
12177,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
12178,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
12179,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
12180,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
12181,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Water
12182,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
12183,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
12184,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
12185,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
12186,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Bareland
12187,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
12188,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
12189,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
12190,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
12191,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
12192,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
12193,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
12194,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
12195,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
12196,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
12197,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
12198,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
12199,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
12200,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
12201,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
12202,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
12203,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
12204,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
12205,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
12206,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Bareland
12207,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
12208,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
12209,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
12210,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
12211,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
12212,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
12213,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Water
12214,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
12215,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
12216,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
12217,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
12218,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
12219,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
12220,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
12221,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
12222,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Cropland
12223,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
12224,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
12225,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
12226,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
12227,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
12228,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
12229,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
12230,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
12231,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
12232,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
12233,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
12234,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
12235,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
12236,Water,Water,NULL,NULL,Non_Wetland,Water,Built-up,Water
12237,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
12238,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Cropland
12239,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
12240,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
12241,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
12242,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
12243,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Wetland
12244,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
12245,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
12246,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
12247,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
12248,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
12249,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
12250,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
12251,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
12252,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
12253,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
12254,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
12255,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
12256,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
12257,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
12258,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
12259,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
12260,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12261,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
12262,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
12263,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
12264,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
12265,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
12266,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Cropland
12267,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
12268,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
12269,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
12270,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
12271,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
12272,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Wetland
12273,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
12274,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
12275,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12276,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
12277,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Water
12278,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
12279,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12280,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
12281,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
12282,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
12283,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
12284,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
12285,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
12286,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
12287,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
12288,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
12289,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
12290,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12291,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
12292,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
12293,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
12294,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
12295,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
12296,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Cropland
12297,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
12298,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
12299,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
12300,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Water
12301,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
12302,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
12303,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Water
12304,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
12305,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
12306,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
12307,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
12308,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
12309,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
12310,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
12311,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
12312,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
12313,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
12314,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
12315,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
12316,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,NULL
12317,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
12318,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
12319,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
12320,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
12321,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
12322,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
12323,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
12324,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
12325,Water,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
12326,Water,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Cropland
12327,Water,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
12328,Water,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
12329,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
12330,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Grassland
12331,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
12332,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Wetland
12333,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
12334,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
12335,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
12336,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
12337,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
12338,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
12339,Water,Water,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
12340,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
12341,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Wetland
12342,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Bareland
12343,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
12344,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
12345,Water,Water,NULL,Water,Non_Wetland,NULL,Forest,Grassland
12346,Water,Water,NULL,Water,Non_Wetland,NULL,Forest,Water
12347,Water,Water,NULL,Water,Non_Wetland,NULL,Forest,Forest
12348,Water,Water,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
12349,Water,Water,NULL,Water,Non_Wetland,Grassland,NULL,Water
12350,Water,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
12351,Water,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
12352,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Water
12353,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Forest
12354,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
12355,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
12356,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
12357,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
12358,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
12359,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Wetland
12360,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
12361,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
12362,Water,Water,NULL,Water,Non_Wetland,Wetland,Forest,Water
12363,Water,Water,NULL,Water,Non_Wetland,Wetland,Forest,Forest
12364,Water,Water,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
12365,Water,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
12366,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
12367,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
12368,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
12369,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Wetland
12370,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
12371,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
12372,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
12373,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
12374,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
12375,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
12376,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Water
12377,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
12378,Water,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
12379,Water,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
12380,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
12381,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
12382,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
12383,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
12384,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
12385,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
12386,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12387,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
12388,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
12389,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
12390,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
12391,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
12392,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
12393,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
12394,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
12395,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
12396,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Built-up,Water
12397,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
12398,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
12399,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
12400,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
