Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MED_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MED_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MED_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MED_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MED_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MED_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MED_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MED_M_R
1113,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1114,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1115,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1116,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
1117,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1118,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1119,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1120,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1121,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1122,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1123,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1124,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1125,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1126,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1127,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
1128,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1129,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1130,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1131,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1132,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1133,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1134,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1135,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1136,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1137,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1138,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1139,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
1140,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
1141,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1142,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1143,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1144,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1145,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1146,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1147,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1148,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1149,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1150,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1151,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1152,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1153,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1154,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
1155,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1156,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
1157,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1158,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1159,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1160,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1161,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1162,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1163,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1164,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1165,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1166,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
1167,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1168,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1169,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1170,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1171,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1172,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1173,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1174,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1175,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1176,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1177,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1178,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1179,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1180,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1181,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1182,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1183,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1184,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1185,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1186,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1187,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1188,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1189,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
1190,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1191,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1192,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1193,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1194,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1195,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1196,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1197,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1198,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1199,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
1200,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1201,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1202,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1203,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1204,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1205,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Wetland
1206,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
1207,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1208,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1209,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1210,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1211,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1212,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1213,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
1214,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1215,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1216,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1217,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1218,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1219,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1220,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1221,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1222,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1223,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
1224,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1225,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1226,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1227,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1228,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1229,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1230,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1231,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1232,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1233,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1234,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1235,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1236,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
1237,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1238,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1239,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1240,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1241,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1242,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1243,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1244,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1245,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1246,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1247,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1248,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1249,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1250,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1251,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1252,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1253,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1254,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1255,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1256,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1257,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1258,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1259,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1260,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1261,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1262,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1263,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1264,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1265,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1266,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1267,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1268,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1269,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1270,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1271,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1272,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
1273,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1274,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1275,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1276,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1277,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1278,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1279,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1280,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
1281,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1282,Grassland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
1283,Grassland,Wetland,Water,NULL,Water,Wetland,Water,Grassland
1284,Grassland,Wetland,Water,NULL,Water,Bareland,Water,Grassland
1285,Grassland,Wetland,Water,NULL,Water,Bareland,Water,Wetland
1286,Grassland,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
1287,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1288,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1289,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1290,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1291,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1292,Grassland,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1293,Grassland,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1294,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1295,Grassland,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
1296,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1297,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1298,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1299,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1300,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1301,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
1302,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1303,Grassland,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1304,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1305,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1306,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1307,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1308,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1309,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1310,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1311,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1312,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1313,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1314,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1315,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1316,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1317,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1318,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1319,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1320,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1321,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1322,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1323,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1324,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1325,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1326,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1327,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1328,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1329,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1330,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1331,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1332,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1333,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1334,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1335,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1336,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1337,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1338,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
1339,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
1340,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1341,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1342,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1343,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1344,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1345,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1346,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1347,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1348,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1349,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1350,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1351,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1352,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1353,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1354,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1355,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1356,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1357,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1358,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1359,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1360,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
1361,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1362,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1363,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1364,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1365,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1366,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1367,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1368,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1369,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1370,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1371,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1372,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1373,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1374,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1375,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1376,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1377,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1378,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
1379,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1380,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1381,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1382,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1383,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1384,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1385,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1386,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1387,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1388,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1389,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1390,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1391,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1392,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1393,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1394,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1395,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1396,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1397,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1398,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1399,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1400,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1401,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1402,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1403,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
1404,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1405,Cropland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1406,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1407,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
1408,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
1409,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1410,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1411,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1412,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1413,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1414,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1415,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1416,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1417,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1418,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1419,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1420,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1421,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1422,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1423,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1424,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1425,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1426,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1427,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1428,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1429,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1430,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
