Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KUE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KUE_M_R
3209,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
3210,NULL,Water,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
3211,NULL,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
3212,NULL,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
3213,NULL,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Water
3214,NULL,Water,Built-up,Water,Non_Wetland,NULL,Water,Water
3215,NULL,Water,Built-up,Water,Non_Wetland,NULL,Water,Forest
3216,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
3217,NULL,Water,Built-up,Water,Non_Wetland,Built-up,Water,Water
3218,NULL,Water,Built-up,Water,Non_Wetland,Built-up,Water,Forest
3219,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
3220,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
3221,NULL,Water,Water,Non_Water,Water,NULL,Water,Grassland
3222,NULL,Water,Water,Water,Water,NULL,Water,Bareland
3223,NULL,Water,Water,Water,Water,NULL,Water,Forest
3224,NULL,Water,Water,Water,Water,Water,Water,Wetland
3225,NULL,Water,Water,Water,Water,Water,Water,Water
3226,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3227,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3228,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3229,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
3230,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3231,NULL,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3232,NULL,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3233,NULL,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3234,NULL,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3235,NULL,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3236,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
3237,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3238,NULL,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3239,NULL,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3240,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3241,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3242,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3243,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3244,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3245,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3246,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3247,NULL,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3248,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3249,NULL,Water,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
3250,NULL,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
3251,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3252,NULL,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3253,NULL,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
3254,NULL,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3255,NULL,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3256,NULL,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3257,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3258,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
3259,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3260,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3261,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3262,NULL,Water,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
3263,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3264,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3265,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3266,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3267,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3268,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3269,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3270,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
3271,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3272,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3273,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3274,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3275,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3276,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3277,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3278,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3279,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3280,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3281,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3282,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3283,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3284,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3285,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3286,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3287,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3288,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3289,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
3290,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3291,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
3292,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
3293,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
3294,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3295,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3296,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3297,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3298,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Water,Grassland
3299,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3300,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
3301,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3302,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3303,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3304,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3305,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3306,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3307,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3308,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3309,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3310,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
3311,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3312,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
3313,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
3314,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3315,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3316,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3317,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3318,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3319,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3320,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3321,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3322,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3323,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3324,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3325,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3326,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3327,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3328,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3329,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3330,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3331,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
3332,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3333,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3334,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3335,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
3336,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
3337,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3338,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3339,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
3340,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3341,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3342,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3343,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
3344,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3345,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3346,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3347,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3348,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3349,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3350,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3351,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3352,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3353,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3354,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
3355,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3356,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
3357,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3358,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3359,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
3360,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
3361,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3362,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3363,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3364,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3365,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3366,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3367,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3368,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3369,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3370,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3371,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3372,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3373,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3374,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
3375,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3376,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
3377,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
3378,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3379,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
3380,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
3381,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
3382,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3383,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3384,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3385,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3386,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3387,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3388,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3389,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3390,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3391,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3392,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3393,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3394,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3395,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3396,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3397,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3398,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3399,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3400,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3401,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3402,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3403,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
3404,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3405,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3406,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3407,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
3408,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
3409,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
3410,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3411,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3412,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
3413,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3414,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
3415,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3416,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3417,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3418,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
3419,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
3420,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
3421,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3422,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3423,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3424,NULL,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
3425,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
3426,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
3427,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3428,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
3429,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
3430,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3431,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
3432,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
3433,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3434,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3435,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3436,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3437,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3438,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
3439,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
3440,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
3441,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
3442,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3443,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3444,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
3445,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3446,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3447,NULL,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
3448,NULL,Forest,Built-up,Water,Non_Wetland,NULL,Grassland,Forest
3449,NULL,Forest,Water,Non_Water,Water,NULL,Wetland,Wetland
3450,NULL,Forest,Water,Water,Water,NULL,Wetland,Wetland
3451,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3452,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3453,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3454,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3455,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3456,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3457,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3458,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3459,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3460,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Water,Grassland
3461,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3462,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3463,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3464,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3465,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3466,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3467,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
3468,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3469,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3470,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3471,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3472,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3473,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3474,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
3475,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3476,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3477,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3478,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3479,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3480,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
3481,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
3482,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3483,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3484,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3485,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3486,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
3487,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3488,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3489,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
3490,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3491,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3492,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3493,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3494,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
3495,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
3496,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
3497,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
3498,NULL,Forest,Forest,Water,Non_Wetland,NULL,Grassland,Forest
3499,NULL,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
3500,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3501,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3502,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3503,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3504,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3505,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
3506,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3507,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3508,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3509,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
3510,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
3511,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
3512,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
3513,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
3514,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3515,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
3516,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3517,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
3518,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Water
3519,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3520,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
3521,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
3522,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
3523,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
3524,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
3525,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
3526,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Built-up
3527,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
3528,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
3529,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3530,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
3531,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
3532,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3533,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3534,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3535,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
3536,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
3537,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
3538,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Water
3539,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3540,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3541,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3542,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3543,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
3544,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
