Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLS_M_R
11756,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
11757,Water,Water,Cropland,Water,Non_Wetland,Cropland,Water,Grassland
11758,Water,Water,Cropland,Water,Non_Wetland,Cropland,Water,Cropland
11759,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Water
11760,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Water
11761,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Forest
11762,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
11763,Water,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Water
11764,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
11765,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
11766,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
11767,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
11768,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Forest
11769,Water,Water,Cropland,Water,Non_Wetland,Bareland,Forest,Water
11770,Water,Water,Cropland,Water,Non_Wetland,Built-up,Built-up,Water
11771,Water,Water,Cropland,Water,Non_Wetland,Built-up,Water,Grassland
11772,Water,Water,Cropland,Water,Non_Wetland,Built-up,Water,Water
11773,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Grassland
11774,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Cropland
11775,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Bareland
11776,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
11777,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Forest
11778,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
11779,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Cropland
11780,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
11781,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
11782,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Forest
11783,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Water
11784,Water,Water,Cropland,Water,Non_Wetland,Water,Built-up,Water
11785,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
11786,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Cropland
11787,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Wetland
11788,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
11789,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
11790,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
11791,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Grassland
11792,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Water
11793,Water,Water,Cropland,Water,Non_Wetland,Forest,NULL,Grassland
11794,Water,Water,Cropland,Water,Non_Wetland,Forest,NULL,Forest
11795,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
11796,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
11797,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
11798,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
11799,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
11800,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
11801,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Cropland
11802,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Bareland
11803,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
11804,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
11805,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
11806,Water,Water,Wetland,NULL,Wetland,NULL,Built-up,Grassland
11807,Water,Water,Wetland,NULL,Wetland,NULL,Built-up,Forest
11808,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
11809,Water,Water,Wetland,NULL,Wetland,NULL,Water,Cropland
11810,Water,Water,Wetland,NULL,Wetland,NULL,Water,Bareland
11811,Water,Water,Wetland,NULL,Wetland,NULL,Water,Built-up
11812,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
11813,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
11814,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Grassland
11815,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Bareland
11816,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
11817,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
11818,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
11819,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
11820,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
11821,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Cropland
11822,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
11823,Water,Water,Wetland,NULL,Wetland,Cropland,NULL,Cropland
11824,Water,Water,Wetland,NULL,Wetland,Cropland,Water,Cropland
11825,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
11826,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
11827,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
11828,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
11829,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
11830,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
11831,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Grassland
11832,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Bareland
11833,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Water
11834,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Forest
11835,Water,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
11836,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
11837,Water,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
11838,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
11839,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Cropland
11840,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
11841,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
11842,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
11843,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
11844,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
11845,Water,Water,Wetland,NULL,Wetland,Built-up,NULL,Forest
11846,Water,Water,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
11847,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
11848,Water,Water,Wetland,NULL,Wetland,Water,NULL,Cropland
11849,Water,Water,Wetland,NULL,Wetland,Water,NULL,Bareland
11850,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
11851,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
11852,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
11853,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
11854,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
11855,Water,Water,Wetland,NULL,Wetland,Water,Built-up,Grassland
11856,Water,Water,Wetland,NULL,Wetland,Water,Built-up,Cropland
11857,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
11858,Water,Water,Wetland,NULL,Wetland,Water,Water,Cropland
11859,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
11860,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
11861,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
11862,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
11863,Water,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
11864,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
11865,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
11866,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Grassland
11867,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
11868,Water,Water,Wetland,NULL,Wetland,Forest,Water,Grassland
11869,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
11870,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Grassland
11871,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
11872,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
11873,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
11874,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
11875,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
11876,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
11877,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
11878,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
11879,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
11880,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
11881,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
11882,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
11883,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Cropland
11884,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Cropland
11885,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
11886,Water,Water,Wetland,Non_Water,Wetland,NULL,Built-up,Grassland
11887,Water,Water,Wetland,Non_Water,Wetland,NULL,Built-up,Bareland
11888,Water,Water,Wetland,Non_Water,Wetland,NULL,Built-up,Forest
11889,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,NULL
11890,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
11891,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Cropland
11892,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
11893,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Bareland
11894,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Built-up
11895,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
11896,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
11897,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
11898,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Cropland
11899,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Bareland
11900,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
11901,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
11902,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
11903,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
11904,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
11905,Water,Water,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
11906,Water,Water,Wetland,Non_Water,Wetland,Cropland,NULL,Cropland
11907,Water,Water,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
11908,Water,Water,Wetland,Non_Water,Wetland,Cropland,Water,Cropland
11909,Water,Water,Wetland,Non_Water,Wetland,Cropland,Water,Bareland
11910,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
11911,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Cropland
11912,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
11913,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
11914,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
11915,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
11916,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
11917,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
11918,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Cropland
11919,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
11920,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
11921,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
11922,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
11923,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Cropland
11924,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
11925,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Water
11926,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
11927,Water,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
11928,Water,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
11929,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
11930,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
11931,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
11932,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,NULL
11933,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
11934,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Cropland
11935,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
11936,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
11937,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Built-up
11938,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
11939,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
11940,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
11941,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Bareland
11942,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
11943,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
11944,Water,Water,Wetland,Non_Water,Wetland,Built-up,Built-up,Water
11945,Water,Water,Wetland,Non_Water,Wetland,Built-up,Water,Grassland
11946,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,NULL
11947,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
11948,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Cropland
11949,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
11950,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Bareland
11951,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
11952,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
11953,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
11954,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
11955,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Cropland
11956,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
11957,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
11958,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
11959,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Bareland
11960,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
11961,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
11962,Water,Water,Wetland,Non_Water,Wetland,Water,Built-up,Grassland
11963,Water,Water,Wetland,Non_Water,Wetland,Water,Built-up,Cropland
11964,Water,Water,Wetland,Non_Water,Wetland,Water,Built-up,Water
11965,Water,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
11966,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
11967,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Cropland
11968,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
11969,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
11970,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
11971,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
11972,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
11973,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
11974,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
11975,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
11976,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
11977,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
11978,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Cropland
11979,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Bareland
11980,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
11981,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
11982,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
11983,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
11984,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
11985,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
11986,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
11987,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
11988,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
11989,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
11990,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Grassland
11991,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Bareland
11992,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
11993,Water,Water,Wetland,Water,Wetland,NULL,Built-up,Grassland
11994,Water,Water,Wetland,Water,Wetland,NULL,Built-up,Bareland
11995,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
11996,Water,Water,Wetland,Water,Wetland,NULL,Water,Cropland
11997,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
11998,Water,Water,Wetland,Water,Wetland,NULL,Water,Bareland
11999,Water,Water,Wetland,Water,Wetland,NULL,Water,Built-up
12000,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
12001,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
12002,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
12003,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
12004,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
12005,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
12006,Water,Water,Wetland,Water,Wetland,Cropland,Water,Grassland
12007,Water,Water,Wetland,Water,Wetland,Cropland,Water,Water
12008,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Grassland
12009,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Water
12010,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Forest
12011,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
12012,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
12013,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
12014,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Cropland
12015,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
12016,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Water
12017,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
12018,Water,Water,Wetland,Water,Wetland,Bareland,Water,Cropland
12019,Water,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
12020,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
12021,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
12022,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
12023,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Grassland
12024,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Water
12025,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
12026,Water,Water,Wetland,Water,Wetland,Built-up,NULL,Grassland
12027,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
12028,Water,Water,Wetland,Water,Wetland,Water,NULL,Cropland
12029,Water,Water,Wetland,Water,Wetland,Water,NULL,Wetland
12030,Water,Water,Wetland,Water,Wetland,Water,NULL,Bareland
12031,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
12032,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
12033,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Grassland
12034,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
12035,Water,Water,Wetland,Water,Wetland,Water,Grassland,Cropland
12036,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
12037,Water,Water,Wetland,Water,Wetland,Water,Bareland,Forest
12038,Water,Water,Wetland,Water,Wetland,Water,Water,NULL
12039,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
12040,Water,Water,Wetland,Water,Wetland,Water,Water,Cropland
12041,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
12042,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
12043,Water,Water,Wetland,Water,Wetland,Water,Water,Water
12044,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
12045,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
12046,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
12047,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
12048,Water,Water,Wetland,Water,Wetland,Forest,NULL,Grassland
12049,Water,Water,Wetland,Water,Wetland,Forest,NULL,Forest
12050,Water,Water,Wetland,Water,Wetland,Forest,Water,Grassland
12051,Water,Water,Wetland,Water,Wetland,Forest,Water,Bareland
12052,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
12053,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
12054,Water,Water,Wetland,Water,Wetland,Forest,Forest,Water
12055,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Grassland
12056,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
12057,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
12058,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
12059,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
12060,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
12061,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
12062,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Cropland
12063,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
12064,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
12065,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
12066,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
12067,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Cropland
12068,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
12069,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Built-up
12070,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
12071,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
12072,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
12073,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Bareland
12074,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Water
12075,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
12076,Water,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
12077,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12078,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12079,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
12080,Water,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
12081,Water,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Bareland
12082,Water,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
12083,Water,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
12084,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12085,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
12086,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12087,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
