Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LXQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LXQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LXQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LXQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LXQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LXQ_M_R
12184,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
12185,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
12186,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
12187,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
12188,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
12189,Bareland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12190,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
12191,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
12192,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
12193,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
12194,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12195,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
12196,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
12197,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
12198,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
12199,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
12200,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
12201,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
12202,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
12203,Bareland,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
12204,Bareland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12205,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
12206,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
12207,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
12208,Bareland,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
12209,Bareland,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
12210,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
12211,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
12212,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
12213,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
12214,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
12215,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
12216,Bareland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
12217,Bareland,Water,NULL,Water,Non_Wetland,NULL,Water,Water
12218,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
12219,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
12220,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
12221,Bareland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12222,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12223,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
12224,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12225,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
12226,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
12227,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
12228,Bareland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
12229,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
12230,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12231,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
12232,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
12233,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
12234,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
12235,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
12236,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
12237,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
12238,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
12239,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
12240,Bareland,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
12241,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
12242,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12243,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
12244,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
12245,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
12246,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
12247,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
12248,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
12249,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
12250,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
12251,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
12252,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
12253,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
12254,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
12255,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
12256,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
12257,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
12258,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
12259,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
12260,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
12261,Bareland,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
12262,Bareland,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12263,Bareland,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12264,Bareland,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Built-up
12265,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
12266,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12267,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12268,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
12269,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
12270,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
12271,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
12272,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
12273,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
12274,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12275,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
12276,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12277,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12278,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
12279,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12280,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
12281,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
12282,Bareland,Water,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
12283,Bareland,Water,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
12284,Bareland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
12285,Bareland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
12286,Bareland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
12287,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
12288,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
12289,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
12290,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
12291,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
12292,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
12293,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Water,Cropland
12294,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
12295,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
12296,Bareland,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
12297,Bareland,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
12298,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12299,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
12300,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
12301,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
12302,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12303,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
12304,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
12305,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
12306,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
12307,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
12308,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
12309,Bareland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
12310,Bareland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
12311,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12312,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland,Bareland,Grassland
12313,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12314,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
12315,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
12316,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Wetland
12317,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
12318,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
12319,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
12320,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
12321,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
12322,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
12323,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
12324,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
12325,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Bareland
12326,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
12327,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
12328,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
12329,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
12330,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
12331,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
12332,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
12333,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
12334,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
12335,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
12336,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
12337,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
12338,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Water,Wetland
12339,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
12340,Bareland,Water,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
12341,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
12342,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
12343,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
12344,Bareland,Water,Cropland,Water,Non_Wetland,Built-up,Built-up,Water
12345,Bareland,Water,Cropland,Water,Non_Wetland,Water,NULL,NULL
12346,Bareland,Water,Cropland,Water,Non_Wetland,Water,NULL,Grassland
12347,Bareland,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
12348,Bareland,Water,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
12349,Bareland,Water,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
12350,Bareland,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
12351,Bareland,Water,Cropland,Water,Non_Wetland,Water,Bareland,Grassland
12352,Bareland,Water,Cropland,Water,Non_Wetland,Water,Built-up,Bareland
12353,Bareland,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
12354,Bareland,Water,Cropland,Water,Non_Wetland,Water,Water,Wetland
12355,Bareland,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
12356,Bareland,Water,Cropland,Water,Non_Wetland,Water,Water,Water
12357,Bareland,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
12358,Bareland,Water,Wetland,NULL,Wetland,NULL,Water,Water
12359,Bareland,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
12360,Bareland,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
12361,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
12362,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
12363,Bareland,Water,Wetland,NULL,Wetland,Water,NULL,Water
12364,Bareland,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
12365,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
12366,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Bareland
12367,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
12368,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
12369,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
12370,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Built-up,Cropland
12371,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
12372,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Water,Cropland
12373,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
12374,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
12375,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
12376,Bareland,Water,Wetland,Non_Water,Wetland,Cropland,NULL,Cropland
12377,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
12378,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
12379,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Cropland
12380,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
12381,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
12382,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
12383,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
12384,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
12385,Bareland,Water,Wetland,Non_Water,Wetland,Built-up,Built-up,Bareland
12386,Bareland,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
12387,Bareland,Water,Wetland,Non_Water,Wetland,Water,NULL,Cropland
12388,Bareland,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
12389,Bareland,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
12390,Bareland,Water,Wetland,Non_Water,Wetland,Water,Bareland,Wetland
12391,Bareland,Water,Wetland,Non_Water,Wetland,Water,Bareland,Bareland
12392,Bareland,Water,Wetland,Non_Water,Wetland,Water,Built-up,Bareland
12393,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
12394,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Cropland
12395,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
12396,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
12397,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
12398,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
12399,Bareland,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
12400,Bareland,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
12401,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
12402,Bareland,Water,Wetland,Water,Wetland,NULL,Grassland,Water
12403,Bareland,Water,Wetland,Water,Wetland,NULL,Water,Grassland
12404,Bareland,Water,Wetland,Water,Wetland,NULL,Water,Cropland
12405,Bareland,Water,Wetland,Water,Wetland,NULL,Water,Wetland
12406,Bareland,Water,Wetland,Water,Wetland,NULL,Forest,Grassland
12407,Bareland,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
12408,Bareland,Water,Wetland,Water,Wetland,Shrubland,Water,Bareland
12409,Bareland,Water,Wetland,Water,Wetland,Shrubland,Water,Water
12410,Bareland,Water,Wetland,Water,Wetland,Grassland,NULL,Grassland
12411,Bareland,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
12412,Bareland,Water,Wetland,Water,Wetland,Cropland,Water,Cropland
12413,Bareland,Water,Wetland,Water,Wetland,Cropland,Water,Wetland
12414,Bareland,Water,Wetland,Water,Wetland,Bareland,NULL,Wetland
12415,Bareland,Water,Wetland,Water,Wetland,Bareland,NULL,Water
12416,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Built-up
12417,Bareland,Water,Wetland,Water,Wetland,Bareland,Built-up,Grassland
12418,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
12419,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
12420,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
12421,Bareland,Water,Wetland,Water,Wetland,Water,NULL,NULL
12422,Bareland,Water,Wetland,Water,Wetland,Water,NULL,Grassland
12423,Bareland,Water,Wetland,Water,Wetland,Water,NULL,Wetland
12424,Bareland,Water,Wetland,Water,Wetland,Water,NULL,Water
12425,Bareland,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
12426,Bareland,Water,Wetland,Water,Wetland,Water,Bareland,Wetland
12427,Bareland,Water,Wetland,Water,Wetland,Water,Bareland,Bareland
12428,Bareland,Water,Wetland,Water,Wetland,Water,Bareland,Built-up
12429,Bareland,Water,Wetland,Water,Wetland,Water,Built-up,Bareland
12430,Bareland,Water,Wetland,Water,Wetland,Water,Water,NULL
12431,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
12432,Bareland,Water,Wetland,Water,Wetland,Water,Water,Cropland
12433,Bareland,Water,Wetland,Water,Wetland,Water,Water,Wetland
12434,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
12435,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
12436,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
12437,Bareland,Water,Wetland,Water,Wetland,Forest,Water,Grassland
12438,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
12439,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
12440,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
12441,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
12442,Bareland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
12443,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
12444,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
12445,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
12446,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
12447,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
12448,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
12449,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
12450,Bareland,Water,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
12451,Bareland,Water,Built-up,NULL,Non_Wetland,Shrubland,NULL,Water
12452,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
12453,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
12454,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
12455,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
12456,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
12457,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
12458,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
12459,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
12460,Bareland,Water,Built-up,NULL,Non_Wetland,Water,Water,Built-up
12461,Bareland,Water,Built-up,NULL,Non_Wetland,Forest,Shrubland,Grassland
12462,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water,Grassland,Grassland
12463,Bareland,Water,Built-up,Water,Non_Wetland,Shrubland,NULL,Water
12464,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Grassland,Water
12465,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
12466,Bareland,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
12467,Bareland,Water,Built-up,Water,Non_Wetland,Water,Water,Water
12468,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
12469,Bareland,Water,Water,NULL,Water,NULL,Water,Grassland
12470,Bareland,Water,Water,NULL,Water,Bareland,Water,Built-up
12471,Bareland,Water,Water,Non_Water,Water,NULL,Water,Grassland
12472,Bareland,Water,Water,Non_Water,Water,Bareland,Water,Grassland
12473,Bareland,Water,Water,Non_Water,Water,Water,Shrubland,Grassland
12474,Bareland,Water,Water,Non_Water,Water,Water,Bareland,Grassland
12475,Bareland,Water,Water,Non_Water,Water,Water,Water,Wetland
12476,Bareland,Water,Water,Non_Water,Water,Water,Water,Bareland
12477,Bareland,Water,Water,Water,Water,NULL,Water,Wetland
12478,Bareland,Water,Water,Water,Water,NULL,Water,Water
12479,Bareland,Water,Water,Water,Water,Grassland,NULL,Water
12480,Bareland,Water,Water,Water,Water,Bareland,Water,Water
12481,Bareland,Water,Water,Water,Water,Water,Water,Grassland
12482,Bareland,Water,Water,Water,Water,Water,Water,Wetland
12483,Bareland,Water,Water,Water,Water,Water,Water,Bareland
12484,Bareland,Water,Water,Water,Water,Water,Water,Built-up
12485,Bareland,Water,Water,Water,Water,Water,Water,Water
12486,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
12487,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
12488,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
12489,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
12490,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
12491,Bareland,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
12492,Bareland,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
12493,Bareland,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
12494,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
12495,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Cropland
