Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUQ_M_R
1805,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
1806,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Forest
1807,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1808,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
1809,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1810,Forest,Forest,Wetland,Water,Wetland,Water,Bareland,Forest
1811,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
1812,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
1813,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
1814,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
1815,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
1816,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1817,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,Forest
1818,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
1819,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
1820,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
1821,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1822,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1823,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Water
1824,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1825,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1826,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1827,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1828,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1829,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1830,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1831,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1832,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
1833,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1834,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1835,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
1836,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1837,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1838,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1839,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1840,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1841,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1842,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
1843,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
1844,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1845,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1846,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1847,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1848,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1849,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
1850,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,NULL
1851,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
1852,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
1853,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1854,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1855,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Wetland
1856,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
1857,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1858,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1859,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1860,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1861,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Water
1862,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1863,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1864,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1865,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1866,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1867,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1868,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1869,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
1870,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
1871,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1872,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Forest
1873,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1874,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
1875,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1876,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
1877,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Forest
1878,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1879,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1880,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
1881,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
1882,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
1883,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1884,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1885,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1886,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1887,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1888,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1889,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1890,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1891,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1892,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1893,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1894,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
1895,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1896,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
1897,Forest,Forest,Water,NULL,Water,NULL,Wetland,Wetland
1898,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
1899,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1900,Forest,Forest,Water,NULL,Water,NULL,Water,Water
1901,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1902,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1903,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1904,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
1905,Forest,Forest,Water,NULL,Water,Wetland,Forest,Water
1906,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
1907,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Wetland
1908,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Water
1909,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
1910,Forest,Forest,Water,NULL,Water,Bareland,Bareland,Forest
1911,Forest,Forest,Water,NULL,Water,Bareland,Water,Forest
1912,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
1913,Forest,Forest,Water,NULL,Water,Water,Wetland,Grassland
1914,Forest,Forest,Water,NULL,Water,Water,Wetland,Wetland
1915,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
1916,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1917,Forest,Forest,Water,NULL,Water,Water,Bareland,Forest
1918,Forest,Forest,Water,NULL,Water,Water,Water,Grassland
1919,Forest,Forest,Water,NULL,Water,Water,Water,Wetland
1920,Forest,Forest,Water,NULL,Water,Water,Water,Water
1921,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1922,Forest,Forest,Water,NULL,Water,Water,Forest,Water
1923,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1924,Forest,Forest,Water,NULL,Water,Forest,Bareland,Forest
1925,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
1926,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1927,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1928,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1929,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
1930,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
1931,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
1932,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Forest
1933,Forest,Forest,Water,Non_Water,Water,Bareland,Bareland,Forest
1934,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Forest
1935,Forest,Forest,Water,Non_Water,Water,Bareland,Forest,Forest
1936,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Wetland
1937,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1938,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
1939,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
1940,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
1941,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
1942,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
1943,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
1944,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1945,Forest,Forest,Water,Water,Water,NULL,Bareland,Forest
1946,Forest,Forest,Water,Water,Water,NULL,Water,Water
1947,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1948,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
1949,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
1950,Forest,Forest,Water,Water,Water,Wetland,Wetland,Grassland
1951,Forest,Forest,Water,Water,Water,Wetland,Wetland,Wetland
1952,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
1953,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
1954,Forest,Forest,Water,Water,Water,Wetland,Water,Wetland
1955,Forest,Forest,Water,Water,Water,Wetland,Water,Water
1956,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
1957,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
1958,Forest,Forest,Water,Water,Water,Bareland,Wetland,Water
1959,Forest,Forest,Water,Water,Water,Bareland,Wetland,Forest
1960,Forest,Forest,Water,Water,Water,Bareland,Bareland,Water
1961,Forest,Forest,Water,Water,Water,Bareland,Bareland,Forest
1962,Forest,Forest,Water,Water,Water,Bareland,Water,Water
1963,Forest,Forest,Water,Water,Water,Bareland,Water,Forest
1964,Forest,Forest,Water,Water,Water,Bareland,Forest,Forest
1965,Forest,Forest,Water,Water,Water,Water,Wetland,Grassland
1966,Forest,Forest,Water,Water,Water,Water,Wetland,Wetland
1967,Forest,Forest,Water,Water,Water,Water,Wetland,Water
1968,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1969,Forest,Forest,Water,Water,Water,Water,Bareland,Water
1970,Forest,Forest,Water,Water,Water,Water,Bareland,Forest
1971,Forest,Forest,Water,Water,Water,Water,Water,Grassland
1972,Forest,Forest,Water,Water,Water,Water,Water,Wetland
1973,Forest,Forest,Water,Water,Water,Water,Water,Water
1974,Forest,Forest,Water,Water,Water,Water,Water,Forest
1975,Forest,Forest,Water,Water,Water,Water,Forest,Forest
1976,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
1977,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1978,Forest,Forest,Water,Water,Water,Forest,Bareland,Forest
1979,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1980,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1981,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1982,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1983,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1984,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1985,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1986,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1987,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
1988,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1989,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1990,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1991,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1992,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1993,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1994,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1995,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1996,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1997,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1998,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1999,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2000,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2001,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2002,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2003,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2004,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2005,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2006,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Water
2007,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2008,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2009,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2010,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2011,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2012,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2013,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2014,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
2015,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2016,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2017,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2018,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
2019,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2020,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Water
2021,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2022,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
2023,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2024,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
2025,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
2026,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2027,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2028,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2029,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2030,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2031,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
2032,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2033,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2034,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
2035,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2036,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2037,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2038,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
2039,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2040,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2041,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2042,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2043,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2044,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2045,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
2046,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2047,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2048,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2049,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2050,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
2051,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2052,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2053,Forest,Forest,Forest,Water,Non_Wetland,NULL,Bareland,Forest
2054,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
2055,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
2056,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2057,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2058,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
2059,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Forest
2060,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
2061,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
2062,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
2063,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2064,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
2065,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
