Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MTB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MTB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MTB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MTB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MTB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MTB_M_R
12290,Wetland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
12291,Wetland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
12292,Wetland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
12293,Wetland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
12294,Wetland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
12295,Wetland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
12296,Wetland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
12297,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
12298,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
12299,Wetland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12300,Wetland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12301,Wetland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
12302,Wetland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
12303,Wetland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
12304,Wetland,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
12305,Wetland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Wetland
12306,Wetland,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
12307,Wetland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
12308,Wetland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
12309,Wetland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
12310,Wetland,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
12311,Wetland,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,NULL
12312,Wetland,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
12313,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
12314,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
12315,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
12316,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
12317,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
12318,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12319,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
12320,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12321,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
12322,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12323,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
12324,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
12325,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
12326,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Wetland
12327,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
12328,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
12329,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
12330,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
12331,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12332,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
12333,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
12334,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
12335,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
12336,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
12337,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
12338,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
12339,Wetland,Water,NULL,NULL,Non_Wetland,Built-up,NULL,Wetland
12340,Wetland,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
12341,Wetland,Water,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
12342,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
12343,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
12344,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
12345,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
12346,Wetland,Water,NULL,NULL,Non_Wetland,Forest,Water,Grassland
12347,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
12348,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
12349,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
12350,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
12351,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
12352,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
12353,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
12354,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Wetland
12355,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
12356,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12357,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
12358,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
12359,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Wetland
12360,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
12361,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
12362,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Bareland
12363,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
12364,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
12365,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
12366,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
12367,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Wetland
12368,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
12369,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
12370,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12371,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
12372,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
12373,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Wetland
12374,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
12375,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Bareland,Wetland
12376,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
12377,Wetland,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
12378,Wetland,Water,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
12379,Wetland,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Wetland
12380,Wetland,Water,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
12381,Wetland,Water,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
12382,Wetland,Water,NULL,Water,Non_Wetland,NULL,Shrubland,Water
12383,Wetland,Water,NULL,Water,Non_Wetland,NULL,Water,Water
12384,Wetland,Water,NULL,Water,Non_Wetland,NULL,Forest,Wetland
12385,Wetland,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
12386,Wetland,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
12387,Wetland,Water,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
12388,Wetland,Water,NULL,Water,Non_Wetland,Shrubland,Water,Water
12389,Wetland,Water,NULL,Water,Non_Wetland,Shrubland,Forest,Wetland
12390,Wetland,Water,NULL,Water,Non_Wetland,Bareland,Shrubland,Wetland
12391,Wetland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Wetland
12392,Wetland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
12393,Wetland,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
12394,Wetland,Water,NULL,Water,Non_Wetland,Water,Shrubland,Water
12395,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
12396,Wetland,Water,NULL,Water,Non_Wetland,Forest,Shrubland,Grassland
12397,Wetland,Water,NULL,Water,Non_Wetland,Forest,Shrubland,Wetland
12398,Wetland,Water,NULL,Water,Non_Wetland,Forest,Water,Water
12399,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12400,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
12401,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
12402,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
12403,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12404,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
12405,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12406,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12407,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12408,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
12409,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
12410,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
12411,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
12412,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
12413,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
12414,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
12415,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
12416,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12417,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12418,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
12419,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
12420,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12421,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
12422,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12423,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
12424,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
12425,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
12426,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
12427,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
12428,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
12429,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
12430,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
12431,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
12432,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Wetland
12433,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
12434,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
12435,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
12436,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
12437,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12438,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
12439,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
12440,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Wetland
12441,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
12442,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
12443,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
12444,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
12445,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
12446,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
12447,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
12448,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
12449,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
12450,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
12451,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
12452,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
12453,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
12454,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
12455,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
12456,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
12457,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Wetland
12458,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
12459,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Wetland
12460,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
12461,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Bareland,Forest
12462,Wetland,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
12463,Wetland,Water,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
12464,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland,Bareland,Wetland
12465,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland,Bareland,Bareland
12466,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
12467,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
12468,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland,Forest,Wetland
12469,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
12470,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Wetland
12471,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
12472,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Wetland
12473,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
12474,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
12475,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
12476,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12477,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
12478,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
12479,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
12480,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
12481,Wetland,Water,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12482,Wetland,Water,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
12483,Wetland,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12484,Wetland,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12485,Wetland,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Grassland
12486,Wetland,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Wetland
12487,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
12488,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
12489,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12490,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
12491,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12492,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
12493,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
12494,Wetland,Water,Grassland,NULL,Non_Wetland,Forest,Water,Grassland
12495,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12496,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
12497,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
12498,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
12499,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12500,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
12501,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest,Grassland
12502,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest,Wetland
12503,Wetland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
12504,Wetland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12505,Wetland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
12506,Wetland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12507,Wetland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
12508,Wetland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
12509,Wetland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
12510,Wetland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
12511,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
12512,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
12513,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Wetland
12514,Wetland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12515,Wetland,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Grassland
12516,Wetland,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Wetland
12517,Wetland,Water,Grassland,Water,Non_Wetland,NULL,Water,Wetland
12518,Wetland,Water,Grassland,Water,Non_Wetland,Shrubland,Water,Grassland
12519,Wetland,Water,Grassland,Water,Non_Wetland,Shrubland,Forest,Wetland
12520,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12521,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
12522,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
12523,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
12524,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
12525,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12526,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12527,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
12528,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12529,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
12530,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12531,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12532,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
12533,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Wetland
12534,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
12535,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Built-up
12536,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
12537,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12538,Wetland,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Wetland
12539,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12540,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
12541,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12542,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
12543,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
12544,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
12545,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
12546,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
12547,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
12548,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12549,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
12550,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12551,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12552,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
12553,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
12554,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
12555,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
12556,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Wetland
12557,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
12558,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Water,Wetland
12559,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
12560,Wetland,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
12561,Wetland,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
12562,Wetland,Water,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
12563,Wetland,Water,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
12564,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12565,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
12566,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
12567,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
12568,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
12569,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
12570,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
12571,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
12572,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
12573,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
12574,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12575,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12576,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
12577,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
12578,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
12579,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Bareland
12580,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
12581,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
12582,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12583,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
12584,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12585,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
12586,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
12587,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
12588,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Wetland
12589,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
12590,Wetland,Water,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
