Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NWK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NWK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NWK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NWK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NWK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NWK_M_R
1925,Water,NULL,Water,Water,Water,NULL,NULL,Water
1926,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1927,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1928,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1929,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1930,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1931,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1932,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1933,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1934,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1935,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1936,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1937,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1938,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1939,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1940,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1941,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1942,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1943,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1944,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1945,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1946,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1947,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1948,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1949,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1950,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1951,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1952,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1953,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1954,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1955,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1956,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1957,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1958,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1959,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1960,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1961,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1962,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1963,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1964,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1965,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1966,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1967,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1968,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1969,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1970,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1971,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1972,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1973,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1974,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1975,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1976,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1977,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1978,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1979,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1980,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1981,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1982,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1983,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1984,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1985,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1986,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1987,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1988,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1989,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1990,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1991,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1992,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1993,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1994,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1995,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1996,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1997,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1998,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1999,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2000,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2001,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2002,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2003,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
2004,Water,Cropland,Water,NULL,Water,NULL,NULL,Cropland
2005,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
2006,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
2007,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
2008,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
2009,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Water
2010,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
2011,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
2012,Water,Cropland,Water,Water,Water,NULL,NULL,Cropland
2013,Water,Cropland,Water,Water,Water,NULL,NULL,Water
2014,Water,Cropland,Water,Water,Water,NULL,NULL,Forest
2015,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2016,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2017,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2018,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2019,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2020,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2021,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2022,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2023,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2024,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2025,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2026,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2027,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2028,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
2029,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2030,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2031,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2032,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2033,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2034,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2035,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2036,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2037,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2038,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2039,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2040,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2041,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2042,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2043,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2044,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2045,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2046,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2047,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2048,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2049,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2050,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
2051,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2052,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2053,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2054,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2055,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
2056,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2057,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
2058,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
2059,Water,Wetland,Water,NULL,Water,NULL,NULL,Cropland
2060,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
2061,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
2062,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
2063,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
2064,Water,Wetland,Water,Water,Water,NULL,NULL,Cropland
2065,Water,Wetland,Water,Water,Water,NULL,NULL,Water
2066,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
2067,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2068,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2069,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2070,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2071,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2072,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2073,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2074,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2075,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2076,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2077,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
2078,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2079,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2080,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2081,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2082,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2083,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2084,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2085,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2086,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2087,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
2088,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2089,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2090,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2091,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2092,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2093,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2094,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2095,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2096,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2097,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2098,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2099,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2100,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2101,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2102,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2103,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2104,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2105,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2106,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2107,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2108,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2109,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2110,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2111,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2112,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2113,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2114,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2115,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2116,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2117,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2118,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
2119,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
2120,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2121,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2122,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2123,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2124,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
2125,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
2126,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2127,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
2128,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2129,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2130,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2131,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2132,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2133,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2134,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2135,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2136,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2137,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2138,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
2139,Water,Bareland,Water,NULL,Water,NULL,NULL,Grassland
2140,Water,Bareland,Water,NULL,Water,NULL,NULL,Cropland
2141,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
2142,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
2143,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
2144,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
2145,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
2146,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
2147,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
2148,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
2149,Water,Bareland,Water,Water,Water,NULL,NULL,Cropland
2150,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
2151,Water,Bareland,Water,Water,Water,NULL,NULL,Water
2152,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
2153,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2154,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2155,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2156,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2157,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2158,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2159,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2160,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2161,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2162,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2163,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2164,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
2165,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2166,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2167,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2168,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
2169,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2170,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
2171,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2172,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2173,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2174,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2175,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2176,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2177,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2178,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2179,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2180,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2181,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2182,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2183,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2184,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2185,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2186,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2187,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2188,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2189,Water,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2190,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
2191,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2192,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
2193,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
2194,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
2195,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
2196,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
2197,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2198,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
2199,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
2200,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
2201,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2202,Water,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2203,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2204,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2205,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2206,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2207,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2208,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2209,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2210,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2211,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
2212,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2213,Water,Built-up,Water,NULL,Water,NULL,NULL,Grassland
2214,Water,Built-up,Water,NULL,Water,NULL,NULL,Cropland
2215,Water,Built-up,Water,NULL,Water,NULL,NULL,Bareland
2216,Water,Built-up,Water,NULL,Water,NULL,NULL,Built-up
2217,Water,Built-up,Water,NULL,Water,NULL,NULL,Water
2218,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
2219,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Water
2220,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
2221,Water,Built-up,Water,Water,Water,NULL,NULL,Grassland
2222,Water,Built-up,Water,Water,Water,NULL,NULL,Water
2223,Water,Built-up,Water,Water,Water,NULL,NULL,Forest
2224,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2225,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2226,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2227,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
2228,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2229,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2230,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2231,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2232,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2233,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
2234,Water,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
2235,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2236,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2237,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2238,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2239,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2240,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2241,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2242,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2243,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2244,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2245,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2246,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2247,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2248,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2249,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2250,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2251,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2252,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2253,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2254,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2255,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2256,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2257,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2258,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2259,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2260,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2261,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2262,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2263,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2264,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2265,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2266,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2267,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2268,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2269,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2270,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2271,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2272,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2273,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2274,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2275,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2276,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
