Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KKF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KKF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KKF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KKF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KKF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KKF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KKF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KKF_M_R
1141,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1142,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1143,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1144,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1145,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1146,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1147,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1148,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1149,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1150,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1151,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1152,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1153,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1154,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1155,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1156,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1157,Cropland,Forest,Water,NULL,Water,NULL,NULL,Bareland
1158,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
1159,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1160,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1161,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1162,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1163,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1164,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1165,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1166,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1167,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1168,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1169,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1170,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1171,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1172,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1173,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1174,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1175,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1176,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1177,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1178,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1179,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1180,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1181,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1182,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1183,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1184,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1185,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1186,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1187,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1188,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1189,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1190,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1191,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1192,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
1193,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1194,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1195,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1196,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1197,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1198,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1199,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1200,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1201,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1202,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1203,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
1204,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1205,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1206,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
1207,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1208,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1209,Wetland,Bareland,Water,Non_Water,Water,NULL,NULL,Wetland
1210,Wetland,Bareland,Water,Water,Water,NULL,NULL,Wetland
1211,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1212,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1213,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1214,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1215,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1216,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1217,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1218,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1219,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1220,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1221,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1222,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1223,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1224,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1225,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1226,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1227,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1228,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1229,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1230,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1231,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
1232,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1233,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
1234,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
1235,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1236,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1237,Wetland,Forest,Water,NULL,Water,NULL,NULL,Water
1238,Wetland,Forest,Water,Water,Water,NULL,NULL,Wetland
1239,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
1240,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1241,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1242,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1243,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1244,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1245,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1246,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1247,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1248,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1249,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1250,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1251,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1252,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1253,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1254,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
1255,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1256,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1257,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1258,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1259,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1260,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1261,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1262,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1263,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1264,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1265,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1266,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1267,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1268,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1269,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1270,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1271,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1272,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1273,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1274,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1275,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1276,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1277,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1278,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1279,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1280,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1281,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1282,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1283,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1284,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1285,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1286,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1287,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1288,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1289,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1290,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1291,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1292,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1293,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1294,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1295,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1296,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1297,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1298,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1299,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1300,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1301,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1302,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1303,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1304,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1305,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1306,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1307,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1308,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1309,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1310,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1311,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1312,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1313,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1314,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1315,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1316,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1317,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1318,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1319,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1320,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1321,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1322,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1323,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1324,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1325,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1326,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1327,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1328,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1329,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1330,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1331,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1332,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1333,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1334,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1335,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1336,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1337,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1338,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1339,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1340,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1341,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1342,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1343,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
1344,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
1345,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1346,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,NULL
1347,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1348,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1349,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1350,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1351,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1352,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1353,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1354,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1355,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1356,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1357,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1358,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1359,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1360,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1361,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1362,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1363,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1364,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1365,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1366,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1367,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1368,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1369,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1370,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1371,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1372,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1373,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1374,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1375,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1376,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1377,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1378,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1379,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1380,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1381,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1382,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
1383,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1384,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1385,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1386,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1387,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1388,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
1389,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1390,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1391,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1392,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1393,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1394,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1395,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1396,Bareland,NULL,Water,Water,Water,NULL,NULL,NULL
1397,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
1398,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1399,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1400,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1401,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1402,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1403,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1404,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1405,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1406,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1407,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1408,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1409,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1410,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1411,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1412,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1413,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1414,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1415,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1416,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1417,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1418,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1419,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1420,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1421,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1422,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1423,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1424,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1425,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1426,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1427,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1428,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1429,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1430,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1431,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1432,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1433,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1434,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1435,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1436,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1437,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1438,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1439,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1440,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1441,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1442,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1443,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1444,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1445,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1446,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1447,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1448,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1449,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1450,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1451,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1452,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1453,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1454,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1455,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1456,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1457,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1458,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1459,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1460,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1461,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1462,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1463,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1464,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1465,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1466,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1467,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1468,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1469,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1470,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1471,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1472,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1473,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1474,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
