Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MQP_M_R
1281,Cropland,Forest,Wetland,NULL,Wetland,Forest
1282,Cropland,Forest,Wetland,Non_Water,Wetland,Bareland
1283,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
1284,Cropland,Forest,Wetland,Water,Wetland,Cropland
1285,Cropland,Forest,Wetland,Water,Wetland,Water
1286,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
1287,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
1288,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
1289,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
1290,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1291,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Cropland
1292,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1293,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1294,Cropland,Forest,Bareland,Water,Non_Wetland,Grassland
1295,Cropland,Forest,Bareland,Water,Non_Wetland,Water
1296,Cropland,Forest,Bareland,Water,Non_Wetland,Forest
1297,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
1298,Cropland,Forest,Water,NULL,Water,Cropland
1299,Cropland,Forest,Water,NULL,Water,Forest
1300,Cropland,Forest,Water,Non_Water,Water,Forest
1301,Cropland,Forest,Water,Water,Water,Bareland
1302,Cropland,Forest,Water,Water,Water,Water
1303,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
1304,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
1305,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
1306,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
1307,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
1308,Cropland,Forest,Forest,NULL,Non_Wetland,Water
1309,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
1310,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1311,Cropland,Forest,Forest,Non_Water,Non_Wetland,Cropland
1312,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
1313,Cropland,Forest,Forest,Water,Non_Wetland,Grassland
1314,Cropland,Forest,Forest,Water,Non_Wetland,Cropland
1315,Cropland,Forest,Forest,Water,Non_Wetland,Bareland
1316,Cropland,Forest,Forest,Water,Non_Wetland,Water
1317,Cropland,Forest,Forest,Water,Non_Wetland,Forest
1318,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
1319,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1320,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1321,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1322,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1323,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1324,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1325,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
1326,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland
1327,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
1328,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
1329,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1330,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
1331,Wetland,NULL,Grassland,NULL,Non_Wetland,Built-up
1332,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
1333,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1334,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1335,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1336,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
1337,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland
1338,Wetland,NULL,Grassland,Water,Non_Wetland,Forest
1339,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
1340,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
1341,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
1342,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
1343,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1344,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1345,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1346,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water
1347,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1348,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
1349,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
1350,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland
1351,Wetland,NULL,Cropland,Water,Non_Wetland,Water
1352,Wetland,NULL,Cropland,Water,Non_Wetland,Forest
1353,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
1354,Wetland,NULL,Wetland,Non_Water,Wetland,Water
1355,Wetland,NULL,Wetland,Water,Wetland,Grassland
1356,Wetland,NULL,Wetland,Water,Wetland,Bareland
1357,Wetland,NULL,Wetland,Water,Wetland,Water
1358,Wetland,NULL,Wetland,Water,Wetland,Forest
1359,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
1360,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
1361,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
1362,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
1363,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1364,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1365,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1366,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water
1367,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1368,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
1369,Wetland,NULL,Bareland,Water,Non_Wetland,Cropland
1370,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
1371,Wetland,NULL,Bareland,Water,Non_Wetland,Water
1372,Wetland,NULL,Bareland,Water,Non_Wetland,Forest
1373,Wetland,NULL,Water,NULL,Water,Cropland
1374,Wetland,NULL,Water,NULL,Water,Bareland
1375,Wetland,NULL,Water,NULL,Water,Forest
1376,Wetland,NULL,Water,Non_Water,Water,Grassland
1377,Wetland,NULL,Water,Non_Water,Water,Water
1378,Wetland,NULL,Water,Water,Water,Bareland
1379,Wetland,NULL,Water,Water,Water,Water
1380,Wetland,NULL,Water,Water,Water,Forest
1381,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
1382,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
1383,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
1384,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
1385,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
1386,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1387,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1388,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
1389,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
1390,Wetland,NULL,Forest,Water,Non_Wetland,Bareland
1391,Wetland,NULL,Forest,Water,Non_Wetland,Water
1392,Wetland,NULL,Forest,Water,Non_Wetland,Forest
1393,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1394,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1395,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1396,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1397,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1398,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1399,Wetland,Cropland,Grassland,Water,Non_Wetland,Cropland
1400,Wetland,Cropland,Grassland,Water,Non_Wetland,Water
1401,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1402,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1403,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
1404,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1405,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1406,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Water
1407,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1408,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland
1409,Wetland,Cropland,Cropland,Water,Non_Wetland,Water
1410,Wetland,Cropland,Cropland,Water,Non_Wetland,Forest
1411,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
1412,Wetland,Cropland,Wetland,Non_Water,Wetland,Water
1413,Wetland,Cropland,Wetland,Water,Wetland,Water
1414,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1415,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1416,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1417,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Water
1418,Wetland,Cropland,Bareland,Water,Non_Wetland,Bareland
1419,Wetland,Cropland,Bareland,Water,Non_Wetland,Water
1420,Wetland,Cropland,Bareland,Water,Non_Wetland,Forest
1421,Wetland,Cropland,Water,Non_Water,Water,Grassland
1422,Wetland,Cropland,Water,Non_Water,Water,Water
1423,Wetland,Cropland,Water,Water,Water,Water
1424,Wetland,Cropland,Water,Water,Water,Forest
1425,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1426,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
1427,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1428,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1429,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1430,Wetland,Cropland,Forest,Water,Non_Wetland,Cropland
1431,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1432,Wetland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1433,Wetland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1434,Wetland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1435,Wetland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1436,Wetland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1437,Wetland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1438,Wetland,Bareland,Cropland,Water,Non_Wetland,Grassland
1439,Wetland,Bareland,Cropland,Water,Non_Wetland,Bareland
1440,Wetland,Bareland,Wetland,Water,Wetland,Bareland
1441,Wetland,Bareland,Wetland,Water,Wetland,Water
1442,Wetland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1443,Wetland,Bareland,Bareland,NULL,Non_Wetland,Forest
1444,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1445,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
1446,Wetland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1447,Wetland,Bareland,Water,Water,Water,Water
1448,Wetland,Bareland,Forest,NULL,Non_Wetland,Cropland
1449,Wetland,Bareland,Forest,Non_Water,Non_Wetland,Forest
1450,Wetland,Built-up,Cropland,Water,Non_Wetland,Water
1451,Wetland,Built-up,Cropland,Water,Non_Wetland,Forest
1452,Wetland,Built-up,Water,Water,Water,Forest
1453,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
1454,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1455,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1456,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1457,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1458,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
1459,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
1460,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
1461,Wetland,Water,Grassland,Non_Water,Non_Wetland,Bareland
1462,Wetland,Water,Grassland,Non_Water,Non_Wetland,Forest
1463,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
1464,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
1465,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland
1466,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
1467,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1468,Wetland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1469,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1470,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water
1471,Wetland,Water,Cropland,Water,Non_Wetland,Grassland
1472,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
1473,Wetland,Water,Cropland,Water,Non_Wetland,Bareland
1474,Wetland,Water,Cropland,Water,Non_Wetland,Water
1475,Wetland,Water,Cropland,Water,Non_Wetland,Forest
1476,Wetland,Water,Wetland,Non_Water,Wetland,Cropland
1477,Wetland,Water,Wetland,Non_Water,Wetland,Water
1478,Wetland,Water,Wetland,Water,Wetland,Water
1479,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
1480,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
1481,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
1482,Wetland,Water,Bareland,NULL,Non_Wetland,Water
1483,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
1484,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water
1485,Wetland,Water,Bareland,Non_Water,Non_Wetland,Forest
1486,Wetland,Water,Bareland,Water,Non_Wetland,Cropland
1487,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
1488,Wetland,Water,Bareland,Water,Non_Wetland,Water
1489,Wetland,Water,Water,NULL,Water,Cropland
1490,Wetland,Water,Water,Non_Water,Water,Water
1491,Wetland,Water,Water,Water,Water,Water
1492,Wetland,Water,Water,Water,Water,Forest
1493,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1494,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
1495,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1496,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
1497,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
1498,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1499,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1500,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1501,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
1502,Wetland,Forest,Grassland,NULL,Non_Wetland,Cropland
1503,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1504,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
1505,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
1506,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
1507,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1508,Wetland,Forest,Cropland,Water,Non_Wetland,Cropland
1509,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1510,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1511,Wetland,Forest,Forest,NULL,Non_Wetland,Cropland
1512,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1513,Wetland,Forest,Forest,Water,Non_Wetland,Cropland
1514,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
1515,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1516,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1517,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1518,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1519,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1520,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1521,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1522,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1523,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1524,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1525,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1526,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1527,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
1528,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1529,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1530,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1531,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
1532,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1533,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1534,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest
1535,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1536,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1537,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1538,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1539,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1540,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1541,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1542,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
1543,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1544,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1545,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1546,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water
1547,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
1548,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1549,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
1550,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1551,Bareland,NULL,Grassland,Water,Non_Wetland,Water
1552,Bareland,NULL,Grassland,Water,Non_Wetland,Forest
1553,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1554,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1555,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1556,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1557,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1558,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
1559,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1560,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
1561,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1562,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1563,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1564,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water
1565,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1566,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1567,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
1568,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1569,Bareland,NULL,Cropland,Water,Non_Wetland,Water
1570,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
1571,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1572,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1573,Bareland,NULL,Wetland,NULL,Wetland,Forest
1574,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
1575,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland
1576,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
1577,Bareland,NULL,Wetland,Non_Water,Wetland,Water
1578,Bareland,NULL,Wetland,Non_Water,Wetland,Forest
1579,Bareland,NULL,Wetland,Water,Wetland,Grassland
1580,Bareland,NULL,Wetland,Water,Wetland,Cropland
1581,Bareland,NULL,Wetland,Water,Wetland,Bareland
1582,Bareland,NULL,Wetland,Water,Wetland,Water
1583,Bareland,NULL,Wetland,Water,Wetland,Forest
1584,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
1585,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1586,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1587,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1588,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1589,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1590,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1591,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1592,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1593,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1594,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1595,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1596,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1597,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
1598,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1599,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1600,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
1601,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1602,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1603,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1604,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1605,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1606,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1607,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1608,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water
1609,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Forest
1610,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1611,Bareland,NULL,Built-up,Water,Non_Wetland,Water
1612,Bareland,NULL,Water,NULL,Water,Grassland
1613,Bareland,NULL,Water,NULL,Water,Cropland
1614,Bareland,NULL,Water,NULL,Water,Bareland
1615,Bareland,NULL,Water,NULL,Water,Water
1616,Bareland,NULL,Water,NULL,Water,Forest
1617,Bareland,NULL,Water,Non_Water,Water,Grassland
1618,Bareland,NULL,Water,Non_Water,Water,Cropland
1619,Bareland,NULL,Water,Non_Water,Water,Bareland
1620,Bareland,NULL,Water,Non_Water,Water,Water
1621,Bareland,NULL,Water,Non_Water,Water,Forest
1622,Bareland,NULL,Water,Water,Water,Grassland
1623,Bareland,NULL,Water,Water,Water,Cropland
1624,Bareland,NULL,Water,Water,Water,Bareland
1625,Bareland,NULL,Water,Water,Water,Water
1626,Bareland,NULL,Water,Water,Water,Forest
1627,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1628,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1629,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1630,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1631,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
1632,Bareland,NULL,Forest,NULL,Non_Wetland,Water
1633,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1634,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1635,Bareland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1636,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland
1637,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water
1638,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
1639,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1640,Bareland,NULL,Forest,Water,Non_Wetland,Cropland
1641,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
1642,Bareland,NULL,Forest,Water,Non_Wetland,Water
1643,Bareland,NULL,Forest,Water,Non_Wetland,Forest
1644,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1645,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1646,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1647,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1648,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1649,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1650,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1651,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1652,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1653,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1654,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland
1655,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland
1656,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland
1657,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water
1658,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
1659,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1660,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1661,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1662,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1663,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water
1664,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
1665,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1666,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1667,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
1668,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Water
1669,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1670,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
1671,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1672,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1673,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1674,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1675,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water
1676,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1677,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
