Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LCJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LCJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LCJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LCJ_M_R
1597,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
1598,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Water
1599,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
1600,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1601,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1602,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1603,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1604,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
1605,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
1606,Water,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Water
1607,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1608,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
1609,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
1610,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
1611,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1612,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
1613,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1614,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
1615,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
1616,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
1617,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
1618,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
1619,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
1620,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1621,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1622,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
1623,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1624,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
1625,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
1626,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
1627,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
1628,Water,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Bareland
1629,Water,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Water
1630,Water,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
1631,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Water
1632,Water,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Water
1633,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1634,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1635,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1636,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1637,Water,Water,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
1638,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1639,Water,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1640,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1641,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1642,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1643,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Water
1644,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1645,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1646,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
1647,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1648,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Water
1649,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
1650,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
1651,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1652,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1653,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Bareland
1654,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1655,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1656,Water,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
1657,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1658,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
1659,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1660,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1661,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Bareland
1662,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
1663,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1664,Water,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1665,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1666,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1667,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1668,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Water
1669,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
1670,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1671,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
1672,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1673,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Water
1674,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest,Grassland
1675,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
1676,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1677,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1678,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
1679,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1680,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Water
1681,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Bareland
1682,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
1683,Water,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
1684,Water,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Bareland
1685,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1686,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Bareland
1687,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1688,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1689,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1690,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
1691,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1692,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1693,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Water
1694,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
1695,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1696,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1697,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1698,Water,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Water
1699,Water,Water,Grassland,Water,Non_Wetland,NULL,Water,Water
1700,Water,Water,Grassland,Water,Non_Wetland,NULL,Forest,Grassland
1701,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
1702,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Bareland
1703,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
1704,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Grassland
1705,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Bareland
1706,Water,Water,Grassland,Water,Non_Wetland,Water,NULL,Water
1707,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1708,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Bareland
1709,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
1710,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1711,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
1712,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Bareland
1713,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1714,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
1715,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Grassland
1716,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
1717,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
1718,Water,Water,Grassland,Water,Non_Wetland,Forest,Water,Water
1719,Water,Water,Grassland,Water,Non_Wetland,Forest,Water,Forest
1720,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1721,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1722,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
1723,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
1724,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
1725,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
1726,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
1727,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1728,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
1729,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1730,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
1731,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
1732,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
1733,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
1734,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Water
1735,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
1736,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
1737,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1738,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
1739,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
1740,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Water
1741,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Forest
1742,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
1743,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
1744,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
1745,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
1746,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Bareland
1747,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1748,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1749,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1750,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
1751,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1752,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1753,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1754,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1755,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
1756,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
1757,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Water
1758,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1759,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
1760,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1761,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
1762,Water,Water,Wetland,NULL,Wetland,Water,NULL,Bareland
1763,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
1764,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
1765,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
1766,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1767,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1768,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1769,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
1770,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
1771,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
1772,Water,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
1773,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
1774,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1775,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Water
1776,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
1777,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1778,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1779,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1780,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1781,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Bareland
1782,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1783,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1784,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1785,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1786,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1787,Water,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Water
1788,Water,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1789,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
1790,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1791,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
1792,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
1793,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
1794,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
1795,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
1796,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
1797,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1798,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1799,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1800,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1801,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
1802,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1803,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1804,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
1805,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Bareland
1806,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1807,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1808,Water,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Water
1809,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
1810,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
1811,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1812,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
1813,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1814,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1815,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1816,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1817,Water,Water,Wetland,Water,Wetland,NULL,Water,Bareland
1818,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
1819,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Forest
1820,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1821,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
1822,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1823,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1824,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
1825,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
1826,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
1827,Water,Water,Wetland,Water,Wetland,Bareland,Forest,Water
1828,Water,Water,Wetland,Water,Wetland,Water,NULL,Bareland
1829,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
1830,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
1831,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
1832,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1833,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
1834,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
1835,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1836,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
1837,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
1838,Water,Water,Wetland,Water,Wetland,Water,Water,Water
1839,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
1840,Water,Water,Wetland,Water,Wetland,Water,Forest,Bareland
1841,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
1842,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
1843,Water,Water,Wetland,Water,Wetland,Forest,NULL,Grassland
1844,Water,Water,Wetland,Water,Wetland,Forest,NULL,Water
1845,Water,Water,Wetland,Water,Wetland,Forest,Water,Grassland
1846,Water,Water,Wetland,Water,Wetland,Forest,Water,Bareland
1847,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
1848,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
1849,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Water,Grassland
1850,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Water,Grassland
1851,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Water,Water
1852,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Bareland
1853,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Water
1854,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1855,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1856,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1857,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1858,Water,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1859,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1860,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1861,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
1862,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
1863,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
1864,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
1865,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
1866,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
1867,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1868,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1869,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1870,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
1871,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1872,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1873,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Bareland
1874,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
1875,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1876,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
1877,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
1878,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Water
1879,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
1880,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
1881,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1882,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
1883,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
1884,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1885,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
1886,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
1887,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1888,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1889,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1890,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
1891,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1892,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1893,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
1894,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
1895,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1896,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
1897,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1898,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1899,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1900,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
1901,Water,Water,Bareland,Water,Non_Wetland,NULL,Forest,Water
1902,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
1903,Water,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
1904,Water,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
1905,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
1906,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
1907,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
1908,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Grassland
1909,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Bareland
1910,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
1911,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1912,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1913,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
1914,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
1915,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1916,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1917,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
1918,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
1919,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Bareland
1920,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
1921,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
1922,Water,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Water
1923,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
1924,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1925,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
1926,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
1927,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
1928,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Forest,Forest
1929,Water,Water,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
1930,Water,Water,Built-up,Water,Non_Wetland,Bareland,NULL,Water
1931,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Water
1932,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
1933,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
1934,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
