Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMB_M_R
1255,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1256,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1257,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1258,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
1259,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1260,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
1261,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
1262,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
1263,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
1264,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
1265,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Grassland
1266,Water,Wetland,Built-up,Non_Water,Non_Wetland,Water,Water,Wetland
1267,Water,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
1268,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
1269,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Water
1270,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1271,Water,Wetland,Water,NULL,Water,Wetland,Water,Grassland
1272,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
1273,Water,Wetland,Water,NULL,Water,Water,Wetland,Grassland
1274,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
1275,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
1276,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
1277,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
1278,Water,Wetland,Water,NULL,Water,Water,Water,Water
1279,Water,Wetland,Water,NULL,Water,Water,Water,Forest
1280,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
1281,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
1282,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
1283,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Water
1284,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
1285,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
1286,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
1287,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
1288,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
1289,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
1290,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
1291,Water,Wetland,Water,Water,Water,NULL,Wetland,Wetland
1292,Water,Wetland,Water,Water,Water,NULL,Water,Wetland
1293,Water,Wetland,Water,Water,Water,Wetland,Grassland,Grassland
1294,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1295,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
1296,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
1297,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1298,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
1299,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
1300,Water,Wetland,Water,Water,Water,Wetland,Water,Water
1301,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
1302,Water,Wetland,Water,Water,Water,Water,Grassland,Grassland
1303,Water,Wetland,Water,Water,Water,Water,Grassland,Wetland
1304,Water,Wetland,Water,Water,Water,Water,Grassland,Water
1305,Water,Wetland,Water,Water,Water,Water,Grassland,Forest
1306,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
1307,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
1308,Water,Wetland,Water,Water,Water,Water,Wetland,Water
1309,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
1310,Water,Wetland,Water,Water,Water,Water,Water,Grassland
1311,Water,Wetland,Water,Water,Water,Water,Water,Wetland
1312,Water,Wetland,Water,Water,Water,Water,Water,Bareland
1313,Water,Wetland,Water,Water,Water,Water,Water,Water
1314,Water,Wetland,Water,Water,Water,Water,Water,Forest
1315,Water,Wetland,Water,Water,Water,Forest,Wetland,Grassland
1316,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1317,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1318,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1319,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1320,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
1321,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1322,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
1323,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
1324,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
1325,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1326,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1327,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
1328,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1329,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1330,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1331,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
1332,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
1333,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1334,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1335,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1336,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
1337,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
1338,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1339,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1340,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
1341,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
1342,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
1343,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
1344,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
1345,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
1346,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
1347,Water,Bareland,Water,Water,Water,Water,Water,Water
1348,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
1349,Water,Built-up,Wetland,NULL,Wetland,Built-up,Water,Grassland
1350,Water,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1351,Water,Built-up,Wetland,Water,Wetland,Built-up,Water,Water
1352,Water,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Water,Water
1353,Water,Built-up,Bareland,Water,Non_Wetland,Built-up,Water,Water
1354,Water,Built-up,Bareland,Water,Non_Wetland,Built-up,Water,Forest
1355,Water,Built-up,Water,Water,Water,Wetland,Water,Water
1356,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1357,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1358,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1359,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1360,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
1361,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1362,Water,Water,NULL,NULL,Non_Wetland,Built-up,Water,Forest
1363,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1364,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
1365,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1366,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1367,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
1368,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1369,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1370,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1371,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1372,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1373,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1374,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
1375,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1376,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1377,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1378,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
1379,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1380,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1381,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1382,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1383,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
1384,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1385,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1386,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Wetland
1387,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
1388,Water,Water,NULL,Water,Non_Wetland,Built-up,Wetland,Forest
1389,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1390,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Wetland
1391,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1392,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1393,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
1394,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
1395,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
1396,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1397,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1398,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1399,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1400,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1401,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1402,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1403,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1404,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1405,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1406,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1407,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1408,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1409,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1410,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1411,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1412,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
1413,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Wetland,Grassland
1414,Water,Water,Shrubland,Water,Non_Wetland,Built-up,Water,Forest
1415,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1416,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
1417,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1418,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
1419,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1420,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1421,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1422,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1423,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1424,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
1425,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1426,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1427,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
1428,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1429,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1430,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1431,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
1432,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1433,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1434,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1435,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1436,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1437,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1438,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
1439,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1440,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1441,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1442,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1443,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1444,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1445,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
1446,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1447,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1448,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1449,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1450,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
1451,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1452,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1453,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
1454,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
1455,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1456,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
1457,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Wetland
1458,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1459,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
1460,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1461,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1462,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1463,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
1464,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1465,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1466,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1467,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1468,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1469,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
1470,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1471,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1472,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1473,Water,Water,Wetland,NULL,Wetland,Built-up,Water,Grassland
1474,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1475,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1476,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1477,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1478,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1479,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1480,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
1481,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
1482,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
1483,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1484,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1485,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1486,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1487,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1488,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1489,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1490,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1491,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1492,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
1493,Water,Water,Wetland,Non_Water,Wetland,Built-up,Water,Grassland
1494,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1495,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1496,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1497,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1498,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1499,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1500,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1501,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1502,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Wetland
1503,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1504,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1505,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1506,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1507,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1508,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1509,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1510,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
1511,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1512,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
1513,Water,Water,Wetland,Water,Wetland,Built-up,Wetland,Grassland
1514,Water,Water,Wetland,Water,Wetland,Built-up,Wetland,Forest
1515,Water,Water,Wetland,Water,Wetland,Built-up,Water,Grassland
1516,Water,Water,Wetland,Water,Wetland,Built-up,Water,Water
1517,Water,Water,Wetland,Water,Wetland,Built-up,Water,Forest
1518,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
1519,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1520,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1521,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
1522,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1523,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
1524,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
1525,Water,Water,Wetland,Water,Wetland,Water,Water,Water
1526,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
1527,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1528,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1529,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1530,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1531,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1532,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1533,Water,Water,Bareland,NULL,Non_Wetland,Built-up,Wetland,Forest
1534,Water,Water,Bareland,NULL,Non_Wetland,Built-up,Water,Grassland
1535,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1536,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
1537,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1538,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1539,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1540,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
1541,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1542,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1543,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1544,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1545,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1546,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1547,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1548,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
1549,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1550,Water,Water,Bareland,Non_Water,Non_Wetland,Built-up,Water,Grassland
1551,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1552,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1553,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1554,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1555,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
1556,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1557,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1558,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Wetland
1559,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1560,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1561,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1562,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1563,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1564,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1565,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
1566,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1567,Water,Water,Bareland,Water,Non_Wetland,Built-up,Wetland,Forest
1568,Water,Water,Bareland,Water,Non_Wetland,Built-up,Water,Grassland
1569,Water,Water,Bareland,Water,Non_Wetland,Built-up,Water,Water
1570,Water,Water,Bareland,Water,Non_Wetland,Built-up,Water,Forest
1571,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1572,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1573,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1574,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1575,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
1576,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
1577,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1578,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1579,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1580,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
1581,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
1582,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
1583,Water,Water,Built-up,Water,Non_Wetland,Built-up,Water,Water
1584,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
1585,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
1586,Water,Water,Water,NULL,Water,Wetland,Wetland,Wetland
1587,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
1588,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
1589,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
1590,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
1591,Water,Water,Water,NULL,Water,Wetland,Water,Water
1592,Water,Water,Water,NULL,Water,Wetland,Water,Forest
1593,Water,Water,Water,NULL,Water,Wetland,Forest,Water
