Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCE_M_R
2096,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
2097,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
2098,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
2099,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
2100,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
2101,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
2102,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
2103,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
2104,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,NULL
2105,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,NULL
2106,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
2107,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,NULL
2108,Water,Water,Wetland,NULL,Wetland,NULL,Water,NULL
2109,Water,Water,Wetland,NULL,Wetland,NULL,Forest,NULL
2110,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,NULL
2111,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2112,Water,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
2113,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,NULL
2114,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,NULL
2115,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2116,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2117,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,NULL
2118,Water,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
2119,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,NULL
2120,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,NULL
2121,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,NULL
2122,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,NULL
2123,Water,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
2124,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,NULL
2125,Water,Water,Wetland,NULL,Wetland,Built-up,Wetland,NULL
2126,Water,Water,Wetland,NULL,Wetland,Built-up,Built-up,NULL
2127,Water,Water,Wetland,NULL,Wetland,Built-up,Water,NULL
2128,Water,Water,Wetland,NULL,Wetland,Water,Grassland,NULL
2129,Water,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
2130,Water,Water,Wetland,NULL,Wetland,Water,Bareland,NULL
2131,Water,Water,Wetland,NULL,Wetland,Water,Built-up,NULL
2132,Water,Water,Wetland,NULL,Wetland,Water,Water,NULL
2133,Water,Water,Wetland,NULL,Wetland,Water,Forest,NULL
2134,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,NULL
2135,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,NULL
2136,Water,Water,Wetland,NULL,Wetland,Forest,Bareland,NULL
2137,Water,Water,Wetland,NULL,Wetland,Forest,Water,NULL
2138,Water,Water,Wetland,NULL,Wetland,Forest,Forest,NULL
2139,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,NULL
2140,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,NULL
2141,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
2142,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,NULL
2143,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
2144,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
2145,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
2146,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,NULL
2147,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
2148,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
2149,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
2150,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
2151,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
2152,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,NULL
2153,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
2154,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,NULL
2155,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
2156,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,NULL
2157,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
2158,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,NULL
2159,Water,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
2160,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2161,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
2162,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
2163,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
2164,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
2165,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
2166,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
2167,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
2168,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
2169,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
2170,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
2171,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Water,NULL
2172,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,NULL
2173,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
2174,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,NULL
2175,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
2176,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,NULL
2177,Water,Water,Built-up,NULL,Non_Wetland,Forest,Wetland,NULL
2178,Water,Water,Built-up,NULL,Non_Wetland,Forest,Water,NULL
2179,Water,Water,Water,NULL,Water,NULL,Wetland,NULL
2180,Water,Water,Water,NULL,Water,NULL,Water,NULL
2181,Water,Water,Water,NULL,Water,NULL,Forest,NULL
2182,Water,Water,Water,NULL,Water,Grassland,Water,NULL
2183,Water,Water,Water,NULL,Water,Wetland,Grassland,NULL
2184,Water,Water,Water,NULL,Water,Wetland,Wetland,NULL
2185,Water,Water,Water,NULL,Water,Wetland,Bareland,NULL
2186,Water,Water,Water,NULL,Water,Wetland,Water,NULL
2187,Water,Water,Water,NULL,Water,Wetland,Forest,NULL
2188,Water,Water,Water,NULL,Water,Bareland,Wetland,NULL
2189,Water,Water,Water,NULL,Water,Bareland,Bareland,NULL
2190,Water,Water,Water,NULL,Water,Bareland,Water,NULL
2191,Water,Water,Water,NULL,Water,Bareland,Forest,NULL
2192,Water,Water,Water,NULL,Water,Built-up,Built-up,NULL
2193,Water,Water,Water,NULL,Water,Built-up,Water,NULL
2194,Water,Water,Water,NULL,Water,Water,Wetland,NULL
2195,Water,Water,Water,NULL,Water,Water,Bareland,NULL
2196,Water,Water,Water,NULL,Water,Water,Water,NULL
2197,Water,Water,Water,NULL,Water,Water,Forest,NULL
2198,Water,Water,Water,NULL,Water,Forest,Wetland,NULL
2199,Water,Water,Water,NULL,Water,Forest,Water,NULL
2200,Water,Water,Water,NULL,Water,Forest,Forest,NULL
2201,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2202,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
2203,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2204,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2205,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,NULL
2206,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2207,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2208,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2209,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
2210,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
2211,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2212,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2213,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
2214,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
2215,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,NULL
2216,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
2217,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,NULL
2218,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
2219,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,NULL
2220,Water,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
2221,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
2222,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
2223,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,NULL
2224,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2225,Water,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
2226,Water,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
2227,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2228,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2229,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2230,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2231,Water,Forest,NULL,NULL,Non_Wetland,Water,Wetland,NULL
2232,Water,Forest,NULL,NULL,Non_Wetland,Water,Water,NULL
2233,Water,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
2234,Water,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2235,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2236,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2237,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2238,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2239,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2240,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2241,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2242,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
2243,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
2244,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
2245,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
2246,Water,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
2247,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2248,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
2249,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
2250,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
2251,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
2252,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
2253,Water,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
2254,Water,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
2255,Water,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
2256,Water,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
2257,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
2258,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
2259,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
2260,Water,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
2261,Water,Forest,Wetland,NULL,Wetland,NULL,Grassland,NULL
2262,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
2263,Water,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
2264,Water,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
2265,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2266,Water,Forest,Wetland,NULL,Wetland,Grassland,Water,NULL
2267,Water,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
2268,Water,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2269,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2270,Water,Forest,Wetland,NULL,Wetland,Wetland,Bareland,NULL
2271,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
2272,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
2273,Water,Forest,Wetland,NULL,Wetland,Bareland,Wetland,NULL
2274,Water,Forest,Wetland,NULL,Wetland,Bareland,Bareland,NULL
2275,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
2276,Water,Forest,Wetland,NULL,Wetland,Water,Water,NULL
2277,Water,Forest,Wetland,NULL,Wetland,Water,Forest,NULL
2278,Water,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
2279,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
2280,Water,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
2281,Water,Forest,Bareland,NULL,Non_Wetland,NULL,Water,NULL
2282,Water,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
2283,Water,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
2284,Water,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
2285,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
2286,Water,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
2287,Water,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
2288,Water,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
2289,Water,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
2290,Water,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
2291,Water,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
2292,Water,Forest,Water,NULL,Water,NULL,Water,NULL
2293,Water,Forest,Water,NULL,Water,Grassland,Wetland,NULL
2294,Water,Forest,Water,NULL,Water,Wetland,Wetland,NULL
2295,Water,Forest,Water,NULL,Water,Wetland,Water,NULL
2296,Water,Forest,Water,NULL,Water,Bareland,Bareland,NULL
2297,Water,Forest,Water,NULL,Water,Water,Wetland,NULL
2298,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2299,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2300,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2301,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2302,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2303,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2304,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2305,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2306,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2307,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
2308,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
2309,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,NULL
2310,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,NULL
2311,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2312,Water,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
2313,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2314,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2315,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2316,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2317,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2318,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2319,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
2320,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
2321,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2322,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
2323,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
2324,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
2325,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
2326,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
2327,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2328,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
2329,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2330,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2331,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
2332,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
2333,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
2334,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
2335,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2336,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2337,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2338,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2339,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
2340,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,Wetland,Water,NULL
2341,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2342,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2343,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
2344,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
2345,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2346,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
2347,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
2348,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
2349,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,NULL
2350,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Water,Bareland,NULL
2351,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
2352,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Bareland,Bareland,NULL
2353,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
2354,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
2355,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2356,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
2357,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland,Bareland,NULL
2358,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
2359,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Bareland,NULL
2360,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Water,NULL
2361,Permanent_ice_and_snow,Water,Water,NULL,Water,Wetland,Bareland,NULL
2362,Permanent_ice_and_snow,Water,Water,NULL,Water,Bareland,Bareland,NULL
2363,Permanent_ice_and_snow,Water,Water,NULL,Water,Water,Bareland,NULL
2364,Permanent_ice_and_snow,Water,Water,NULL,Water,Water,Water,NULL
2365,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland,Bareland,NULL
2366,Permanent_ice_and_snow,Permanent_ice_and_snow,Wetland,NULL,Wetland,Water,Bareland,NULL
2367,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,Bareland,Bareland,NULL
2368,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
2369,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2370,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
2371,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2372,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2373,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2374,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2375,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2376,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
2377,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
2378,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
2379,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
2380,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2381,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
2382,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
2383,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
2384,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
2385,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
2386,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2387,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2388,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Bareland,Wetland,NULL
2389,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Bareland,Bareland,NULL
2390,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
2391,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
2392,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
2393,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
2394,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
2395,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
2396,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
2397,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2398,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2399,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2400,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2401,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2402,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2403,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
2404,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2405,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2406,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2407,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
2408,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
2409,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2410,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2411,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2412,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2413,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
2414,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
2415,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2416,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
2417,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
2418,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
2419,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
2420,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2421,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2422,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
2423,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
2424,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2425,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2426,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
2427,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
2428,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
2429,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
2430,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,NULL
