Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NZK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NZK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NZK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NZK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NZK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NZK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NZK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NZK_M_R
1742,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1743,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1744,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1745,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1746,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1747,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1748,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1749,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1750,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1751,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1752,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1753,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1754,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1755,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
1756,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1757,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1758,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1759,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1760,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1761,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1762,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1763,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1764,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1765,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1766,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1767,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1768,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1769,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1770,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1771,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1772,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1773,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1774,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1775,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
1776,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1777,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1778,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1779,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1780,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1781,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1782,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1783,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1784,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1785,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1786,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1787,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1788,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1789,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1790,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1791,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1792,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1793,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1794,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1795,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1796,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1797,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1798,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1799,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1800,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1801,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1802,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1803,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1804,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1805,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1806,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1807,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1808,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1809,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1810,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1811,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1812,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1813,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
1814,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1815,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1816,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1817,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1818,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1819,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1820,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1821,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1822,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1823,Forest,Wetland,Water,NULL,Water,NULL,NULL,NULL
1824,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1825,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1826,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
1827,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
1828,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1829,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1830,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1831,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1832,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
1833,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
1834,Forest,Wetland,Water,Water,Water,NULL,NULL,Bareland
1835,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
1836,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
1837,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1838,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1839,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1840,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1841,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1842,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1843,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1844,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,NULL
1845,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1846,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1847,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1848,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1849,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1850,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1851,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1852,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1853,Forest,Bareland,Water,Water,Water,NULL,NULL,Bareland
1854,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1855,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1856,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1857,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1858,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1859,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1860,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1861,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1862,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1863,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1864,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1865,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1866,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1867,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1868,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1869,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1870,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1871,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1872,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1873,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1874,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1875,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1876,Forest,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1877,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1878,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1879,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1880,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1881,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1882,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1883,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1884,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1885,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1886,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1887,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1888,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1889,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1890,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1891,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1892,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1893,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1894,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1895,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1896,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1897,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1898,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1899,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1900,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1901,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1902,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1903,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1904,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1905,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1906,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1907,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1908,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1909,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1910,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1911,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1912,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1913,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1914,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1915,Forest,Water,Wetland,Water,Wetland,NULL,NULL,NULL
1916,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1917,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1918,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1919,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1920,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1921,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1922,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1923,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1924,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1925,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1926,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1927,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
1928,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
1929,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1930,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1931,Forest,Water,Water,Non_Water,Water,NULL,NULL,NULL
1932,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1933,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1934,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1935,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1936,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1937,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
1938,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
1939,Forest,Water,Water,Water,Water,NULL,NULL,Water
1940,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1941,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1942,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1943,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1944,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1945,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1946,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1947,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1948,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1949,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1950,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1951,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1952,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1953,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1954,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1955,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1956,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1957,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1958,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1959,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1960,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1961,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1962,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1963,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1964,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1965,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1966,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1967,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1968,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1969,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1970,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1971,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1972,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1973,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1974,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1975,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1976,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1977,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1978,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1979,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1980,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1981,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1982,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1983,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1984,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1985,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1986,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1987,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1988,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1989,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1990,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1991,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1992,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1993,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1994,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1995,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1996,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1997,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1998,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1999,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2000,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2001,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2002,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2003,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2004,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2005,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
2006,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2007,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
2008,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2009,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2010,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2011,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2012,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2013,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2014,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2015,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2016,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2017,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2018,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2019,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
2020,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2021,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2022,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
2023,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
2024,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
2025,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
2026,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
2027,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
2028,Forest,Forest,Water,Non_Water,Water,NULL,NULL,NULL
2029,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
2030,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
2031,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2032,Forest,Forest,Water,Water,Water,NULL,NULL,NULL
2033,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
2034,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
2035,Forest,Forest,Water,Water,Water,NULL,NULL,Water
2036,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
2037,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2038,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2039,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2040,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2041,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2042,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2043,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2044,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2045,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2046,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2047,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
2048,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2049,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2050,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2051,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
