Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MCQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MCQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MCQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MCQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MCQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MCQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MCQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MCQ_M_R
1831,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Water
1832,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1833,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Grassland
1834,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Water
1835,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
1836,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1837,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1838,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1839,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Forest
1840,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1841,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1842,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1843,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1844,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Water
1845,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
1846,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1847,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
1848,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Water
1849,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
1850,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Water,Grassland
1851,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Water,Water
1852,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Water,Forest
1853,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Forest,Forest
1854,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1855,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
1856,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1857,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Grassland
1858,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Water
1859,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
1860,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Water
1861,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
1862,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Water
1863,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1864,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Water
1865,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
1866,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
