Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFC_M_R
3302,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3303,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3304,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3305,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3306,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3307,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3308,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3309,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3310,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
3311,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3312,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
3313,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
3314,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3315,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3316,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3317,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3318,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3319,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3320,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3321,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3322,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3323,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3324,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
3325,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3326,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3327,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3328,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3329,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3330,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3331,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3332,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3333,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3334,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
3335,Cropland,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
3336,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3337,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3338,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3339,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3340,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
3341,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3342,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3343,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3344,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3345,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3346,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3347,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3348,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
3349,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3350,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3351,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3352,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3353,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3354,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3355,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3356,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3357,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
3358,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3359,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3360,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3361,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3362,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3363,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3364,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
3365,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3366,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3367,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3368,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3369,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3370,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3371,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3372,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
3373,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3374,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3375,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3376,Cropland,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
3377,Cropland,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3378,Cropland,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3379,Cropland,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3380,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3381,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3382,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3383,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3384,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3385,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3386,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3387,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3388,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3389,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3390,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3391,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3392,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3393,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3394,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3395,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3396,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3397,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3398,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3399,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3400,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3401,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3402,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3403,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3404,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
3405,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
3406,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
3407,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
3408,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3409,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3410,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3411,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
3412,Cropland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
3413,Cropland,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
3414,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3415,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3416,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3417,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3418,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3419,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3420,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3421,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3422,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3423,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3424,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3425,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3426,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3427,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3428,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3429,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3430,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3431,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3432,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3433,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3434,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3435,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3436,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3437,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3438,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3439,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3440,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3441,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3442,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3443,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3444,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3445,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3446,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3447,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3448,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3449,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3450,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3451,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3452,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3453,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3454,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Built-up
3455,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3456,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3457,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3458,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3459,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3460,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3461,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3462,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3463,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
3464,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3465,Cropland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
3466,Cropland,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
3467,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3468,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3469,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
3470,Cropland,Forest,Wetland,NULL,Wetland,Cropland,Grassland,Forest
3471,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3472,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3473,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
3474,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
3475,Cropland,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
3476,Cropland,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
3477,Cropland,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
3478,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3479,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3480,Cropland,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
3481,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
3482,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3483,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3484,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3485,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3486,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3487,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3488,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3489,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3490,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3491,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3492,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3493,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3494,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
3495,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3496,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3497,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3498,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3499,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3500,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3501,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
3502,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3503,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3504,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
3505,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3506,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3507,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
3508,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3509,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3510,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3511,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3512,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3513,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3514,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
3515,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3516,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
3517,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3518,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3519,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3520,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
3521,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
3522,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3523,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
3524,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
3525,Wetland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3526,Wetland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
3527,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3528,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3529,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3530,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3531,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3532,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3533,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3534,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3535,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3536,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3537,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
3538,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
3539,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3540,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3541,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3542,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3543,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3544,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3545,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3546,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3547,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3548,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3549,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3550,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
3551,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3552,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Wetland
3553,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Bareland
3554,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
3555,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Bareland
3556,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
3557,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3558,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3559,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3560,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
3561,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3562,Wetland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
3563,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3564,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3565,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
3566,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3567,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3568,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3569,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3570,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
3571,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
3572,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3573,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
3574,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
3575,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3576,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
3577,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
3578,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
3579,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
3580,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
3581,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
3582,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Water
3583,Wetland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
3584,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3585,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3586,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
3587,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3588,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
3589,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3590,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3591,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
3592,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3593,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3594,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3595,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3596,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
3597,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
3598,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
3599,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
3600,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
3601,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
3602,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
3603,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3604,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3605,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
3606,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
3607,Wetland,NULL,Wetland,Water,NULL,Wetland,Water,Wetland
3608,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3609,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
3610,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
3611,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
3612,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
3613,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3614,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3615,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
3616,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
3617,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
3618,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
3619,Wetland,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
3620,Wetland,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
