Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NTA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NTA_M_R
1033,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
1034,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
1035,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1036,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1037,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
1038,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1039,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1040,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1041,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1042,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
1043,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
1044,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1045,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
1046,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
1047,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
1048,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1049,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
1050,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
1051,Water,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
1052,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1053,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1054,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1055,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1056,Water,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
1057,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1058,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1059,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1060,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
1061,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1062,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1063,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1064,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
1065,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1066,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
1067,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1068,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
1069,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
1070,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1071,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1072,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
1073,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1074,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
1075,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1076,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1077,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1078,Water,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
1079,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
1080,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1081,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
1082,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
1083,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1084,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1085,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1086,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1087,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
1088,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
1089,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1090,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1091,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Water
1092,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
1093,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1094,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1095,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1096,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1097,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1098,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
1099,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1100,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1101,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
1102,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1103,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1104,Water,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1105,Water,NULL,Water,NULL,Water,Grassland,Water,Grassland
1106,Water,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
1107,Water,NULL,Water,NULL,Water,Wetland,Grassland,Water
1108,Water,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1109,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
1110,Water,NULL,Water,NULL,Water,Water,Shrubland,Bareland
1111,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
1112,Water,NULL,Water,NULL,Water,Water,Grassland,Bareland
1113,Water,NULL,Water,NULL,Water,Water,Grassland,Water
1114,Water,NULL,Water,NULL,Water,Water,Grassland,Forest
1115,Water,NULL,Water,NULL,Water,Water,Wetland,Forest
1116,Water,NULL,Water,NULL,Water,Water,Water,Grassland
1117,Water,NULL,Water,NULL,Water,Water,Water,Wetland
1118,Water,NULL,Water,NULL,Water,Water,Water,Bareland
1119,Water,NULL,Water,NULL,Water,Water,Water,Water
1120,Water,NULL,Water,NULL,Water,Water,Water,Forest
1121,Water,NULL,Water,NULL,Water,Water,Forest,Grassland
1122,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
1123,Water,NULL,Water,Water,Water,Grassland,Water,Grassland
1124,Water,NULL,Water,Water,Water,Wetland,Grassland,Wetland
1125,Water,NULL,Water,Water,Water,Wetland,Grassland,Forest
1126,Water,NULL,Water,Water,Water,Wetland,Bareland,Grassland
1127,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
1128,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
1129,Water,NULL,Water,Water,Water,Wetland,Water,Forest
1130,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
1131,Water,NULL,Water,Water,Water,Water,Grassland,Wetland
1132,Water,NULL,Water,Water,Water,Water,Grassland,Forest
1133,Water,NULL,Water,Water,Water,Water,Wetland,Water
1134,Water,NULL,Water,Water,Water,Water,Water,Grassland
1135,Water,NULL,Water,Water,Water,Water,Water,Wetland
1136,Water,NULL,Water,Water,Water,Water,Water,Bareland
1137,Water,NULL,Water,Water,Water,Water,Water,Water
1138,Water,NULL,Water,Water,Water,Water,Water,Forest
1139,Water,NULL,Water,Water,Water,Water,Forest,Water
1140,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1141,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1142,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1143,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1144,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1145,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1146,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1147,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1148,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
1149,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1150,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1151,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1152,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1153,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1154,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
1155,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
1156,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1157,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
1158,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
1159,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
1160,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
1161,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1162,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1163,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1164,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
1165,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
1166,Water,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1167,Water,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
1168,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
1169,Water,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
1170,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
1171,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Water
1172,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1173,Water,Cropland,Wetland,NULL,Wetland,NULL,Forest,Forest
1174,Water,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1175,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Forest,Water
1176,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1177,Water,Cropland,Water,Water,Water,Wetland,Grassland,Grassland
1178,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1179,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1180,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1181,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1182,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1183,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1184,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1185,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1186,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1187,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1188,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1189,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1190,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
1191,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1192,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1193,Water,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1194,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1195,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
1196,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
1197,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
1198,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1199,Water,Wetland,Water,Water,Water,Bareland,Water,Grassland
1200,Water,Wetland,Water,Water,Water,Water,Water,Grassland
1201,Water,Wetland,Water,Water,Water,Water,Water,Water
1202,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1203,Water,Wetland,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1204,Water,Bareland,Wetland,NULL,Wetland,Water,Wetland,Water
1205,Water,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1206,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Bareland
1207,Water,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
1208,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
1209,Water,Bareland,Water,Water,Water,Bareland,Water,Water
1210,Water,Bareland,Water,Water,Water,Water,Water,Grassland
1211,Water,Bareland,Water,Water,Water,Water,Water,Water
1212,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1213,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1214,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
1215,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1216,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1217,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1218,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1219,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1220,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1221,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1222,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1223,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
1224,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
1225,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1226,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1227,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1228,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
1229,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1230,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
1231,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1232,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1233,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
1234,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1235,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1236,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1237,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
1238,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1239,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1240,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
1241,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
1242,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1243,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
1244,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
1245,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1246,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1247,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
1248,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1249,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1250,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
1251,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
1252,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
1253,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1254,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1255,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1256,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1257,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
1258,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1259,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1260,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
1261,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1262,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1263,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1264,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1265,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1266,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
1267,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
1268,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
1269,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
1270,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1271,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1272,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1273,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
1274,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
1275,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1276,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1277,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
1278,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1279,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1280,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1281,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
1282,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1283,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1284,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1285,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1286,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
1287,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1288,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1289,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
1290,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1291,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1292,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1293,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1294,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1295,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1296,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1297,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
1298,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1299,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1300,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1301,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
1302,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1303,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
1304,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1305,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
1306,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1307,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
1308,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
1309,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
1310,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
1311,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
1312,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
1313,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1314,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1315,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
1316,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1317,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1318,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
1319,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
1320,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1321,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1322,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
1323,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
1324,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
1325,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
1326,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
1327,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1328,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1329,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1330,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
1331,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1332,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1333,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1334,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1335,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1336,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1337,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1338,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1339,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
1340,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
1341,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1342,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1343,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1344,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1345,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1346,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
1347,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1348,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1349,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1350,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1351,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1352,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
1353,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1354,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1355,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
1356,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1357,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
1358,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
1359,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
1360,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1361,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1362,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1363,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1364,Water,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
1365,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
1366,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1367,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
1368,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
1369,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
1370,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1371,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1372,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
1373,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
1374,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1375,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
1376,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
