Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KNT_M_R
10866,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
10867,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
10868,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
10869,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
10870,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
10871,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
10872,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
10873,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,NULL
10874,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
10875,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Cropland
10876,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
10877,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
10878,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
10879,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
10880,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10881,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10882,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
10883,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10884,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10885,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
10886,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10887,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
10888,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
10889,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
10890,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
10891,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
10892,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
10893,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
10894,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
10895,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
10896,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
10897,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
10898,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
10899,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
10900,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
10901,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
10902,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
10903,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
10904,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
10905,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
10906,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
10907,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
10908,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
10909,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
10910,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
10911,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
10912,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
10913,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10914,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10915,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
10916,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
10917,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
10918,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
10919,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
10920,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10921,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10922,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
10923,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
10924,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
10925,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10926,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10927,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
10928,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
10929,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
10930,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
10931,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10932,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
10933,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
10934,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
10935,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
10936,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
10937,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
10938,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
10939,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
10940,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
10941,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
10942,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
10943,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10944,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
10945,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
10946,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
10947,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
10948,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
10949,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
10950,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
10951,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
10952,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
10953,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
10954,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
10955,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
10956,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10957,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
10958,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10959,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
10960,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
10961,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10962,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
10963,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10964,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
10965,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
10966,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
10967,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
10968,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
10969,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
10970,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Water
10971,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
10972,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
10973,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
10974,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
10975,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
10976,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
10977,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
10978,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
10979,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
10980,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
10981,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
10982,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
10983,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
10984,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10985,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
10986,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
10987,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
10988,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
10989,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Water,Grassland
10990,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
10991,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Bareland
10992,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
10993,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
10994,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
10995,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Cropland
10996,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
10997,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Water
10998,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
10999,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
11000,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
11001,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
11002,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
11003,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
11004,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
11005,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
11006,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
11007,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
11008,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
11009,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
11010,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
11011,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
11012,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
11013,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
11014,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
11015,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11016,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
11017,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
11018,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
11019,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,NULL
11020,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
11021,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
11022,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
11023,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11024,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
11025,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
11026,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
11027,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
11028,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
11029,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Cropland
11030,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
11031,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
11032,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
11033,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
11034,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
11035,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
11036,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Built-up,Water
11037,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
11038,Bareland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Wetland
11039,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
11040,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
11041,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
11042,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
11043,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
11044,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Bareland
11045,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
11046,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
11047,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
11048,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
11049,Bareland,NULL,Wetland,Water,Wetland,Water,Bareland,Water
11050,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
11051,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
11052,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11053,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11054,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
11055,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
11056,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
11057,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
11058,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
11059,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
11060,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
11061,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
11062,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
11063,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
11064,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
11065,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
11066,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
11067,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
11068,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
11069,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
11070,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
11071,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
11072,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
11073,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
11074,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
11075,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
11076,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
11077,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
11078,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
11079,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
11080,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
11081,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
11082,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
11083,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
11084,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
11085,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
11086,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Cropland
11087,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
11088,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
11089,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
11090,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Bareland
11091,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
11092,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
11093,Bareland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
11094,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
11095,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
11096,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
11097,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
11098,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
11099,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11100,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
11101,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
11102,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
11103,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
11104,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
11105,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
11106,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
11107,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
11108,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
11109,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
11110,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
11111,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
11112,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
11113,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
11114,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
11115,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
11116,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
11117,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Cropland
11118,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Bareland
11119,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
11120,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
11121,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
11122,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
11123,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
11124,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
11125,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
11126,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11127,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11128,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
11129,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
11130,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
11131,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
11132,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
11133,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
11134,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
11135,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
11136,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
11137,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
11138,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
11139,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
11140,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
11141,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
11142,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
11143,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
11144,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
11145,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
11146,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
11147,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
11148,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Cropland
11149,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
11150,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
11151,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
11152,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
11153,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
11154,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
11155,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
11156,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
11157,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
11158,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
11159,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
11160,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
11161,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
11162,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
11163,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
11164,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
11165,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
11166,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
11167,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
11168,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
11169,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
11170,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
11171,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
11172,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
11173,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
11174,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
11175,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Water
11176,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
11177,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Water
11178,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
11179,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
11180,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Cropland
11181,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Bareland
11182,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
11183,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
11184,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest,Water,Forest
