Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNF_M_R
8814,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
8815,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
8816,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
8817,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
8818,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
8819,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8820,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
8821,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
8822,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
8823,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Wetland
8824,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
8825,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8826,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8827,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
8828,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
8829,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,NULL
8830,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
8831,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
8832,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
8833,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8834,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
8835,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
8836,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8837,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8838,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8839,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
8840,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
8841,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
8842,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
8843,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8844,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
8845,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
8846,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8847,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
8848,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
8849,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8850,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8851,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
8852,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
8853,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
8854,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
8855,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8856,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
8857,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8858,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
8859,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
8860,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
8861,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
8862,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8863,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
8864,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
8865,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
8866,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8867,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
8868,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
8869,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
8870,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
8871,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
8872,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
8873,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8874,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
8875,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
8876,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
8877,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
8878,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
8879,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8880,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
8881,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8882,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8883,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
8884,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8885,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8886,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8887,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8888,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
8889,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
8890,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
8891,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
8892,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8893,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
8894,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
8895,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
8896,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8897,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8898,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8899,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
8900,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
8901,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8902,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8903,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8904,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8905,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
8906,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8907,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
8908,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
8909,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
8910,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
8911,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
8912,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
8913,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
8914,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
8915,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8916,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8917,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
8918,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
8919,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8920,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8921,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
8922,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
8923,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
8924,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8925,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
8926,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
8927,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8928,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8929,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8930,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
8931,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8932,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
8933,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8934,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8935,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
8936,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8937,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
8938,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
8939,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
8940,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
8941,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
8942,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Cropland
8943,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
8944,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
8945,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
8946,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
8947,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
8948,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8949,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8950,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
8951,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
8952,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8953,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
8954,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8955,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
8956,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
8957,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
8958,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
8959,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
8960,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8961,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8962,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
8963,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
8964,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
8965,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8966,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
8967,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
8968,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
8969,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
8970,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
8971,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
8972,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
8973,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
8974,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
8975,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
8976,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
8977,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
8978,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
8979,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8980,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
8981,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8982,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8983,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8984,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8985,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8986,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8987,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8988,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
8989,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
8990,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8991,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8992,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
8993,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
8994,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
8995,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8996,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8997,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8998,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8999,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
9000,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9001,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
9002,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9003,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9004,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9005,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
9006,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9007,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
9008,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9009,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
9010,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9011,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
9012,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
9013,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
9014,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
9015,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
9016,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
9017,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
9018,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
9019,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9020,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
9021,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
9022,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
9023,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9024,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9025,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
9026,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
9027,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
9028,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
9029,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
9030,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9031,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
9032,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9033,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
9034,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
9035,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9036,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
9037,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9038,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9039,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
9040,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9041,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9042,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9043,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9044,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
9045,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9046,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9047,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
9048,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
9049,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
9050,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9051,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
9052,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9053,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
9054,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
9055,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
9056,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
9057,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Wetland
9058,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
9059,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
9060,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
9061,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
9062,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
9063,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
9064,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
9065,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
9066,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
9067,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9068,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
9069,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
9070,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
9071,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
9072,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9073,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
9074,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
9075,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9076,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
9077,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
9078,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
9079,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
9080,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
9081,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9082,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
9083,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9084,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
9085,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
9086,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
9087,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
9088,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
9089,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9090,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
9091,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
9092,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
9093,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
9094,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9095,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9096,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9097,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9098,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
9099,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9100,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9101,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
9102,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
9103,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
9104,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
9105,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9106,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
9107,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9108,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
9109,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9110,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9111,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
9112,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
9113,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9114,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
9115,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9116,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
9117,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
9118,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
9119,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
9120,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
9121,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
