Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MWT_M_R
3006,NULL,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
3007,NULL,Water,Wetland,Water,Wetland,Water,Bareland,Wetland
3008,NULL,Water,Wetland,Water,Wetland,Water,Bareland,Water
3009,NULL,Water,Wetland,Water,Wetland,Water,Built-up,Grassland
3010,NULL,Water,Wetland,Water,Wetland,Water,Built-up,Wetland
3011,NULL,Water,Wetland,Water,Wetland,Water,Built-up,Water
3012,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
3013,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
3014,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
3015,NULL,Water,Wetland,Water,Wetland,Water,Water,Forest
3016,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Grassland
3017,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
3018,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
3019,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Wetland
3020,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Bareland,Wetland
3021,NULL,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3022,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3023,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3024,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3025,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3026,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3027,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
3028,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
3029,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3030,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3031,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3032,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3033,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Wetland
3034,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3035,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
3036,NULL,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3037,NULL,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
3038,NULL,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3039,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3040,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3041,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3042,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3043,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3044,NULL,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3045,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
3046,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3047,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Bareland,Grassland
3048,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Bareland,Wetland
3049,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Bareland,Forest
3050,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3051,NULL,Water,Bareland,Water,Non_Wetland,Bareland,NULL,Grassland
3052,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
3053,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
3054,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Wetland
3055,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
3056,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
3057,NULL,Water,Bareland,Water,Non_Wetland,Built-up,Built-up,Grassland
3058,NULL,Water,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
3059,NULL,Water,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
3060,NULL,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
3061,NULL,Water,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
3062,NULL,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
3063,NULL,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
3064,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
3065,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
3066,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
3067,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
3068,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
3069,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
3070,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3071,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
3072,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3073,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3074,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
3075,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Wetland
3076,NULL,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3077,NULL,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
3078,NULL,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
3079,NULL,Water,Built-up,NULL,Non_Wetland,Water,Water,Wetland
3080,NULL,Water,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Water
3081,NULL,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
3082,NULL,Water,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Wetland
3083,NULL,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
3084,NULL,Water,Built-up,Non_Water,Non_Wetland,Water,Built-up,Grassland
3085,NULL,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Wetland
3086,NULL,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
3087,NULL,Water,Built-up,Water,Non_Wetland,Wetland,NULL,Water
3088,NULL,Water,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
3089,NULL,Water,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
3090,NULL,Water,Built-up,Water,Non_Wetland,Wetland,Water,Wetland
3091,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Water,Wetland
3092,NULL,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
3093,NULL,Water,Built-up,Water,Non_Wetland,Water,Bareland,Grassland
3094,NULL,Water,Built-up,Water,Non_Wetland,Water,Built-up,Grassland
3095,NULL,Water,Built-up,Water,Non_Wetland,Water,Built-up,Wetland
3096,NULL,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
3097,NULL,Water,Water,NULL,Water,Wetland,Grassland,Grassland
3098,NULL,Water,Water,NULL,Water,Wetland,Wetland,Grassland
3099,NULL,Water,Water,NULL,Water,Wetland,Water,Grassland
3100,NULL,Water,Water,NULL,Water,Wetland,Water,Wetland
3101,NULL,Water,Water,NULL,Water,Wetland,Water,Forest
3102,NULL,Water,Water,NULL,Water,Bareland,Wetland,Grassland
3103,NULL,Water,Water,NULL,Water,Bareland,Water,Water
3104,NULL,Water,Water,NULL,Water,Bareland,Water,Forest
3105,NULL,Water,Water,NULL,Water,Water,Wetland,Wetland
3106,NULL,Water,Water,NULL,Water,Water,Water,Grassland
3107,NULL,Water,Water,NULL,Water,Water,Water,Wetland
3108,NULL,Water,Water,NULL,Water,Water,Water,Bareland
3109,NULL,Water,Water,NULL,Water,Water,Water,Water
3110,NULL,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
3111,NULL,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
3112,NULL,Water,Water,Non_Water,Water,Wetland,Water,Grassland
3113,NULL,Water,Water,Non_Water,Water,Wetland,Water,Wetland
3114,NULL,Water,Water,Non_Water,Water,Wetland,Water,Forest
3115,NULL,Water,Water,Non_Water,Water,Bareland,Bareland,Grassland
3116,NULL,Water,Water,Non_Water,Water,Bareland,Water,Wetland
3117,NULL,Water,Water,Non_Water,Water,Built-up,Water,Grassland
3118,NULL,Water,Water,Non_Water,Water,Water,Water,Grassland
3119,NULL,Water,Water,Non_Water,Water,Water,Water,Forest
3120,NULL,Water,Water,Water,Water,Wetland,Grassland,Grassland
3121,NULL,Water,Water,Water,Water,Wetland,Wetland,Grassland
3122,NULL,Water,Water,Water,Water,Wetland,Wetland,Forest
3123,NULL,Water,Water,Water,Water,Wetland,Bareland,Grassland
3124,NULL,Water,Water,Water,Water,Wetland,Water,Grassland
3125,NULL,Water,Water,Water,Water,Wetland,Water,Wetland
3126,NULL,Water,Water,Water,Water,Wetland,Water,Forest
3127,NULL,Water,Water,Water,Water,Wetland,Forest,Forest
3128,NULL,Water,Water,Water,Water,Bareland,Bareland,Grassland
3129,NULL,Water,Water,Water,Water,Bareland,Built-up,Wetland
3130,NULL,Water,Water,Water,Water,Bareland,Water,Grassland
3131,NULL,Water,Water,Water,Water,Bareland,Water,Wetland
3132,NULL,Water,Water,Water,Water,Bareland,Water,Water
3133,NULL,Water,Water,Water,Water,Built-up,Built-up,Grassland
3134,NULL,Water,Water,Water,Water,Built-up,Built-up,Wetland
3135,NULL,Water,Water,Water,Water,Built-up,Water,Grassland
3136,NULL,Water,Water,Water,Water,Built-up,Water,Water
3137,NULL,Water,Water,Water,Water,Water,Grassland,Grassland
3138,NULL,Water,Water,Water,Water,Water,Grassland,Water
3139,NULL,Water,Water,Water,Water,Water,Wetland,Grassland
3140,NULL,Water,Water,Water,Water,Water,Wetland,Wetland
3141,NULL,Water,Water,Water,Water,Water,Wetland,Water
3142,NULL,Water,Water,Water,Water,Water,Wetland,Forest
3143,NULL,Water,Water,Water,Water,Water,Bareland,Grassland
3144,NULL,Water,Water,Water,Water,Water,Water,Grassland
3145,NULL,Water,Water,Water,Water,Water,Water,Wetland
3146,NULL,Water,Water,Water,Water,Water,Water,Water
3147,NULL,Water,Water,Water,Water,Water,Water,Forest
3148,NULL,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3149,NULL,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3150,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3151,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3152,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3153,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
3154,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3155,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3156,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3157,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3158,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3159,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3160,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3161,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3162,NULL,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3163,NULL,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3164,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3165,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3166,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3167,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3168,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3169,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3170,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3171,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3172,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3173,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3174,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3175,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3176,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3177,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3178,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3179,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3180,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
3181,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3182,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3183,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3184,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3185,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3186,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3187,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3188,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3189,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3190,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3191,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3192,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3193,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3194,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3195,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3196,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3197,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3198,NULL,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3199,NULL,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3200,NULL,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
3201,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3202,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3203,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3204,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3205,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3206,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3207,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3208,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3209,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3210,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3211,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3212,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3213,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3214,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3215,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3216,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3217,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3218,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3219,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3220,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3221,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3222,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3223,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
3224,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3225,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3226,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3227,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3228,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3229,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3230,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3231,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3232,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
3233,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
3234,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3235,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3236,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3237,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3238,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3239,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3240,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
3241,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3242,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
3243,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
3244,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3245,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3246,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3247,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3248,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3249,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3250,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3251,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3252,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3253,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3254,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
3255,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
3256,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3257,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
3258,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
3259,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3260,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
3261,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
3262,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3263,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3264,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3265,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3266,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3267,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3268,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3269,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3270,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3271,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3272,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3273,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3274,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3275,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3276,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3277,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3278,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3279,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3280,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3281,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
3282,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
3283,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3284,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3285,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3286,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3287,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3288,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3289,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3290,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3291,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3292,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3293,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3294,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3295,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
3296,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
3297,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3298,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3299,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3300,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
3301,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
3302,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
3303,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3304,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3305,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3306,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3307,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3308,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3309,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3310,NULL,Forest,Grassland,Water,Non_Wetland,Grassland,Bareland,Forest
3311,NULL,Forest,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
3312,NULL,Forest,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
3313,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3314,NULL,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
3315,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
3316,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3317,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3318,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3319,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
3320,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3321,NULL,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
3322,NULL,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
3323,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
3324,NULL,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
3325,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3326,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3327,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3328,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3329,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3330,NULL,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
3331,NULL,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
3332,NULL,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
3333,NULL,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
3334,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3335,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
3336,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3337,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3338,NULL,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
3339,NULL,Forest,Wetland,NULL,Wetland,Bareland,Water,Grassland
3340,NULL,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
3341,NULL,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
3342,NULL,Forest,Wetland,NULL,Wetland,Built-up,Bareland,Built-up
3343,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
3344,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
3345,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
3346,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
