Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEC_M_R
1703,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
1704,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1705,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1706,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1707,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
1708,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1709,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1710,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1711,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1712,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1713,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1714,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1715,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Built-up
1716,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1717,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1718,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1719,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1720,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
1721,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1722,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
1723,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
1724,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
1725,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1726,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1727,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Water
1728,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1729,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
1730,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
1731,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1732,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
1733,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1734,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1735,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1736,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
1737,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
1738,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1739,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1740,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1741,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1742,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
1743,NULL,Built-up,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1744,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
1745,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1746,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1747,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
1748,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
1749,NULL,Water,NULL,Water,Non_Wetland,NULL,Water,Water
1750,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1751,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1752,NULL,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
1753,NULL,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
1754,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
1755,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1756,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1757,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1758,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1759,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1760,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1761,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
1762,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
1763,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
1764,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1765,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
1766,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
1767,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
1768,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
1769,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1770,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1771,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
1772,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
1773,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1774,NULL,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1775,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1776,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
1777,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1778,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1779,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
1780,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1781,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1782,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1783,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
1784,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1785,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
1786,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
1787,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
1788,NULL,Water,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
1789,NULL,Water,Built-up,Water,Non_Wetland,NULL,Water,Water
1790,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
1791,NULL,Water,Water,NULL,Water,NULL,Water,Water
1792,NULL,Water,Water,Non_Water,Water,Water,NULL,Grassland
1793,NULL,Water,Water,Water,Water,NULL,Water,Water
1794,NULL,Water,Water,Water,Water,Bareland,Water,Water
1795,NULL,Water,Water,Water,Water,Water,Water,Water
1796,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1797,NULL,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
1798,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1799,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1800,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1801,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1802,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
1803,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1804,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1805,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1806,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1807,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1808,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1809,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1810,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1811,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1812,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1813,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1814,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1815,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1816,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1817,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1818,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1819,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
1820,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1821,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1822,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
1823,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1824,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1825,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1826,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1827,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1828,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1829,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1830,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1831,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1832,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1833,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1834,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1835,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1836,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1837,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
1838,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
1839,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1840,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1841,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1842,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1843,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1844,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1845,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1846,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1847,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1848,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1849,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1850,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
1851,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1852,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1853,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
1854,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1855,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1856,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1857,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1858,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1859,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1860,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1861,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1862,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1863,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1864,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1865,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1866,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1867,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1868,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1869,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1870,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1871,NULL,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
1872,NULL,Forest,Cropland,NULL,Non_Wetland,Water,Water,Forest
1873,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1874,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
1875,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1876,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1877,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
1878,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1879,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1880,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1881,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1882,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1883,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1884,NULL,Forest,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
1885,NULL,Forest,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1886,NULL,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
1887,NULL,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
1888,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1889,NULL,Forest,Wetland,Non_Water,Wetland,Water,NULL,Grassland
1890,NULL,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1891,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1892,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1893,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1894,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1895,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1896,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1897,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1898,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1899,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Water,Cropland
1900,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1901,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1902,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1903,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1904,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1905,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1906,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1907,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1908,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1909,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1910,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1911,NULL,Forest,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1912,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
1913,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1914,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1915,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1916,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1917,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1918,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1919,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1920,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1921,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
1922,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1923,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1924,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1925,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
1926,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1927,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1928,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1929,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1930,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1931,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1932,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1933,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1934,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1935,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1936,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1937,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
1938,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1939,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1940,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1941,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1942,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1943,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
1944,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
1945,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
1946,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1947,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
1948,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1949,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1950,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1951,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
1952,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1953,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
1954,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1955,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
1956,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1957,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1958,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1959,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1960,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1961,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1962,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1963,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1964,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1965,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Cropland
1966,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
1967,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1968,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
1969,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1970,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1971,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1972,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1973,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
1974,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1975,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1976,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
1977,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1978,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
1979,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
1980,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1981,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1982,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
1983,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
1984,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
1985,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Grassland
1986,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Water
1987,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1988,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1989,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1990,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1991,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1992,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1993,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
1994,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
1995,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1996,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1997,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
1998,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1999,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
2000,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2001,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2002,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2003,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2004,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2005,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
2006,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2007,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2008,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2009,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2010,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2011,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2012,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2013,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2014,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2015,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2016,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2017,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2018,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2019,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2020,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2021,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2022,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2023,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2024,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2025,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2026,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
2027,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2028,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
2029,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2030,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2031,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
