Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBU_M_R
1099,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1100,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1101,Cropland,Cropland,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
1102,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1103,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1104,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1105,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1106,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1107,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1108,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1109,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1110,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1111,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1112,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1113,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1114,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1115,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1116,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1117,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1118,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1119,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1120,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1121,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1122,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1123,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1124,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1125,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
1126,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1127,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1128,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1129,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1130,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1131,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1132,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1133,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1134,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1135,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1136,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1137,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
1138,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1139,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
1140,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1141,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
1142,Wetland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1143,Wetland,NULL,Water,NULL,Water,Water,Wetland,Wetland
1144,Wetland,NULL,Water,NULL,Water,Water,Water,Wetland
1145,Wetland,NULL,Water,Water,Water,Water,Water,Water
1146,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1147,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1148,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1149,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1150,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1151,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1152,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
1153,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1154,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1155,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1156,Wetland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1157,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1158,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
1159,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1160,Wetland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1161,Wetland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1162,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1163,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1164,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1165,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1166,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Forest,Forest
1167,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1168,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1169,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1170,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1171,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1172,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1173,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1174,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1175,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1176,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1177,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1178,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
1179,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1180,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1181,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1182,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1183,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1184,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1185,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Forest,NULL
1186,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1187,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
1188,Wetland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1189,Wetland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1190,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Water
1191,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
1192,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
1193,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1194,Wetland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1195,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1196,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1197,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1198,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1199,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1200,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1201,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1202,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1203,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1204,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1205,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1206,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1207,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1208,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1209,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1210,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1211,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1212,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1213,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1214,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1215,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1216,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
1217,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
1218,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Water
1219,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1220,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1221,Bareland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
1222,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1223,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1224,Bareland,NULL,Wetland,Water,Wetland,Water,NULL,Water
1225,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1226,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
1227,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1228,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1229,Bareland,NULL,Water,Non_Water,Water,Water,Water,Water
1230,Bareland,NULL,Water,Water,Water,Grassland,Wetland,Bareland
1231,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1232,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1233,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1234,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1235,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1236,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1237,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1238,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1239,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1240,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
1241,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1242,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1243,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1244,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1245,Bareland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
1246,Bareland,Cropland,Wetland,Water,Wetland,Water,Wetland,Water
1247,Bareland,Cropland,Wetland,Water,Wetland,Water,Water,Water
1248,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1249,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
1250,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
1251,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1252,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland,NULL,Bareland
1253,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1254,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,NULL,Water
1255,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,NULL,Forest
1256,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,Water
1257,Bareland,Bareland,Wetland,NULL,Wetland,Grassland,Water,Water
1258,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1259,Bareland,Bareland,Wetland,NULL,Wetland,Water,NULL,Water
1260,Bareland,Bareland,Wetland,NULL,Wetland,Water,Wetland,Water
1261,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Water
1262,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,NULL,Water
1263,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1264,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Water,Water
1265,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Wetland,Bareland
1266,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Water
1267,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1268,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
1269,Bareland,Bareland,Wetland,Water,Wetland,Grassland,NULL,Bareland
1270,Bareland,Bareland,Wetland,Water,Wetland,Grassland,NULL,Water
1271,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Water
1272,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Forest
1273,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
1274,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
1275,Bareland,Bareland,Wetland,Water,Wetland,Bareland,NULL,Water
1276,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1277,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Bareland
1278,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
1279,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1280,Bareland,Bareland,Wetland,Water,Wetland,Water,NULL,Water
1281,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
1282,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Forest
1283,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1284,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,NULL,Water
1285,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,Water,Water
1286,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,NULL,Water
1287,Bareland,Bareland,Water,Non_Water,Water,Water,Wetland,Water
1288,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Water
1289,Bareland,Bareland,Water,Water,Water,Grassland,Water,Water
1290,Bareland,Bareland,Water,Water,Water,Water,Water,Water
1291,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1292,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1293,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1294,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
1295,Bareland,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1296,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
1297,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1298,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1299,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
1300,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1301,Bareland,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1302,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1303,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
1304,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Water
1305,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1306,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
1307,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
1308,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Forest
1309,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
1310,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
1311,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
1312,Bareland,Water,Water,Water,Water,Water,Water,Water
1313,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1314,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1315,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1316,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1317,Bareland,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1318,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1319,Bareland,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1320,Bareland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1321,Bareland,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1322,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
1323,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1324,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1325,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1326,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1327,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1328,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1329,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1330,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1331,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1332,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1333,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1334,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
1335,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1336,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
1337,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
1338,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
1339,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
1340,Water,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1341,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1342,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1343,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
1344,Water,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1345,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1346,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1347,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1348,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1349,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1350,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1351,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1352,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1353,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1354,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1355,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1356,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1357,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
1358,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1359,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1360,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1361,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1362,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
1363,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1364,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1365,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1366,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1367,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1368,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
1369,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1370,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1371,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1372,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1373,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1374,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1375,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1376,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1377,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1378,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1379,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1380,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
1381,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1382,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1383,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1384,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
1385,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1386,Water,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Forest
1387,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1388,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
1389,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
1390,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1391,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1392,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Bareland
1393,Water,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Bareland
1394,Water,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Water
1395,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1396,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1397,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1398,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1399,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
1400,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1401,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
1402,Water,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
1403,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1404,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1405,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
1406,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1407,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1408,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
1409,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Water
1410,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1411,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
1412,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1413,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1414,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
1415,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1416,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
