Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NVH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NVH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NVH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NVH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NVH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NVH_M_R
2600,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest
2601,Forest,Wetland,NULL,Water,Non_Wetland,Grassland
2602,Forest,Wetland,NULL,Water,Non_Wetland,Forest
2603,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2604,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
2605,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
2606,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
2607,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water
2608,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
2609,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
2610,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
2611,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
2612,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
2613,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
2614,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
2615,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Built-up
2616,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water
2617,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest
2618,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland
2619,Forest,Wetland,Grassland,Water,Non_Wetland,Water
2620,Forest,Wetland,Grassland,Water,Non_Wetland,Forest
2621,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
2622,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
2623,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
2624,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water
2625,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest
2626,Forest,Wetland,Cropland,Water,Non_Wetland,Grassland
2627,Forest,Wetland,Cropland,Water,Non_Wetland,Forest
2628,Forest,Wetland,Wetland,NULL,Wetland,Grassland
2629,Forest,Wetland,Wetland,NULL,Wetland,Water
2630,Forest,Wetland,Wetland,NULL,Wetland,Forest
2631,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
2632,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland
2633,Forest,Wetland,Wetland,Non_Water,Wetland,Water
2634,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
2635,Forest,Wetland,Wetland,Water,Wetland,Grassland
2636,Forest,Wetland,Wetland,Water,Wetland,Wetland
2637,Forest,Wetland,Wetland,Water,Wetland,Water
2638,Forest,Wetland,Wetland,Water,Wetland,Forest
2639,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
2640,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
2641,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest
2642,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest
2643,Forest,Wetland,Water,NULL,Water,Grassland
2644,Forest,Wetland,Water,NULL,Water,Water
2645,Forest,Wetland,Water,NULL,Water,Forest
2646,Forest,Wetland,Water,Non_Water,Water,Grassland
2647,Forest,Wetland,Water,Non_Water,Water,Water
2648,Forest,Wetland,Water,Non_Water,Water,Forest
2649,Forest,Wetland,Water,Water,Water,Grassland
2650,Forest,Wetland,Water,Water,Water,Cropland
2651,Forest,Wetland,Water,Water,Water,Water
2652,Forest,Wetland,Water,Water,Water,Forest
2653,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
2654,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
2655,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland
2656,Forest,Wetland,Forest,NULL,Non_Wetland,Water
2657,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
2658,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
2659,Forest,Wetland,Forest,Non_Water,Non_Wetland,Cropland
2660,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland
2661,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water
2662,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
2663,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
2664,Forest,Wetland,Forest,Water,Non_Wetland,Bareland
2665,Forest,Wetland,Forest,Water,Non_Wetland,Water
2666,Forest,Wetland,Forest,Water,Non_Wetland,Forest
2667,Forest,Bareland,NULL,NULL,Non_Wetland,Grassland
2668,Forest,Bareland,NULL,NULL,Non_Wetland,Forest
2669,Forest,Bareland,NULL,Non_Water,Non_Wetland,Grassland
2670,Forest,Bareland,NULL,Non_Water,Non_Wetland,Water
2671,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
2672,Forest,Bareland,Shrubland,NULL,Non_Wetland,Water
2673,Forest,Bareland,Shrubland,NULL,Non_Wetland,Forest
2674,Forest,Bareland,Shrubland,Water,Non_Wetland,Grassland
2675,Forest,Bareland,Shrubland,Water,Non_Wetland,Water
2676,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
2677,Forest,Bareland,Grassland,NULL,Non_Wetland,Forest
2678,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
2679,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
2680,Forest,Bareland,Grassland,Water,Non_Wetland,Grassland
2681,Forest,Bareland,Grassland,Water,Non_Wetland,Water
2682,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland
2683,Forest,Bareland,Cropland,NULL,Non_Wetland,Forest
2684,Forest,Bareland,Cropland,Water,Non_Wetland,Bareland
2685,Forest,Bareland,Wetland,Non_Water,Wetland,Water
2686,Forest,Bareland,Wetland,Water,Wetland,Grassland
2687,Forest,Bareland,Wetland,Water,Wetland,Water
2688,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland
2689,Forest,Bareland,Bareland,NULL,Non_Wetland,Forest
2690,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
2691,Forest,Bareland,Bareland,Water,Non_Wetland,Grassland
2692,Forest,Bareland,Built-up,Water,Non_Wetland,Cropland
2693,Forest,Bareland,Built-up,Water,Non_Wetland,Water
2694,Forest,Bareland,Water,NULL,Water,Grassland
2695,Forest,Bareland,Water,NULL,Water,Bareland
2696,Forest,Bareland,Water,Water,Water,Water
2697,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
2698,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland
2699,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
2700,Forest,Bareland,Forest,Non_Water,Non_Wetland,Bareland
2701,Forest,Bareland,Forest,Non_Water,Non_Wetland,Forest
2702,Forest,Bareland,Forest,Water,Non_Wetland,Cropland
2703,Forest,Bareland,Forest,Water,Non_Wetland,Bareland
2704,Forest,Bareland,Forest,Water,Non_Wetland,Water
2705,Forest,Bareland,Forest,Water,Non_Wetland,Forest
2706,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
2707,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland
2708,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
2709,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest
2710,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2711,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
2712,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
2713,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2714,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
2715,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
2716,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
2717,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
2718,Forest,Built-up,Shrubland,Water,Non_Wetland,Grassland
2719,Forest,Built-up,Shrubland,Water,Non_Wetland,Forest
2720,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
2721,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
2722,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
2723,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
2724,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
2725,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
2726,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Forest
2727,Forest,Built-up,Grassland,Water,Non_Wetland,Forest
2728,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
2729,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
2730,Forest,Built-up,Wetland,NULL,Wetland,Grassland
2731,Forest,Built-up,Wetland,NULL,Wetland,Forest
2732,Forest,Built-up,Wetland,Non_Water,Wetland,Forest
2733,Forest,Built-up,Wetland,Water,Wetland,Forest
2734,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
2735,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland
2736,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
2737,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
2738,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
2739,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
2740,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
2741,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
2742,Forest,Built-up,Water,NULL,Water,Grassland
2743,Forest,Built-up,Water,NULL,Water,Bareland
2744,Forest,Built-up,Water,NULL,Water,Water
2745,Forest,Built-up,Water,NULL,Water,Forest
2746,Forest,Built-up,Water,Non_Water,Water,Grassland
2747,Forest,Built-up,Water,Non_Water,Water,Forest
2748,Forest,Built-up,Water,Water,Water,Grassland
2749,Forest,Built-up,Water,Water,Water,Forest
2750,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
2751,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
2752,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
2753,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
2754,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
2755,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland
2756,Forest,Built-up,Forest,Non_Water,Non_Wetland,Bareland
2757,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
2758,Forest,Built-up,Forest,Water,Non_Wetland,Forest
2759,Forest,Water,NULL,NULL,Non_Wetland,Grassland
2760,Forest,Water,NULL,NULL,Non_Wetland,Bareland
2761,Forest,Water,NULL,NULL,Non_Wetland,Water
2762,Forest,Water,NULL,NULL,Non_Wetland,Forest
2763,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland
2764,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
2765,Forest,Water,NULL,Water,Non_Wetland,Grassland
2766,Forest,Water,NULL,Water,Non_Wetland,Water
2767,Forest,Water,NULL,Water,Non_Wetland,Forest
2768,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
2769,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
2770,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
2771,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up
2772,Forest,Water,Shrubland,NULL,Non_Wetland,Water
2773,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
2774,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2775,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland
2776,Forest,Water,Shrubland,Non_Water,Non_Wetland,Built-up
2777,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
2778,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
2779,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
2780,Forest,Water,Shrubland,Water,Non_Wetland,Cropland
2781,Forest,Water,Shrubland,Water,Non_Wetland,Bareland
2782,Forest,Water,Shrubland,Water,Non_Wetland,Water
2783,Forest,Water,Shrubland,Water,Non_Wetland,Forest
2784,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
2785,Forest,Water,Grassland,NULL,Non_Wetland,Cropland
2786,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
2787,Forest,Water,Grassland,NULL,Non_Wetland,Water
2788,Forest,Water,Grassland,NULL,Non_Wetland,Forest
2789,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland
2790,Forest,Water,Grassland,Non_Water,Non_Wetland,Cropland
2791,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland
2792,Forest,Water,Grassland,Non_Water,Non_Wetland,Water
2793,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
2794,Forest,Water,Grassland,Water,Non_Wetland,Grassland
2795,Forest,Water,Grassland,Water,Non_Wetland,Bareland
2796,Forest,Water,Grassland,Water,Non_Wetland,Water
2797,Forest,Water,Grassland,Water,Non_Wetland,Forest
2798,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
2799,Forest,Water,Cropland,NULL,Non_Wetland,Water
2800,Forest,Water,Cropland,NULL,Non_Wetland,Forest
2801,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
2802,Forest,Water,Cropland,Non_Water,Non_Wetland,Water
2803,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
2804,Forest,Water,Cropland,Water,Non_Wetland,Grassland
2805,Forest,Water,Cropland,Water,Non_Wetland,Water
2806,Forest,Water,Cropland,Water,Non_Wetland,Forest
2807,Forest,Water,Wetland,NULL,Wetland,Grassland
2808,Forest,Water,Wetland,NULL,Wetland,Cropland
2809,Forest,Water,Wetland,NULL,Wetland,Bareland
2810,Forest,Water,Wetland,NULL,Wetland,Water
2811,Forest,Water,Wetland,NULL,Wetland,Forest
2812,Forest,Water,Wetland,Non_Water,Wetland,Grassland
2813,Forest,Water,Wetland,Non_Water,Wetland,Water
2814,Forest,Water,Wetland,Non_Water,Wetland,Forest
2815,Forest,Water,Wetland,Water,Wetland,Grassland
2816,Forest,Water,Wetland,Water,Wetland,Bareland
2817,Forest,Water,Wetland,Water,Wetland,Water
2818,Forest,Water,Wetland,Water,Wetland,Forest
2819,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
2820,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
2821,Forest,Water,Bareland,NULL,Non_Wetland,Water
2822,Forest,Water,Bareland,NULL,Non_Wetland,Forest
2823,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
2824,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
2825,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
2826,Forest,Water,Bareland,Water,Non_Wetland,Grassland
2827,Forest,Water,Bareland,Water,Non_Wetland,Bareland
2828,Forest,Water,Bareland,Water,Non_Wetland,Water
2829,Forest,Water,Bareland,Water,Non_Wetland,Forest
2830,Forest,Water,Built-up,NULL,Non_Wetland,Built-up
2831,Forest,Water,Built-up,NULL,Non_Wetland,Water
2832,Forest,Water,Built-up,NULL,Non_Wetland,Forest
2833,Forest,Water,Built-up,Non_Water,Non_Wetland,Grassland
2834,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
2835,Forest,Water,Water,NULL,Water,Grassland
2836,Forest,Water,Water,NULL,Water,Cropland
2837,Forest,Water,Water,NULL,Water,Bareland
2838,Forest,Water,Water,NULL,Water,Water
2839,Forest,Water,Water,NULL,Water,Forest
2840,Forest,Water,Water,Non_Water,Water,Grassland
2841,Forest,Water,Water,Non_Water,Water,Bareland
2842,Forest,Water,Water,Non_Water,Water,Water
2843,Forest,Water,Water,Non_Water,Water,Forest
2844,Forest,Water,Water,Water,Water,Grassland
2845,Forest,Water,Water,Water,Water,Bareland
2846,Forest,Water,Water,Water,Water,Water
2847,Forest,Water,Water,Water,Water,Forest
2848,Forest,Water,Forest,NULL,Non_Wetland,Grassland
2849,Forest,Water,Forest,NULL,Non_Wetland,Cropland
2850,Forest,Water,Forest,NULL,Non_Wetland,Bareland
2851,Forest,Water,Forest,NULL,Non_Wetland,Built-up
2852,Forest,Water,Forest,NULL,Non_Wetland,Water
2853,Forest,Water,Forest,NULL,Non_Wetland,Forest
2854,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
2855,Forest,Water,Forest,Non_Water,Non_Wetland,Cropland
2856,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
2857,Forest,Water,Forest,Non_Water,Non_Wetland,Water
2858,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
2859,Forest,Water,Forest,Water,Non_Wetland,Grassland
2860,Forest,Water,Forest,Water,Non_Wetland,Cropland
2861,Forest,Water,Forest,Water,Non_Wetland,Bareland
2862,Forest,Water,Forest,Water,Non_Wetland,Water
2863,Forest,Water,Forest,Water,Non_Wetland,Forest
2864,Forest,Forest,NULL,NULL,Non_Wetland,NULL
2865,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2866,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
2867,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
2868,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
2869,Forest,Forest,NULL,NULL,Non_Wetland,Water
2870,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2871,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
2872,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland
2873,Forest,Forest,NULL,Non_Water,Non_Wetland,Water
2874,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
2875,Forest,Forest,NULL,Water,Non_Wetland,Grassland
2876,Forest,Forest,NULL,Water,Non_Wetland,Bareland
2877,Forest,Forest,NULL,Water,Non_Wetland,Water
2878,Forest,Forest,NULL,Water,Non_Wetland,Forest
2879,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2880,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2881,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
2882,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
2883,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
2884,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
2885,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2886,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2887,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
2888,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
2889,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Built-up
2890,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
2891,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2892,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
2893,Forest,Forest,Shrubland,Water,Non_Wetland,Cropland
2894,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
2895,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
2896,Forest,Forest,Shrubland,Water,Non_Wetland,Water
2897,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
2898,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2899,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2900,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
2901,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
2902,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
2903,Forest,Forest,Grassland,NULL,Non_Wetland,Water
2904,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2905,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
2906,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland
2907,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water
2908,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
2909,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
2910,Forest,Forest,Grassland,Water,Non_Wetland,Cropland
2911,Forest,Forest,Grassland,Water,Non_Wetland,Bareland
2912,Forest,Forest,Grassland,Water,Non_Wetland,Water
2913,Forest,Forest,Grassland,Water,Non_Wetland,Forest
2914,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2915,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
2916,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
2917,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2918,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
2919,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
2920,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water
2921,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
2922,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
2923,Forest,Forest,Cropland,Water,Non_Wetland,Cropland
2924,Forest,Forest,Cropland,Water,Non_Wetland,Bareland
2925,Forest,Forest,Cropland,Water,Non_Wetland,Water
2926,Forest,Forest,Cropland,Water,Non_Wetland,Forest
2927,Forest,Forest,Wetland,NULL,Wetland,NULL
2928,Forest,Forest,Wetland,NULL,Wetland,Grassland
2929,Forest,Forest,Wetland,NULL,Wetland,Bareland
2930,Forest,Forest,Wetland,NULL,Wetland,Water
2931,Forest,Forest,Wetland,NULL,Wetland,Forest
2932,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
2933,Forest,Forest,Wetland,Non_Water,Wetland,Bareland
2934,Forest,Forest,Wetland,Non_Water,Wetland,Water
2935,Forest,Forest,Wetland,Non_Water,Wetland,Forest
2936,Forest,Forest,Wetland,Water,Wetland,Grassland
2937,Forest,Forest,Wetland,Water,Wetland,Cropland
2938,Forest,Forest,Wetland,Water,Wetland,Wetland
2939,Forest,Forest,Wetland,Water,Wetland,Bareland
2940,Forest,Forest,Wetland,Water,Wetland,Water
2941,Forest,Forest,Wetland,Water,Wetland,Forest
2942,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2943,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
2944,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
2945,Forest,Forest,Bareland,NULL,Non_Wetland,Water
2946,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2947,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
2948,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland
2949,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
2950,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
2951,Forest,Forest,Bareland,Water,Non_Wetland,Water
2952,Forest,Forest,Bareland,Water,Non_Wetland,Forest
2953,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
2954,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2955,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
2956,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
2957,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2958,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland
2959,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland
2960,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water
2961,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
2962,Forest,Forest,Water,NULL,Water,Grassland
2963,Forest,Forest,Water,NULL,Water,Bareland
2964,Forest,Forest,Water,NULL,Water,Built-up
2965,Forest,Forest,Water,NULL,Water,Water
2966,Forest,Forest,Water,NULL,Water,Forest
2967,Forest,Forest,Water,Non_Water,Water,Grassland
2968,Forest,Forest,Water,Non_Water,Water,Bareland
2969,Forest,Forest,Water,Non_Water,Water,Water
2970,Forest,Forest,Water,Non_Water,Water,Forest
2971,Forest,Forest,Water,Water,Water,Grassland
2972,Forest,Forest,Water,Water,Water,Cropland
2973,Forest,Forest,Water,Water,Water,Bareland
2974,Forest,Forest,Water,Water,Water,Water
2975,Forest,Forest,Water,Water,Water,Forest
2976,Forest,Forest,Permanent_ice_and_snow,NULL,Non_Wetland,Forest
2977,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2978,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2979,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2980,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
2981,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
2982,Forest,Forest,Forest,NULL,Non_Wetland,Water
2983,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2984,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
2985,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
2986,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
2987,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
2988,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2989,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2990,Forest,Forest,Forest,Water,Non_Wetland,Cropland
2991,Forest,Forest,Forest,Water,Non_Wetland,Wetland
2992,Forest,Forest,Forest,Water,Non_Wetland,Bareland
2993,Forest,Forest,Forest,Water,Non_Wetland,Water
2994,Forest,Forest,Forest,Water,Non_Wetland,Forest
