Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MPR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MPR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MPR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MPR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MPR_M_R
9092,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
9093,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
9094,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
9095,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
9096,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
9097,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
9098,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9099,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9100,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9101,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9102,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9103,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9104,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9105,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
9106,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9107,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
9108,Bareland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
9109,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
9110,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9111,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
9112,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
9113,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9114,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9115,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
9116,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9117,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9118,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9119,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9120,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
9121,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
9122,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
9123,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
9124,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
9125,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
9126,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
9127,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
9128,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
9129,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
9130,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9131,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9132,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,NULL
9133,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
9134,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
9135,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
9136,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
9137,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
9138,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
9139,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
9140,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9141,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9142,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
9143,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
9144,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Cropland
9145,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
9146,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
9147,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
9148,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9149,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
9150,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
9151,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
9152,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
9153,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
9154,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
9155,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
9156,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9157,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
9158,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9159,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9160,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9161,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9162,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9163,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
9164,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
9165,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9166,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9167,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
9168,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
9169,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
9170,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
9171,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
9172,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
9173,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9174,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9175,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
9176,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9177,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9178,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9179,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9180,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9181,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9182,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9183,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
9184,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9185,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9186,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9187,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9188,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9189,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9190,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
9191,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
9192,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9193,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9194,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9195,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9196,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
9197,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9198,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
9199,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
9200,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
9201,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
9202,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
9203,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
9204,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9205,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
9206,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
9207,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9208,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9209,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,NULL
9210,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
9211,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
9212,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
9213,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
9214,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
9215,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
9216,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
9217,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9218,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
9219,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9220,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
9221,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
9222,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
9223,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9224,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
9225,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9226,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
9227,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
9228,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9229,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9230,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9231,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9232,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
9233,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9234,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
9235,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
9236,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
9237,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
9238,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
9239,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
9240,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9241,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
9242,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
9243,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
9244,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
9245,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
9246,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9247,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9248,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
9249,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
9250,Bareland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9251,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
9252,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9253,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
9254,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
9255,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
9256,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
9257,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
9258,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
9259,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9260,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
9261,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
9262,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9263,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
9264,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
9265,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
9266,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
9267,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
9268,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9269,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
9270,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9271,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
9272,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
9273,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
9274,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
9275,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
9276,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
9277,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9278,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
9279,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
9280,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
9281,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9282,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9283,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9284,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
9285,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9286,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
9287,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
9288,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
9289,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
9290,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
9291,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
9292,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9293,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
9294,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9295,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
9296,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9297,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9298,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
9299,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
9300,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9301,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
9302,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9303,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
9304,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
9305,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
9306,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
9307,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
9308,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9309,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
9310,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
9311,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
9312,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
9313,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
9314,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
9315,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9316,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
9317,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
9318,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
9319,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
9320,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
9321,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
9322,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,NULL
9323,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
9324,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,Cropland
9325,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
9326,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
9327,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
9328,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
9329,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
9330,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
9331,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
9332,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
9333,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
9334,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
9335,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9336,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9337,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
9338,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
9339,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
9340,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
9341,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
9342,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
9343,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
9344,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
9345,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
9346,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
9347,Bareland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
9348,Bareland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
9349,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
9350,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
9351,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
9352,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9353,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
9354,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
9355,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
9356,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
9357,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
9358,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9359,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
9360,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
9361,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
9362,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
9363,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
9364,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9365,Bareland,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
9366,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Water
9367,Bareland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
9368,Bareland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
9369,Bareland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9370,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9371,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
9372,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
9373,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
9374,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
9375,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
9376,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
9377,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
9378,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
9379,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
9380,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9381,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9382,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9383,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9384,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
9385,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
9386,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
9387,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
9388,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
9389,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9390,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9391,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
9392,Bareland,Bareland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9393,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9394,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9395,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9396,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9397,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
9398,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
9399,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9400,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9401,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9402,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9403,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9404,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
