Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NUF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NUF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NUF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NUF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NUF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NUF_M_R
2189,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
2190,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
2191,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Forest
2192,Forest,Built-up,Water,NULL,Water,Grassland
2193,Forest,Built-up,Water,NULL,Water,Forest
2194,Forest,Built-up,Water,Water,Water,Grassland
2195,Forest,Built-up,Water,Water,Water,Forest
2196,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
2197,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
2198,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
2199,Forest,Built-up,Forest,NULL,Non_Wetland,Water
2200,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
2201,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland
2202,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
2203,Forest,Built-up,Forest,Water,Non_Wetland,Grassland
2204,Forest,Built-up,Forest,Water,Non_Wetland,Water
2205,Forest,Water,NULL,NULL,Non_Wetland,Grassland
2206,Forest,Water,NULL,NULL,Non_Wetland,Water
2207,Forest,Water,NULL,NULL,Non_Wetland,Forest
2208,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland
2209,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland
2210,Forest,Water,NULL,Non_Water,Non_Wetland,Water
2211,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
2212,Forest,Water,NULL,Water,Non_Wetland,Water
2213,Forest,Water,NULL,Water,Non_Wetland,Forest
2214,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
2215,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
2216,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up
2217,Forest,Water,Shrubland,NULL,Non_Wetland,Water
2218,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
2219,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2220,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland
2221,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
2222,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
2223,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
2224,Forest,Water,Shrubland,Water,Non_Wetland,Bareland
2225,Forest,Water,Shrubland,Water,Non_Wetland,Water
2226,Forest,Water,Shrubland,Water,Non_Wetland,Forest
2227,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
2228,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
2229,Forest,Water,Grassland,NULL,Non_Wetland,Water
2230,Forest,Water,Grassland,NULL,Non_Wetland,Forest
2231,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland
2232,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland
2233,Forest,Water,Grassland,Non_Water,Non_Wetland,Built-up
2234,Forest,Water,Grassland,Non_Water,Non_Wetland,Water
2235,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
2236,Forest,Water,Grassland,Water,Non_Wetland,Grassland
2237,Forest,Water,Grassland,Water,Non_Wetland,Bareland
2238,Forest,Water,Grassland,Water,Non_Wetland,Water
2239,Forest,Water,Grassland,Water,Non_Wetland,Forest
2240,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
2241,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
2242,Forest,Water,Cropland,NULL,Non_Wetland,Water
2243,Forest,Water,Cropland,NULL,Non_Wetland,Forest
2244,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
2245,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland
2246,Forest,Water,Cropland,Non_Water,Non_Wetland,Water
2247,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
2248,Forest,Water,Cropland,Water,Non_Wetland,Grassland
2249,Forest,Water,Cropland,Water,Non_Wetland,Water
2250,Forest,Water,Cropland,Water,Non_Wetland,Forest
2251,Forest,Water,Wetland,NULL,Wetland,Grassland
2252,Forest,Water,Wetland,NULL,Wetland,Bareland
2253,Forest,Water,Wetland,NULL,Wetland,Water
2254,Forest,Water,Wetland,NULL,Wetland,Forest
2255,Forest,Water,Wetland,Non_Water,Wetland,Grassland
2256,Forest,Water,Wetland,Non_Water,Wetland,Bareland
2257,Forest,Water,Wetland,Non_Water,Wetland,Water
2258,Forest,Water,Wetland,Non_Water,Wetland,Forest
2259,Forest,Water,Wetland,Water,Wetland,Grassland
2260,Forest,Water,Wetland,Water,Wetland,Bareland
2261,Forest,Water,Wetland,Water,Wetland,Water
2262,Forest,Water,Wetland,Water,Wetland,Forest
2263,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
2264,Forest,Water,Bareland,NULL,Non_Wetland,Water
2265,Forest,Water,Bareland,NULL,Non_Wetland,Forest
2266,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
2267,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland
2268,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
2269,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
2270,Forest,Water,Bareland,Water,Non_Wetland,Grassland
2271,Forest,Water,Bareland,Water,Non_Wetland,Bareland
2272,Forest,Water,Bareland,Water,Non_Wetland,Water
2273,Forest,Water,Bareland,Water,Non_Wetland,Forest
2274,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
2275,Forest,Water,Built-up,NULL,Non_Wetland,Water
2276,Forest,Water,Built-up,NULL,Non_Wetland,Forest
2277,Forest,Water,Built-up,Non_Water,Non_Wetland,Grassland
2278,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland
2279,Forest,Water,Built-up,Non_Water,Non_Wetland,Water
2280,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
2281,Forest,Water,Built-up,Water,Non_Wetland,Grassland
2282,Forest,Water,Built-up,Water,Non_Wetland,Bareland
2283,Forest,Water,Built-up,Water,Non_Wetland,Water
2284,Forest,Water,Built-up,Water,Non_Wetland,Forest
2285,Forest,Water,Water,NULL,Water,Grassland
2286,Forest,Water,Water,NULL,Water,Bareland
2287,Forest,Water,Water,NULL,Water,Built-up
2288,Forest,Water,Water,NULL,Water,Water
2289,Forest,Water,Water,NULL,Water,Forest
2290,Forest,Water,Water,Non_Water,Water,Grassland
2291,Forest,Water,Water,Non_Water,Water,Bareland
2292,Forest,Water,Water,Non_Water,Water,Water
2293,Forest,Water,Water,Non_Water,Water,Forest
2294,Forest,Water,Water,Water,Water,Grassland
2295,Forest,Water,Water,Water,Water,Bareland
2296,Forest,Water,Water,Water,Water,Water
2297,Forest,Water,Water,Water,Water,Forest
2298,Forest,Water,Forest,NULL,Non_Wetland,Grassland
2299,Forest,Water,Forest,NULL,Non_Wetland,Bareland
2300,Forest,Water,Forest,NULL,Non_Wetland,Water
2301,Forest,Water,Forest,NULL,Non_Wetland,Forest
2302,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
2303,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
2304,Forest,Water,Forest,Non_Water,Non_Wetland,Water
2305,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
2306,Forest,Water,Forest,Water,Non_Wetland,Grassland
2307,Forest,Water,Forest,Water,Non_Wetland,Bareland
2308,Forest,Water,Forest,Water,Non_Wetland,Water
2309,Forest,Water,Forest,Water,Non_Wetland,Forest
2310,Forest,Forest,NULL,NULL,Non_Wetland,NULL
2311,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2312,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
2313,Forest,Forest,NULL,NULL,Non_Wetland,Water
2314,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2315,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
2316,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland
2317,Forest,Forest,NULL,Non_Water,Non_Wetland,Water
2318,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
2319,Forest,Forest,NULL,Water,Non_Wetland,Grassland
2320,Forest,Forest,NULL,Water,Non_Wetland,Bareland
2321,Forest,Forest,NULL,Water,Non_Wetland,Water
2322,Forest,Forest,NULL,Water,Non_Wetland,Forest
2323,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2324,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2325,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
2326,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
2327,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
2328,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2329,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2330,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
2331,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Built-up
2332,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
2333,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2334,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
2335,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
2336,Forest,Forest,Shrubland,Water,Non_Wetland,Built-up
2337,Forest,Forest,Shrubland,Water,Non_Wetland,Water
2338,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
2339,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2340,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2341,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
2342,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
2343,Forest,Forest,Grassland,NULL,Non_Wetland,Water
2344,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2345,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
2346,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland
2347,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water
2348,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
2349,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
2350,Forest,Forest,Grassland,Water,Non_Wetland,Bareland
2351,Forest,Forest,Grassland,Water,Non_Wetland,Water
2352,Forest,Forest,Grassland,Water,Non_Wetland,Forest
2353,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2354,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
2355,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
2356,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
2357,Forest,Forest,Cropland,NULL,Non_Wetland,Water
2358,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2359,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
2360,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
2361,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water
2362,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
2363,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
2364,Forest,Forest,Cropland,Water,Non_Wetland,Bareland
2365,Forest,Forest,Cropland,Water,Non_Wetland,Water
2366,Forest,Forest,Cropland,Water,Non_Wetland,Forest
2367,Forest,Forest,Wetland,NULL,Wetland,NULL
2368,Forest,Forest,Wetland,NULL,Wetland,Grassland
2369,Forest,Forest,Wetland,NULL,Wetland,Wetland
2370,Forest,Forest,Wetland,NULL,Wetland,Bareland
2371,Forest,Forest,Wetland,NULL,Wetland,Built-up
2372,Forest,Forest,Wetland,NULL,Wetland,Water
2373,Forest,Forest,Wetland,NULL,Wetland,Forest
2374,Forest,Forest,Wetland,Non_Water,Wetland,NULL
2375,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
2376,Forest,Forest,Wetland,Non_Water,Wetland,Bareland
2377,Forest,Forest,Wetland,Non_Water,Wetland,Water
2378,Forest,Forest,Wetland,Non_Water,Wetland,Forest
2379,Forest,Forest,Wetland,Water,Wetland,Grassland
2380,Forest,Forest,Wetland,Water,Wetland,Wetland
2381,Forest,Forest,Wetland,Water,Wetland,Bareland
2382,Forest,Forest,Wetland,Water,Wetland,Built-up
2383,Forest,Forest,Wetland,Water,Wetland,Water
2384,Forest,Forest,Wetland,Water,Wetland,Forest
2385,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2386,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
2387,Forest,Forest,Bareland,NULL,Non_Wetland,Water
2388,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2389,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
2390,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland
2391,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water
2392,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
2393,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
2394,Forest,Forest,Bareland,Water,Non_Wetland,Bareland
2395,Forest,Forest,Bareland,Water,Non_Wetland,Water
2396,Forest,Forest,Bareland,Water,Non_Wetland,Forest
2397,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
2398,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2399,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
2400,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
2401,Forest,Forest,Built-up,NULL,Non_Wetland,Water
2402,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2403,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland
2404,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland
2405,Forest,Forest,Built-up,Non_Water,Non_Wetland,Built-up
2406,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water
2407,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
2408,Forest,Forest,Built-up,Water,Non_Wetland,Grassland
2409,Forest,Forest,Built-up,Water,Non_Wetland,Bareland
2410,Forest,Forest,Built-up,Water,Non_Wetland,Built-up
2411,Forest,Forest,Built-up,Water,Non_Wetland,Water
2412,Forest,Forest,Built-up,Water,Non_Wetland,Forest
2413,Forest,Forest,Water,NULL,Water,Grassland
2414,Forest,Forest,Water,NULL,Water,Bareland
2415,Forest,Forest,Water,NULL,Water,Water
2416,Forest,Forest,Water,NULL,Water,Forest
2417,Forest,Forest,Water,Non_Water,Water,Grassland
2418,Forest,Forest,Water,Non_Water,Water,Bareland
2419,Forest,Forest,Water,Non_Water,Water,Built-up
2420,Forest,Forest,Water,Non_Water,Water,Water
2421,Forest,Forest,Water,Non_Water,Water,Forest
2422,Forest,Forest,Water,Water,Water,Grassland
2423,Forest,Forest,Water,Water,Water,Wetland
2424,Forest,Forest,Water,Water,Water,Bareland
2425,Forest,Forest,Water,Water,Water,Water
2426,Forest,Forest,Water,Water,Water,Forest
2427,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2428,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2429,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2430,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
2431,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
2432,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
2433,Forest,Forest,Forest,NULL,Non_Wetland,Water
2434,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2435,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
2436,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
2437,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
2438,Forest,Forest,Forest,Non_Water,Non_Wetland,Built-up
2439,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
2440,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2441,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2442,Forest,Forest,Forest,Water,Non_Wetland,Bareland
2443,Forest,Forest,Forest,Water,Non_Wetland,Water
2444,Forest,Forest,Forest,Water,Non_Wetland,Forest
