Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYQ_M_R
7587,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7588,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7589,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
7590,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
7591,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
7592,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
7593,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7594,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
7595,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
7596,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7597,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7598,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
7599,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7600,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7601,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
7602,Water,Cropland,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,NULL
7603,Water,Cropland,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
7604,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
7605,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
7606,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
7607,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
7608,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
7609,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
7610,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
7611,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,Water
7612,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
7613,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Built-up,Grassland
7614,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Built-up,Water
7615,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
7616,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Cropland
7617,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Bareland
7618,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Water
7619,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Forest
7620,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
7621,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Cropland
7622,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,NULL,Water
7623,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
7624,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Grassland,Water
7625,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
7626,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
7627,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
7628,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
7629,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Water,Water
7630,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Water,Forest
7631,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
7632,Water,Cropland,Cropland,Water,Non_Wetland,Built-up,Water,Grassland
7633,Water,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Grassland
7634,Water,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Water
7635,Water,Cropland,Cropland,Water,Non_Wetland,Water,Wetland,Water
7636,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Water
7637,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
7638,Water,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Water
7639,Water,Cropland,Wetland,NULL,Wetland,NULL,Water,Grassland
7640,Water,Cropland,Wetland,NULL,Wetland,NULL,Water,Water
7641,Water,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
7642,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
7643,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Water
7644,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Forest
7645,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
7646,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
7647,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
7648,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Grassland
7649,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Water
7650,Water,Cropland,Wetland,NULL,Wetland,Water,NULL,Grassland
7651,Water,Cropland,Wetland,NULL,Wetland,Water,Wetland,Forest
7652,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
7653,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
7654,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
7655,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
7656,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
7657,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
7658,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
7659,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
7660,Water,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
7661,Water,Cropland,Wetland,Non_Water,Wetland,Water,Water,Grassland
7662,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
7663,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
7664,Water,Cropland,Wetland,Water,Wetland,NULL,Wetland,Forest
7665,Water,Cropland,Wetland,Water,Wetland,NULL,Built-up,Grassland
7666,Water,Cropland,Wetland,Water,Wetland,NULL,Built-up,Water
7667,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Grassland
7668,Water,Cropland,Wetland,Water,Wetland,NULL,Water,Water
7669,Water,Cropland,Wetland,Water,Wetland,Grassland,Water,Grassland
7670,Water,Cropland,Wetland,Water,Wetland,Wetland,NULL,Grassland
7671,Water,Cropland,Wetland,Water,Wetland,Wetland,NULL,Wetland
7672,Water,Cropland,Wetland,Water,Wetland,Wetland,NULL,Water
7673,Water,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
7674,Water,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
7675,Water,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
7676,Water,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Forest
7677,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Grassland
7678,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Water
7679,Water,Cropland,Wetland,Water,Wetland,Water,Grassland,Water
7680,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
7681,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
7682,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
7683,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
7684,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
7685,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
7686,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
7687,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Water
7688,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Forest
7689,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Bareland
7690,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
7691,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
7692,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7693,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
7694,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
7695,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,Water
7696,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
7697,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
7698,Water,Cropland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
7699,Water,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
7700,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Water
7701,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7702,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
7703,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
7704,Water,Cropland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
7705,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
7706,Water,Cropland,Bareland,Water,Non_Wetland,NULL,Grassland,Grassland
7707,Water,Cropland,Bareland,Water,Non_Wetland,NULL,Wetland,Cropland
7708,Water,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Water
7709,Water,Cropland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
7710,Water,Cropland,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
7711,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
7712,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
7713,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
7714,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
7715,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
7716,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
7717,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
7718,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
7719,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
7720,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
7721,Water,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Water
7722,Water,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
7723,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
7724,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
7725,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
7726,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
7727,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7728,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7729,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
7730,Water,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Water
7731,Water,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7732,Water,Cropland,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
7733,Water,Cropland,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
7734,Water,Cropland,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Water
7735,Water,Cropland,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
7736,Water,Cropland,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
7737,Water,Cropland,Built-up,Water,Non_Wetland,Bareland,NULL,Built-up
7738,Water,Cropland,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
7739,Water,Cropland,Water,NULL,Water,NULL,NULL,Grassland
7740,Water,Cropland,Water,NULL,Water,NULL,NULL,Cropland
7741,Water,Cropland,Water,NULL,Water,NULL,NULL,Bareland
7742,Water,Cropland,Water,NULL,Water,NULL,NULL,Water
7743,Water,Cropland,Water,NULL,Water,NULL,NULL,Forest
7744,Water,Cropland,Water,NULL,Water,NULL,Grassland,Water
7745,Water,Cropland,Water,NULL,Water,NULL,Wetland,Grassland
7746,Water,Cropland,Water,NULL,Water,NULL,Wetland,Water
7747,Water,Cropland,Water,NULL,Water,NULL,Water,Grassland
7748,Water,Cropland,Water,NULL,Water,NULL,Water,Cropland
7749,Water,Cropland,Water,NULL,Water,NULL,Water,Bareland
7750,Water,Cropland,Water,NULL,Water,NULL,Water,Water
7751,Water,Cropland,Water,NULL,Water,NULL,Water,Forest
7752,Water,Cropland,Water,NULL,Water,Grassland,Water,Water
7753,Water,Cropland,Water,NULL,Water,Wetland,NULL,Grassland
7754,Water,Cropland,Water,NULL,Water,Wetland,NULL,Water
7755,Water,Cropland,Water,NULL,Water,Wetland,NULL,Forest
7756,Water,Cropland,Water,NULL,Water,Wetland,Grassland,Grassland
7757,Water,Cropland,Water,NULL,Water,Wetland,Wetland,Grassland
7758,Water,Cropland,Water,NULL,Water,Wetland,Wetland,Bareland
7759,Water,Cropland,Water,NULL,Water,Wetland,Wetland,Water
7760,Water,Cropland,Water,NULL,Water,Wetland,Wetland,Forest
7761,Water,Cropland,Water,NULL,Water,Wetland,Water,Grassland
7762,Water,Cropland,Water,NULL,Water,Wetland,Water,Wetland
7763,Water,Cropland,Water,NULL,Water,Wetland,Water,Water
7764,Water,Cropland,Water,NULL,Water,Wetland,Water,Forest
7765,Water,Cropland,Water,NULL,Water,Bareland,Water,Bareland
7766,Water,Cropland,Water,NULL,Water,Bareland,Water,Water
7767,Water,Cropland,Water,NULL,Water,Built-up,Built-up,Water
7768,Water,Cropland,Water,NULL,Water,Water,NULL,Grassland
7769,Water,Cropland,Water,NULL,Water,Water,NULL,Cropland
7770,Water,Cropland,Water,NULL,Water,Water,NULL,Water
7771,Water,Cropland,Water,NULL,Water,Water,Wetland,Water
7772,Water,Cropland,Water,NULL,Water,Water,Water,Grassland
7773,Water,Cropland,Water,NULL,Water,Water,Water,Water
7774,Water,Cropland,Water,Non_Water,Water,NULL,NULL,Water
7775,Water,Cropland,Water,Non_Water,Water,NULL,Built-up,Water
7776,Water,Cropland,Water,Non_Water,Water,NULL,Water,Grassland
7777,Water,Cropland,Water,Non_Water,Water,NULL,Water,Water
7778,Water,Cropland,Water,Non_Water,Water,Wetland,NULL,Grassland
7779,Water,Cropland,Water,Non_Water,Water,Wetland,Wetland,Grassland
7780,Water,Cropland,Water,Non_Water,Water,Wetland,Wetland,Water
7781,Water,Cropland,Water,Non_Water,Water,Wetland,Water,Grassland
7782,Water,Cropland,Water,Non_Water,Water,Wetland,Water,Wetland
7783,Water,Cropland,Water,Non_Water,Water,Wetland,Water,Water
7784,Water,Cropland,Water,Non_Water,Water,Water,Wetland,Water
7785,Water,Cropland,Water,Non_Water,Water,Water,Water,Water
7786,Water,Cropland,Water,Water,Water,NULL,NULL,Grassland
7787,Water,Cropland,Water,Water,Water,NULL,NULL,Water
7788,Water,Cropland,Water,Water,Water,NULL,NULL,Forest
7789,Water,Cropland,Water,Water,Water,NULL,Grassland,Water
7790,Water,Cropland,Water,Water,Water,NULL,Wetland,Forest
7791,Water,Cropland,Water,Water,Water,NULL,Built-up,Water
7792,Water,Cropland,Water,Water,Water,NULL,Water,Grassland
7793,Water,Cropland,Water,Water,Water,NULL,Water,Water
7794,Water,Cropland,Water,Water,Water,NULL,Water,Forest
7795,Water,Cropland,Water,Water,Water,Grassland,Water,Grassland
7796,Water,Cropland,Water,Water,Water,Wetland,NULL,Wetland
7797,Water,Cropland,Water,Water,Water,Wetland,NULL,Water
7798,Water,Cropland,Water,Water,Water,Wetland,Wetland,Grassland
7799,Water,Cropland,Water,Water,Water,Wetland,Wetland,Water
7800,Water,Cropland,Water,Water,Water,Wetland,Wetland,Forest
7801,Water,Cropland,Water,Water,Water,Wetland,Water,Grassland
7802,Water,Cropland,Water,Water,Water,Wetland,Water,Wetland
7803,Water,Cropland,Water,Water,Water,Wetland,Water,Water
7804,Water,Cropland,Water,Water,Water,Wetland,Water,Forest
7805,Water,Cropland,Water,Water,Water,Bareland,Water,Water
7806,Water,Cropland,Water,Water,Water,Built-up,Water,Water
7807,Water,Cropland,Water,Water,Water,Water,NULL,Grassland
7808,Water,Cropland,Water,Water,Water,Water,NULL,Water
7809,Water,Cropland,Water,Water,Water,Water,NULL,Forest
7810,Water,Cropland,Water,Water,Water,Water,Wetland,Wetland
7811,Water,Cropland,Water,Water,Water,Water,Wetland,Water
7812,Water,Cropland,Water,Water,Water,Water,Water,Wetland
7813,Water,Cropland,Water,Water,Water,Water,Water,Water
7814,Water,Cropland,Water,Water,Water,Water,Water,Forest
7815,Water,Cropland,Water,Water,Water,Forest,NULL,Forest
7816,Water,Cropland,Water,Water,Water,Forest,Water,Forest
7817,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7818,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
7819,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
7820,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7821,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7822,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7823,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
7824,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Bareland
7825,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
7826,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
7827,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
7828,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Wetland
7829,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Water
7830,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
7831,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7832,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Water
7833,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7834,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7835,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
7836,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
7837,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
7838,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
7839,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
7840,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Water
7841,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
7842,Water,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
7843,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
7844,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
7845,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
7846,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Water
7847,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7848,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
7849,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
7850,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
7851,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
7852,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
7853,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
7854,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
7855,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
7856,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7857,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
7858,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
7859,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Water
7860,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
7861,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Water
7862,Water,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
7863,Water,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
7864,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
7865,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Bareland
7866,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Water
7867,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Forest
7868,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
7869,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Water
7870,Water,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
7871,Water,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Water
7872,Water,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
7873,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Wetland
7874,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Water
7875,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Forest
7876,Water,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
7877,Water,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7878,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
7879,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Forest
7880,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
7881,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7882,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7883,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
7884,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
7885,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
7886,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7887,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
7888,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
7889,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
7890,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7891,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7892,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
7893,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7894,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
7895,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
7896,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
7897,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Water
7898,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
7899,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
7900,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
7901,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
7902,Water,Cropland,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
7903,Water,Cropland,Forest,Water,Non_Wetland,NULL,Wetland,Cropland
7904,Water,Cropland,Forest,Water,Non_Wetland,NULL,Wetland,Water
7905,Water,Cropland,Forest,Water,Non_Wetland,NULL,Water,Grassland
7906,Water,Cropland,Forest,Water,Non_Wetland,NULL,Water,Water
7907,Water,Cropland,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
7908,Water,Cropland,Forest,Water,Non_Wetland,Grassland,NULL,Water
7909,Water,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
7910,Water,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
7911,Water,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Water
7912,Water,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Forest
7913,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
7914,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Grassland,Water
7915,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
7916,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
7917,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Bareland
7918,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
7919,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
7920,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
7921,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
7922,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Water
7923,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Forest,Forest
7924,Water,Cropland,Forest,Water,Non_Wetland,Water,NULL,Water
7925,Water,Cropland,Forest,Water,Non_Wetland,Water,NULL,Forest
7926,Water,Cropland,Forest,Water,Non_Wetland,Water,Wetland,Water
7927,Water,Cropland,Forest,Water,Non_Wetland,Water,Water,Grassland
7928,Water,Cropland,Forest,Water,Non_Wetland,Water,Water,Wetland
