Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NFF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NFF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NFF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NFF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NFF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NFF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NFF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NFF_M_R
1169,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1170,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
1171,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1172,NULL,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
1173,NULL,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
1174,NULL,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1175,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1176,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
1177,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
1178,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1179,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1180,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1181,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Water
1182,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
1183,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
1184,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1185,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1186,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1187,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1188,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1189,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
1190,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1191,NULL,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1192,NULL,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
1193,NULL,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
1194,NULL,Forest,Wetland,Water,NULL,Water,Water,Water
1195,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1196,NULL,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
1197,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1198,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1199,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
1200,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
1201,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Water
1202,NULL,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
1203,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1204,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1205,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1206,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1207,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1208,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1209,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1210,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1211,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1212,NULL,Forest,Built-up,NULL,Non_Wetland,Cropland,Wetland,Grassland
1213,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
1214,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1215,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1216,NULL,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1217,NULL,Forest,Water,NULL,Water,NULL,Water,Water
1218,NULL,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
1219,NULL,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
1220,NULL,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1221,NULL,Forest,Water,NULL,Water,Wetland,Water,Wetland
1222,NULL,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
1223,NULL,Forest,Water,Non_Water,Water,Wetland,Water,Wetland
1224,NULL,Forest,Water,Water,NULL,Water,Water,Water
1225,NULL,Forest,Water,Water,Water,NULL,Wetland,Water
1226,NULL,Forest,Water,Water,Water,Wetland,Wetland,Grassland
1227,NULL,Forest,Water,Water,Water,Wetland,Wetland,Wetland
1228,NULL,Forest,Water,Water,Water,Wetland,Water,Wetland
1229,NULL,Forest,Water,Water,Water,Water,Water,Wetland
1230,NULL,Forest,Water,Water,Water,Water,Water,Water
1231,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1232,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1233,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1234,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
1235,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1236,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1237,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1238,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1239,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1240,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1241,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1242,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1243,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1244,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1245,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
1246,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Wetland,Wetland
1247,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1248,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1249,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1250,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1251,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1252,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1253,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1254,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1255,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1256,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1257,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1258,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1259,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1260,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1261,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
1262,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1263,NULL,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1264,NULL,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1265,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1266,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1267,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1268,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
1269,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1270,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
1271,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1272,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1273,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1274,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1275,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1276,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1277,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1278,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1279,NULL,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
1280,NULL,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1281,NULL,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1282,NULL,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
1283,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1284,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
1285,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1286,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1287,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1288,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1289,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
1290,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1291,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1292,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
1293,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1294,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
1295,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1296,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1297,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1298,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1299,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1300,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
1301,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1302,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
1303,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1304,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
1305,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
1306,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1307,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1308,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1309,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1310,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
1311,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
1312,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
1313,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
1314,Grassland,NULL,NULL,Non_Water,Non_Wetland,Cropland,Water,Wetland
1315,Grassland,NULL,NULL,Non_Water,Non_Wetland,Cropland,Water,Water
1316,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1317,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1318,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1319,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1320,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
1321,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1322,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
1323,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1324,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
1325,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Bareland
1326,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
1327,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1328,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1329,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
1330,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
1331,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
1332,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1333,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
1334,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
1335,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Wetland
1336,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
1337,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1338,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1339,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
1340,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Bareland
1341,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
1342,Grassland,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
1343,Grassland,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
1344,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1345,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
1346,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1347,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1348,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1349,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1350,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
1351,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1352,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1353,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1354,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1355,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1356,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1357,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1358,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1359,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1360,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1361,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1362,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
1363,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
1364,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1365,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1366,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1367,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
1368,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
1369,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
1370,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1371,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1372,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1373,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1374,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1375,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
1376,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1377,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1378,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
1379,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
1380,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
1381,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Wetland
1382,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1383,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Wetland
1384,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
1385,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
1386,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1387,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1388,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1389,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1390,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
1391,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
1392,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1393,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
1394,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1395,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1396,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1397,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1398,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
1399,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1400,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1401,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1402,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1403,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
1404,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
1405,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
1406,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1407,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1408,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
1409,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
1410,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1411,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1412,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
1413,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1414,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
1415,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1416,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
1417,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1418,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
1419,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
1420,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1421,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
1422,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
1423,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1424,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1425,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
1426,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
1427,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1428,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1429,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
1430,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1431,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1432,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1433,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1434,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
1435,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
1436,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1437,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1438,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1439,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
1440,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1441,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1442,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1443,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1444,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
1445,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
1446,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
1447,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
1448,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1449,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1450,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
1451,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
1452,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Wetland
1453,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Forest
1454,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
1455,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
1456,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Water
1457,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Forest
1458,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Grassland
1459,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Wetland
1460,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1461,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
1462,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
1463,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
1464,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1465,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
1466,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1467,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1468,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
1469,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1470,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1471,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
1472,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
1473,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1474,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1475,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Bareland
1476,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
1477,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1478,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
1479,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
1480,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
1481,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1482,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1483,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1484,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
1485,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1486,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
1487,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
1488,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1489,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1490,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Bareland
1491,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
