Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBD_M_R
7180,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
7181,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
7182,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
7183,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
7184,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
7185,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Bareland,Water
7186,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
7187,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
7188,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Cropland
7189,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
7190,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Water
7191,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
7192,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
7193,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7194,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
7195,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7196,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7197,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7198,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
7199,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
7200,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
7201,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7202,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7203,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7204,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7205,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
7206,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
7207,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
7208,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
7209,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
7210,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
7211,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
7212,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
7213,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
7214,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
7215,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
7216,Water,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
7217,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
7218,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
7219,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
7220,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
7221,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
7222,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Water
7223,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
7224,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Cropland
7225,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
7226,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
7227,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
7228,Water,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
7229,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Built-up
7230,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Water
7231,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7232,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
7233,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
7234,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7235,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
7236,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
7237,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Water
7238,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
7239,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
7240,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
7241,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7242,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
7243,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7244,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Bareland
7245,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
7246,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
7247,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Water
7248,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
7249,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
7250,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Water
7251,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7252,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
7253,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,NULL
7254,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7255,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Bareland
7256,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
7257,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7258,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
7259,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
7260,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,NULL
7261,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Cropland
7262,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
7263,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
7264,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
7265,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7266,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
7267,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
7268,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
7269,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
7270,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Water
7271,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
7272,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
7273,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
7274,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
7275,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
7276,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
7277,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
7278,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
7279,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Water
7280,Water,Water,Cropland,Water,Non_Wetland,NULL,Bareland,Water
7281,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,NULL
7282,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
7283,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
7284,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Forest
7285,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Water
7286,Water,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Water
7287,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
7288,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,NULL
7289,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
7290,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Water
7291,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
7292,Water,Water,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
7293,Water,Water,Cropland,Water,Non_Wetland,Wetland,Grassland,Water
7294,Water,Water,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
7295,Water,Water,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
7296,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,NULL
7297,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
7298,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Water
7299,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Forest
7300,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
7301,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
7302,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
7303,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Grassland
7304,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
7305,Water,Water,Cropland,Water,Non_Wetland,Water,Shrubland,Water
7306,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
7307,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
7308,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Water
7309,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Water
7310,Water,Water,Cropland,Water,Non_Wetland,Water,Water,NULL
7311,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
7312,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
7313,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
7314,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
7315,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
7316,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
7317,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
7318,Water,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Water
7319,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
7320,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Cropland
7321,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
7322,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
7323,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
7324,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
7325,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
7326,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
7327,Water,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
7328,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
7329,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
7330,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
7331,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
7332,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
7333,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
7334,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
7335,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
7336,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
7337,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
7338,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
7339,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
7340,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
7341,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
7342,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
7343,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
7344,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
7345,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
7346,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
7347,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
7348,Water,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
7349,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
7350,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
7351,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
7352,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
7353,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
7354,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
7355,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
7356,Water,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
7357,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
7358,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
7359,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
7360,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
7361,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
7362,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
7363,Water,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Water
7364,Water,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
7365,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
7366,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
7367,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
7368,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
7369,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
7370,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
7371,Water,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Water
7372,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,NULL
7373,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
7374,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
7375,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
7376,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
7377,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
7378,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
7379,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
7380,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
7381,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
7382,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
7383,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
7384,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
7385,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
7386,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
7387,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
7388,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
7389,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
7390,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
7391,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
7392,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
7393,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
7394,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
7395,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
7396,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
7397,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
7398,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
7399,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
7400,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
7401,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
7402,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
7403,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
7404,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
7405,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
7406,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Water
7407,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Water
7408,Water,Water,Wetland,Water,Wetland,Wetland,Shrubland,Water
7409,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
7410,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
7411,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
7412,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
7413,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
7414,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
7415,Water,Water,Wetland,Water,Wetland,Wetland,Water,NULL
7416,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
7417,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
7418,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
7419,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
7420,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Wetland
7421,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
7422,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Water
7423,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
7424,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
7425,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
7426,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
7427,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
7428,Water,Water,Wetland,Water,Wetland,Water,Water,Water
7429,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
7430,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
7431,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
7432,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
7433,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
7434,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
7435,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
7436,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
7437,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
7438,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
7439,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
7440,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
7441,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
7442,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
7443,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
7444,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
7445,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
7446,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
7447,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
7448,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
7449,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7450,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
7451,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
7452,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
7453,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
7454,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
7455,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
7456,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
7457,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
7458,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
7459,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
7460,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
7461,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
7462,Water,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Water
7463,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
7464,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
7465,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
7466,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
7467,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
7468,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
7469,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Water
7470,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
7471,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
7472,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Water
7473,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
7474,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
7475,Water,Water,Built-up,Water,Non_Wetland,Wetland,NULL,Water
7476,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
7477,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
7478,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,NULL
7479,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
7480,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
7481,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
7482,Water,Water,Water,NULL,Water,NULL,NULL,Water
7483,Water,Water,Water,NULL,Water,NULL,Grassland,Grassland
7484,Water,Water,Water,NULL,Water,NULL,Grassland,Water
7485,Water,Water,Water,NULL,Water,NULL,Water,Grassland
7486,Water,Water,Water,NULL,Water,NULL,Water,Water
7487,Water,Water,Water,NULL,Water,NULL,Water,Forest
7488,Water,Water,Water,NULL,Water,NULL,Forest,Water
7489,Water,Water,Water,NULL,Water,Shrubland,NULL,Water
7490,Water,Water,Water,NULL,Water,Shrubland,Water,Water
7491,Water,Water,Water,NULL,Water,Shrubland,Water,Forest
7492,Water,Water,Water,NULL,Water,Grassland,Grassland,NULL
7493,Water,Water,Water,NULL,Water,Wetland,NULL,Grassland
7494,Water,Water,Water,NULL,Water,Wetland,NULL,Cropland
7495,Water,Water,Water,NULL,Water,Wetland,NULL,Wetland
7496,Water,Water,Water,NULL,Water,Wetland,NULL,Water
7497,Water,Water,Water,NULL,Water,Wetland,NULL,Forest
7498,Water,Water,Water,NULL,Water,Wetland,Shrubland,Grassland
7499,Water,Water,Water,NULL,Water,Wetland,Shrubland,Water
7500,Water,Water,Water,NULL,Water,Wetland,Grassland,Grassland
7501,Water,Water,Water,NULL,Water,Wetland,Grassland,Wetland
7502,Water,Water,Water,NULL,Water,Wetland,Grassland,Water
7503,Water,Water,Water,NULL,Water,Wetland,Wetland,NULL
7504,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
7505,Water,Water,Water,NULL,Water,Wetland,Wetland,Wetland
7506,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
7507,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
7508,Water,Water,Water,NULL,Water,Wetland,Bareland,Grassland
7509,Water,Water,Water,NULL,Water,Wetland,Bareland,Water
7510,Water,Water,Water,NULL,Water,Wetland,Water,NULL
7511,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
7512,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
7513,Water,Water,Water,NULL,Water,Wetland,Water,Bareland
7514,Water,Water,Water,NULL,Water,Wetland,Water,Built-up
7515,Water,Water,Water,NULL,Water,Wetland,Water,Water
7516,Water,Water,Water,NULL,Water,Wetland,Water,Forest
7517,Water,Water,Water,NULL,Water,Wetland,Forest,Water
7518,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
7519,Water,Water,Water,NULL,Water,Bareland,NULL,Water
7520,Water,Water,Water,NULL,Water,Bareland,Shrubland,Water
7521,Water,Water,Water,NULL,Water,Bareland,Grassland,Water
7522,Water,Water,Water,NULL,Water,Bareland,Bareland,NULL
7523,Water,Water,Water,NULL,Water,Bareland,Bareland,Built-up
7524,Water,Water,Water,NULL,Water,Bareland,Bareland,Water
7525,Water,Water,Water,NULL,Water,Bareland,Water,NULL
7526,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
