Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LPR_M_R
1416,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1417,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1418,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1419,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1420,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1421,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1422,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1423,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1424,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1425,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1426,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1427,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1428,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1429,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1430,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
1431,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1432,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1433,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1434,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1435,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1436,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1437,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1438,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1439,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1440,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1441,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1442,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1443,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1444,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1445,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1446,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1447,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1448,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1449,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1450,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1451,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1452,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1453,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1454,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1455,Grassland,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
1456,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1457,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1458,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1459,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1460,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1461,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1462,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1463,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1464,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1465,Grassland,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
1466,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1467,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1468,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1469,Grassland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1470,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1471,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1472,Grassland,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1473,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1474,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1475,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1476,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1477,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1478,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1479,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1480,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1481,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1482,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1483,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1484,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1485,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1486,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1487,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1488,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1489,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1490,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1491,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1492,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1493,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1494,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1495,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1496,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1497,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1498,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1499,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1500,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1501,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1502,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1503,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1504,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
1505,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1506,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1507,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1508,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1509,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1510,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1511,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1512,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1513,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1514,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1515,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1516,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1517,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1518,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1519,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1520,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1521,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1522,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1523,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1524,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1525,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1526,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1527,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1528,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
1529,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1530,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1531,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1532,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1533,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1534,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1535,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1536,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1537,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1538,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1539,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1540,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1541,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1542,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1543,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1544,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1545,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1546,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1547,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1548,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1549,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1550,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1551,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1552,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
1553,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1554,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1555,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1556,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1557,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1558,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1559,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1560,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1561,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1562,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1563,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1564,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1565,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1566,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
1567,Cropland,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
1568,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1569,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1570,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1571,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1572,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1573,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1574,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1575,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1576,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1577,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1578,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1579,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1580,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1581,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1582,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1583,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1584,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1585,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1586,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1587,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1588,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1589,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1590,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1591,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1592,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1593,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1594,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1595,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1596,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1597,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1598,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1599,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1600,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1601,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1602,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1603,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1604,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1605,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1606,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1607,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1608,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1609,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1610,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1611,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1612,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1613,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1614,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1615,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1616,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1617,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1618,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1619,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
1620,Cropland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1621,Cropland,Water,Grassland,Water,Non_Wetland,Grassland,Water,Wetland
1622,Cropland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1623,Cropland,Water,Wetland,Water,Wetland,Water,Water,Wetland
1624,Cropland,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1625,Cropland,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1626,Cropland,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1627,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1628,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1629,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1630,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1631,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1632,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1633,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Bareland
1634,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1635,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1636,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1637,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1638,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1639,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1640,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1641,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1642,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1643,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1644,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1645,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1646,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1647,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1648,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1649,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1650,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1651,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1652,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1653,Wetland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
1654,Wetland,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
1655,Wetland,NULL,Water,Water,Water,Bareland,Bareland,Bareland
1656,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1657,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
1658,Wetland,Wetland,Water,Non_Water,Water,Bareland,Bareland,Grassland
1659,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Water
1660,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
1661,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1662,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Wetland
1663,Wetland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1664,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1665,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Water
1666,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1667,Wetland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1668,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
1669,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1670,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1671,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1672,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1673,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1674,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1675,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1676,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1677,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1678,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1679,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1680,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1681,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1682,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1683,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1684,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1685,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
1686,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1687,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1688,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1689,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1690,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1691,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1692,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1693,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1694,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Water
1695,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1696,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1697,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1698,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1699,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1700,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1701,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1702,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1703,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1704,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1705,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1706,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1707,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1708,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1709,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1710,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1711,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1712,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1713,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1714,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1715,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1716,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1717,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1718,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
