Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LBP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LBP_M_R
4180,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4181,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4182,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4183,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
4184,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4185,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4186,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4187,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
4188,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4189,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4190,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
4191,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
4192,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
4193,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
4194,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
4195,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
4196,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
4197,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4198,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
4199,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
4200,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4201,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4202,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
4203,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4204,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
4205,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
4206,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
4207,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4208,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4209,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4210,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4211,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4212,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4213,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4214,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
4215,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
4216,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
4217,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
4218,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4219,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
4220,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
4221,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
4222,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
4223,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
4224,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
4225,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
4226,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
4227,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
4228,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
4229,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
4230,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
4231,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
4232,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
4233,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
4234,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
4235,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
4236,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
4237,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
4238,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
4239,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
4240,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
4241,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
4242,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
4243,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
4244,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
4245,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
4246,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
4247,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
4248,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
4249,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
4250,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4251,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4252,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4253,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4254,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
4255,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
4256,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4257,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
4258,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Forest
4259,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4260,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4261,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4262,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4263,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
4264,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4265,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4266,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
4267,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4268,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4269,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
4270,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4271,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
4272,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
4273,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
4274,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
4275,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
4276,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
4277,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
4278,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
4279,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
4280,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4281,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4282,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
4283,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4284,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
4285,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
4286,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
4287,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4288,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
4289,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
4290,Water,Water,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
4291,Water,Water,Cropland,Water,Non_Wetland,Wetland,Grassland,Forest
4292,Water,Water,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
4293,Water,Water,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
4294,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
4295,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Water
4296,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
4297,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
4298,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
4299,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
4300,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
4301,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
4302,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
4303,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4304,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4305,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
4306,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4307,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
4308,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
4309,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4310,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
4311,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4312,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
4313,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4314,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4315,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
4316,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4317,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Water
4318,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
4319,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
4320,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
4321,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
4322,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
4323,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
4324,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
4325,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
4326,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
4327,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
4328,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
4329,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
4330,Water,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
4331,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
4332,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
4333,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
4334,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
4335,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
4336,Water,Water,Wetland,NULL,Wetland,Water,Water,NULL
4337,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
4338,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
4339,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
4340,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
4341,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
4342,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
4343,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
4344,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
4345,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
4346,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
4347,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
4348,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
4349,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4350,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
4351,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
4352,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
4353,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
4354,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
4355,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Water
4356,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
4357,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4358,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
4359,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4360,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4361,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4362,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
4363,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
4364,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
4365,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4366,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4367,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4368,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4369,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4370,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4371,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
4372,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4373,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
4374,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
4375,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
4376,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,NULL
4377,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4378,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4379,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
4380,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
4381,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4382,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
4383,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
4384,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
4385,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
4386,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
4387,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
4388,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
4389,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Water
4390,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
4391,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
4392,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
4393,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4394,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
4395,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
4396,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
4397,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
4398,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
4399,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
4400,Water,Water,Wetland,Water,Wetland,Cropland,NULL,Water
4401,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Cropland
4402,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Water
4403,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
4404,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
4405,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
4406,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4407,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4408,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
4409,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
4410,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
4411,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
4412,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
4413,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
4414,Water,Water,Wetland,Water,Wetland,Water,NULL,Bareland
4415,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
4416,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
4417,Water,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
4418,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
4419,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
4420,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
4421,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
4422,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
4423,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
4424,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
4425,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
4426,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
4427,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
4428,Water,Water,Wetland,Water,Wetland,Water,Water,Water
4429,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
4430,Water,Water,Wetland,Water,Wetland,Forest,Water,Wetland
4431,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4432,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4433,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
4434,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
4435,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
4436,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
4437,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
4438,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
4439,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
4440,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
4441,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
4442,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
4443,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
4444,Water,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
4445,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
4446,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
4447,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
4448,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
4449,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
4450,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
4451,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
4452,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
4453,Water,Water,Water,NULL,Water,NULL,NULL,Forest
4454,Water,Water,Water,NULL,Water,NULL,Grassland,Water
4455,Water,Water,Water,NULL,Water,NULL,Grassland,Forest
4456,Water,Water,Water,NULL,Water,NULL,Wetland,Wetland
4457,Water,Water,Water,NULL,Water,NULL,Wetland,Water
4458,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
4459,Water,Water,Water,NULL,Water,NULL,Water,Water
4460,Water,Water,Water,NULL,Water,NULL,Water,Forest
4461,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
4462,Water,Water,Water,NULL,Water,Grassland,Grassland,Water
4463,Water,Water,Water,NULL,Water,Grassland,Wetland,Grassland
4464,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
4465,Water,Water,Water,NULL,Water,Grassland,Bareland,Forest
4466,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
4467,Water,Water,Water,NULL,Water,Grassland,Water,Water
4468,Water,Water,Water,NULL,Water,Grassland,Water,Forest
4469,Water,Water,Water,NULL,Water,Wetland,NULL,Forest
4470,Water,Water,Water,NULL,Water,Wetland,Grassland,Grassland
4471,Water,Water,Water,NULL,Water,Wetland,Grassland,Water
4472,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
4473,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
4474,Water,Water,Water,NULL,Water,Wetland,Wetland,Wetland
4475,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
4476,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
4477,Water,Water,Water,NULL,Water,Wetland,Bareland,Bareland
4478,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
4479,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
4480,Water,Water,Water,NULL,Water,Wetland,Water,Water
4481,Water,Water,Water,NULL,Water,Wetland,Water,Forest
4482,Water,Water,Water,NULL,Water,Water,NULL,Grassland
4483,Water,Water,Water,NULL,Water,Water,NULL,Bareland
4484,Water,Water,Water,NULL,Water,Water,NULL,Water
4485,Water,Water,Water,NULL,Water,Water,NULL,Forest
4486,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
4487,Water,Water,Water,NULL,Water,Water,Grassland,Bareland
4488,Water,Water,Water,NULL,Water,Water,Grassland,Water
4489,Water,Water,Water,NULL,Water,Water,Grassland,Forest
4490,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
4491,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
4492,Water,Water,Water,NULL,Water,Water,Wetland,Bareland
4493,Water,Water,Water,NULL,Water,Water,Wetland,Water
4494,Water,Water,Water,NULL,Water,Water,Wetland,Forest
4495,Water,Water,Water,NULL,Water,Water,Bareland,Forest
4496,Water,Water,Water,NULL,Water,Water,Water,Grassland
4497,Water,Water,Water,NULL,Water,Water,Water,Wetland
4498,Water,Water,Water,NULL,Water,Water,Water,Water
4499,Water,Water,Water,NULL,Water,Water,Water,Forest
4500,Water,Water,Water,NULL,Water,Water,Forest,Bareland
4501,Water,Water,Water,NULL,Water,Water,Forest,Water
4502,Water,Water,Water,NULL,Water,Water,Forest,Forest
4503,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
4504,Water,Water,Water,NULL,Water,Forest,Water,Wetland
4505,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
4506,Water,Water,Water,Non_Water,Water,NULL,Water,Wetland
4507,Water,Water,Water,Non_Water,Water,Grassland,NULL,Water
4508,Water,Water,Water,Non_Water,Water,Grassland,Grassland,Grassland
4509,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Grassland
4510,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Water
4511,Water,Water,Water,Non_Water,Water,Grassland,Water,Grassland
4512,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
4513,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Grassland
4514,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Forest
4515,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
4516,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
4517,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
4518,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
