Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MPM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MPM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MPM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MPM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MPM_M_R
5866,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5867,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5868,Grassland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
5869,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5870,Grassland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5871,Grassland,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
5872,Grassland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
5873,Grassland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
5874,Grassland,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
5875,Grassland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
5876,Grassland,Water,Grassland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
5877,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5878,Grassland,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Wetland
5879,Grassland,Water,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
5880,Grassland,Water,Cropland,Water,Non_Wetland,Forest,Shrubland,Wetland
5881,Grassland,Water,Wetland,NULL,Wetland,NULL,Shrubland,Forest
5882,Grassland,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
5883,Grassland,Water,Wetland,NULL,Wetland,NULL,Water,Forest
5884,Grassland,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
5885,Grassland,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
5886,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
5887,Grassland,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
5888,Grassland,Water,Wetland,Water,Wetland,Water,Shrubland,Wetland
5889,Grassland,Water,Water,Water,Water,Shrubland,Shrubland,Forest
5890,Grassland,Water,Water,Water,Water,Water,Shrubland,Water
5891,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5892,Grassland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
5893,Grassland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
5894,Grassland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
5895,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
5896,Grassland,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
5897,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
5898,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5899,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5900,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5901,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5902,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5903,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
5904,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
5905,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
5906,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5907,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
5908,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5909,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5910,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5911,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5912,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
5913,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
5914,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
5915,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
5916,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5917,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
5918,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
5919,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
5920,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
5921,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5922,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5923,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5924,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5925,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5926,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
5927,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
5928,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
5929,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5930,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
5931,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
5932,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
5933,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5934,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5935,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5936,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5937,Grassland,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
5938,Grassland,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
5939,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
5940,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
5941,Grassland,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
5942,Grassland,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
5943,Grassland,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
5944,Grassland,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
5945,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
5946,Grassland,Forest,Water,Non_Water,Water,Shrubland,Water,Forest
5947,Grassland,Forest,Water,Water,Water,Water,Water,Wetland
5948,Grassland,Forest,Water,Water,Water,Water,Water,Water
5949,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5950,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5951,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5952,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5953,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5954,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5955,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5956,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5957,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5958,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5959,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
5960,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
5961,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5962,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
5963,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5964,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
5965,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5966,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
5967,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
5968,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
5969,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5970,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
5971,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5972,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
5973,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
5974,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
5975,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5976,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5977,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5978,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
5979,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5980,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
5981,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5982,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
5983,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
5984,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5985,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5986,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
5987,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
5988,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
5989,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5990,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
5991,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
5992,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
5993,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5994,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5995,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
5996,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
5997,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
5998,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5999,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6000,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6001,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6002,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6003,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6004,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6005,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
6006,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6007,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6008,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6009,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6010,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
6011,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6012,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Cropland
6013,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
6014,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
6015,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
6016,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
6017,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6018,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6019,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6020,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6021,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6022,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6023,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6024,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6025,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6026,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6027,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
6028,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6029,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6030,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
6031,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
6032,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
6033,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
6034,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
6035,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6036,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6037,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
6038,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
6039,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
6040,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Wetland
6041,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
6042,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
6043,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
6044,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
6045,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6046,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
6047,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
6048,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
6049,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6050,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6051,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6052,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
6053,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6054,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
6055,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
6056,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
6057,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6058,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6059,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
6060,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
6061,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
6062,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
6063,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
6064,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
6065,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
6066,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
6067,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6068,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
6069,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
6070,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
6071,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
6072,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6073,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
6074,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
6075,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
6076,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6077,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
6078,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6079,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
6080,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
6081,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
6082,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6083,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
6084,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
6085,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
6086,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6087,Cropland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
6088,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
6089,Cropland,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
6090,Cropland,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
6091,Cropland,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Wetland
6092,Cropland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Wetland
6093,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6094,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6095,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6096,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
6097,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
6098,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
6099,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6100,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6101,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6102,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6103,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
6104,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
6105,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6106,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6107,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6108,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
6109,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
6110,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
6111,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
6112,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6113,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
6114,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
6115,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
6116,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
6117,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6118,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6119,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6120,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
6121,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
6122,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6123,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6124,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6125,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6126,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6127,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6128,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6129,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6130,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6131,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6132,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6133,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6134,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
6135,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6136,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
6137,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6138,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
6139,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
6140,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6141,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
6142,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6143,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6144,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6145,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6146,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
6147,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6148,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6149,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6150,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6151,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
6152,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6153,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6154,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6155,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6156,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6157,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6158,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6159,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6160,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6161,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
6162,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6163,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6164,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
6165,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
6166,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6167,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6168,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
6169,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6170,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6171,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
6172,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6173,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
6174,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
6175,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6176,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
6177,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
6178,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
6179,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
6180,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6181,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6182,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
