Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MXP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MXP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MXP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MXP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MXP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MXP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MXP_M_R
1711,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1712,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1713,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1714,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1715,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1716,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1717,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1718,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1719,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1720,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1721,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1722,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1723,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1724,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1725,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1726,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1727,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1728,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1729,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1730,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1731,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1732,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1733,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1734,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1735,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1736,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1737,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1738,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1739,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1740,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1741,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1742,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1743,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1744,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1745,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1746,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1747,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
1748,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1749,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1750,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1751,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1752,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1753,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1754,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1755,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1756,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1757,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1758,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
1759,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
1760,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Cropland
1761,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Forest
1762,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Cropland
1763,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1764,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1765,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1766,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
1767,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1768,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1769,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1770,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1771,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1772,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1773,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
1774,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1775,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
1776,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1777,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1778,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1779,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1780,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1781,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1782,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1783,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1784,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1785,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1786,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1787,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1788,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1789,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
1790,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1791,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1792,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1793,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1794,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1795,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1796,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1797,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1798,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1799,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1800,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1801,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1802,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1803,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1804,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1805,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1806,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1807,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1808,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1809,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1810,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1811,Cropland,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1812,Cropland,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
1813,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1814,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1815,Cropland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1816,Cropland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1817,Cropland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1818,Cropland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1819,Cropland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1820,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1821,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1822,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1823,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1824,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1825,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1826,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1827,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1828,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1829,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1830,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1831,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1832,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1833,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1834,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1835,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1836,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1837,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1838,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1839,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1840,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1841,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1842,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1843,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1844,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1845,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1846,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1847,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1848,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1849,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1850,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1851,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1852,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1853,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1854,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1855,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1856,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1857,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1858,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1859,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1860,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1861,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1862,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1863,Wetland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1864,Wetland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
1865,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1866,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1867,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
1868,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1869,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1870,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1871,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1872,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1873,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1874,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1875,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1876,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1877,Wetland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1878,Wetland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Wetland
1879,Wetland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1880,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1881,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1882,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1883,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1884,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1885,Wetland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1886,Wetland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
1887,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1888,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1889,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1890,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1891,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1892,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1893,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1894,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1895,Wetland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1896,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1897,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1898,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1899,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1900,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1901,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1902,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1903,Wetland,Wetland,Wetland,NULL,Wetland,Water,Bareland,Bareland
1904,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1905,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1906,Wetland,Wetland,Water,Water,Water,Bareland,Bareland,Water
1907,Wetland,Wetland,Water,Water,Water,Bareland,Bareland,Forest
1908,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1909,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1910,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1911,Wetland,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1912,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1913,Wetland,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1914,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1915,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1916,Wetland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1917,Wetland,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
1918,Wetland,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
1919,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Forest
1920,Wetland,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1921,Wetland,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1922,Wetland,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
1923,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
1924,Wetland,Water,Water,Water,Water,Bareland,Bareland,Water
1925,Wetland,Water,Water,Water,Water,Bareland,Water,Water
1926,Wetland,Water,Water,Water,Water,Bareland,Water,Forest
1927,Wetland,Water,Water,Water,Water,Water,Bareland,Forest
1928,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1929,Wetland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1930,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1931,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1932,Wetland,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1933,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1934,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1935,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1936,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1937,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1938,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
1939,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1940,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1941,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1942,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1943,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1944,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1945,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1946,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1947,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1948,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1949,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1950,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
1951,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1952,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1953,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
1954,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1955,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
1956,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
1957,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1958,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1959,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
1960,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1961,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
1962,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1963,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1964,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1965,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1966,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1967,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1968,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1969,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1970,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1971,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
1972,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
1973,Bareland,NULL,NULL,Water,Non_Wetland,Water,Bareland,Bareland
1974,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1975,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1976,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1977,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1978,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1979,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1980,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1981,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1982,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1983,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1984,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1985,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1986,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1987,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1988,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1989,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
1990,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1991,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1992,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1993,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1994,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1995,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1996,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1997,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1998,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1999,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2000,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2001,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2002,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2003,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2004,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2005,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2006,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
2007,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2008,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2009,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2010,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2011,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2012,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
2013,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
