Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MHM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MHM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MHM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MHM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MHM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MHM_M_R
1172,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1173,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1174,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1175,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1176,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
1177,Wetland,NULL,Water,NULL,Water,Water,Wetland,Grassland
1178,Wetland,NULL,Water,Water,Water,NULL,Wetland,Grassland
1179,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1180,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1181,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Water
1182,Wetland,NULL,Water,Water,Water,Wetland,Water,Grassland
1183,Wetland,NULL,Water,Water,Water,Water,Wetland,Grassland
1184,Wetland,NULL,Water,Water,Water,Water,Wetland,Water
1185,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
1186,Wetland,NULL,Water,Water,Water,Water,Water,Water
1187,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1188,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Water
1189,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1190,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1191,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1192,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1193,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1194,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1195,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1196,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1197,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1198,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1199,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1200,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1201,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1202,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1203,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1204,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
1205,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
1206,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1207,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1208,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1209,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1210,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1211,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1212,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
1213,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1214,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
1215,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Grassland
1216,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Water
1217,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Forest
1218,Wetland,Wetland,Water,NULL,Water,Water,Water,Grassland
1219,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
1220,Wetland,Wetland,Water,NULL,Water,Water,Water,Forest
1221,Wetland,Wetland,Water,NULL,Water,Forest,Wetland,Forest
1222,Wetland,Wetland,Water,Water,Water,Grassland,Water,Water
1223,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
1224,Wetland,Wetland,Water,Water,Water,Water,Wetland,Grassland
1225,Wetland,Wetland,Water,Water,Water,Water,Wetland,Water
1226,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
1227,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
1228,Wetland,Wetland,Water,Water,Water,Water,Water,Water
1229,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
1230,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1231,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1232,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1233,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1234,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1235,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1236,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
1237,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Water
1238,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1239,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
1240,Wetland,Water,Water,NULL,Water,Water,Water,Grassland
1241,Wetland,Water,Water,Water,Water,NULL,Water,Grassland
1242,Wetland,Water,Water,Water,Water,Wetland,Wetland,Forest
1243,Wetland,Water,Water,Water,Water,Wetland,Water,Forest
1244,Wetland,Water,Water,Water,Water,Water,Wetland,Grassland
1245,Wetland,Water,Water,Water,Water,Water,Wetland,Water
1246,Wetland,Water,Water,Water,Water,Water,Water,Grassland
1247,Wetland,Water,Water,Water,Water,Water,Water,Water
1248,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1249,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1250,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
1251,Wetland,Forest,Water,Water,Water,Water,Wetland,Grassland
1252,Wetland,Forest,Water,Water,Water,Water,Water,Grassland
1253,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1254,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1255,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
1256,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
1257,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
1258,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
1259,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
1260,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Water
1261,Bareland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1262,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1263,Bareland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1264,Bareland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
1265,Bareland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1266,Bareland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
1267,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
1268,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
1269,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
1270,Bareland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1271,Bareland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
1272,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1273,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1274,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1275,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
1276,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
1277,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Water
1278,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
1279,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1280,Bareland,NULL,Water,NULL,Water,Bareland,Water,Grassland
1281,Bareland,NULL,Water,NULL,Water,Water,Water,Water
1282,Bareland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
1283,Bareland,NULL,Water,Water,Water,Grassland,Water,Water
1284,Bareland,NULL,Water,Water,Water,Bareland,Water,Bareland
1285,Bareland,NULL,Water,Water,Water,Bareland,Water,Water
1286,Bareland,NULL,Water,Water,Water,Water,Wetland,Water
1287,Bareland,NULL,Water,Water,Water,Water,Water,Water
1288,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
1289,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Wetland,Water
1290,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Water
1291,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Grassland,Water
1292,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Wetland,Water
1293,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Bareland
1294,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
1295,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
1296,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Bareland,Water
1297,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
1298,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Water
1299,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Water
1300,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
1301,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
1302,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Water
1303,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Grassland,Water
1304,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Wetland,Water
1305,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Water,Water
1306,Bareland,Bareland,Wetland,NULL,Wetland,Water,Bareland,Water
1307,Bareland,Bareland,Wetland,NULL,Wetland,Water,Bareland,Forest
1308,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Grassland
1309,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Water
1310,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Forest
1311,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1312,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1313,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1314,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Water
1315,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1316,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1317,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
1318,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Water
1319,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
1320,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Bareland
1321,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
1322,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
1323,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Bareland
1324,Bareland,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
1325,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Grassland,Water
1326,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1327,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
1328,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
1329,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
1330,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1331,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Forest,Grassland
1332,Bareland,Bareland,Wetland,Water,Wetland,Water,Grassland,Grassland
1333,Bareland,Bareland,Wetland,Water,Wetland,Water,Grassland,Water
1334,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
1335,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
1336,Bareland,Bareland,Wetland,Water,Wetland,Water,Bareland,Grassland
1337,Bareland,Bareland,Wetland,Water,Wetland,Water,Bareland,Water
1338,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1339,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
1340,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1341,Bareland,Bareland,Wetland,Water,Wetland,Water,Forest,Water
1342,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Forest
1343,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland,Water,Water
1344,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Water
1345,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Grassland,Water
1346,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
1347,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,Water,Bareland
1348,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
1349,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Water
1350,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Water
1351,Bareland,Bareland,Water,NULL,Water,Water,Wetland,Forest
1352,Bareland,Bareland,Water,NULL,Water,Water,Bareland,Water
1353,Bareland,Bareland,Water,NULL,Water,Water,Bareland,Forest
1354,Bareland,Bareland,Water,NULL,Water,Water,Water,Grassland
1355,Bareland,Bareland,Water,NULL,Water,Water,Water,Bareland
1356,Bareland,Bareland,Water,NULL,Water,Water,Water,Forest
1357,Bareland,Bareland,Water,Water,Water,Grassland,Water,Water
1358,Bareland,Bareland,Water,Water,Water,Bareland,Wetland,Water
1359,Bareland,Bareland,Water,Water,Water,Bareland,Water,Bareland
1360,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
1361,Bareland,Bareland,Water,Water,Water,Water,Grassland,Water
1362,Bareland,Bareland,Water,Water,Water,Water,Wetland,Water
1363,Bareland,Bareland,Water,Water,Water,Water,Water,Grassland
1364,Bareland,Bareland,Water,Water,Water,Water,Water,Bareland
1365,Bareland,Bareland,Water,Water,Water,Water,Water,Water
1366,Bareland,Bareland,Water,Water,Water,Water,Water,Forest
1367,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Water,Forest
1368,Bareland,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
1369,Bareland,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1370,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Water
1371,Bareland,Water,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
1372,Bareland,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1373,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
1374,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
1375,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1376,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1377,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
1378,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
1379,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
1380,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
1381,Bareland,Water,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
1382,Bareland,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
1383,Bareland,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
1384,Bareland,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
1385,Bareland,Water,Cropland,Water,Non_Wetland,Water,Water,Water
1386,Bareland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
1387,Bareland,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1388,Bareland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1389,Bareland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1390,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1391,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
1392,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1393,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
1394,Bareland,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
1395,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1396,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1397,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1398,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
1399,Bareland,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
1400,Bareland,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1401,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1402,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1403,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1404,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1405,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1406,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1407,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
1408,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1409,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1410,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1411,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1412,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1413,Bareland,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1414,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1415,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Water
1416,Bareland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1417,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1418,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Water
1419,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
1420,Bareland,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1421,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1422,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
1423,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
1424,Bareland,Water,Wetland,Water,Wetland,Bareland,Forest,Grassland
1425,Bareland,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
1426,Bareland,Water,Wetland,Water,Wetland,Water,Grassland,Water
1427,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1428,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
1429,Bareland,Water,Wetland,Water,Wetland,Water,Bareland,Water
1430,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1431,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
1432,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
1433,Bareland,Water,Wetland,Water,Wetland,Water,Forest,Water
1434,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1435,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1436,Bareland,Water,Water,NULL,Water,Bareland,Water,Forest
1437,Bareland,Water,Water,NULL,Water,Bareland,Forest,Grassland
1438,Bareland,Water,Water,Non_Water,Water,Grassland,Wetland,Water
1439,Bareland,Water,Water,Non_Water,Water,Bareland,Bareland,Water
1440,Bareland,Water,Water,Water,Water,Grassland,Water,Grassland
1441,Bareland,Water,Water,Water,Water,Bareland,Wetland,Water
1442,Bareland,Water,Water,Water,Water,Bareland,Water,Grassland
1443,Bareland,Water,Water,Water,Water,Bareland,Water,Bareland
1444,Bareland,Water,Water,Water,Water,Bareland,Water,Water
1445,Bareland,Water,Water,Water,Water,Water,Wetland,Water
1446,Bareland,Water,Water,Water,Water,Water,Bareland,Water
1447,Bareland,Water,Water,Water,Water,Water,Water,Grassland
1448,Bareland,Water,Water,Water,Water,Water,Water,Water
1449,Bareland,Water,Water,Water,Water,Water,Water,Forest
1450,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1451,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1452,Bareland,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
1453,Bareland,Forest,NULL,Water,Non_Wetland,Water,Water,Water
1454,Bareland,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Forest
1455,Bareland,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1456,Bareland,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
1457,Bareland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1458,Bareland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1459,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
1460,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1461,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
1462,Bareland,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1463,Bareland,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Water
1464,Bareland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
1465,Bareland,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1466,Bareland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1467,Bareland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
1468,Bareland,Forest,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1469,Bareland,Forest,Wetland,Water,Wetland,Bareland,Grassland,Water
1470,Bareland,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1471,Bareland,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
1472,Bareland,Forest,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1473,Bareland,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
1474,Bareland,Forest,Wetland,Water,Wetland,Bareland,Water,Bareland
1475,Bareland,Forest,Wetland,Water,Wetland,Bareland,Water,Water
1476,Bareland,Forest,Wetland,Water,Wetland,Water,Grassland,Water
1477,Bareland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1478,Bareland,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1479,Bareland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1480,Bareland,Forest,Wetland,Water,Wetland,Water,Water,Water
1481,Bareland,Forest,Wetland,Water,Wetland,Water,Forest,Grassland
1482,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
1483,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
1484,Bareland,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
1485,Bareland,Forest,Built-up,Water,Non_Wetland,Water,Water,Water
1486,Bareland,Forest,Water,Water,Water,Water,Water,Water
1487,Bareland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1488,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1489,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1490,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
1491,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1492,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1493,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
