Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPF_M_R
12257,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
12258,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12259,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12260,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12261,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12262,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
12263,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12264,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12265,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
12266,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12267,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
12268,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
12269,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
12270,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
12271,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
12272,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
12273,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12274,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
12275,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
12276,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
12277,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
12278,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
12279,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
12280,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
12281,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
12282,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
12283,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12284,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
12285,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
12286,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12287,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
12288,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
12289,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
12290,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
12291,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12292,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
12293,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
12294,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12295,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
12296,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
12297,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
12298,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
12299,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12300,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12301,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
12302,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
12303,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12304,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
12305,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
12306,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
12307,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
12308,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
12309,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
12310,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12311,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
12312,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
12313,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water,Water,NULL
12314,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
12315,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
12316,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12317,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
12318,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12319,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
12320,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
12321,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
12322,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
12323,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
12324,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12325,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
12326,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
12327,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
12328,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
12329,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
12330,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
12331,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,Bareland,Cropland
12332,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Water
12333,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
12334,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
12335,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
12336,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
12337,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
12338,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
12339,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
12340,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
12341,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
12342,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
12343,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Water
12344,Bareland,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Water
12345,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
12346,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
12347,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
12348,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12349,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
12350,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Water
12351,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,Bareland,Bareland
12352,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
12353,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland,NULL,Water
12354,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
12355,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland,Water,Water
12356,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
12357,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
12358,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
12359,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
12360,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
12361,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
12362,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
12363,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
12364,Bareland,Cropland,Water,Water,Water,Bareland,NULL,Bareland
12365,Bareland,Cropland,Water,Water,Water,Bareland,Water,Bareland
12366,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
12367,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
12368,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
12369,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
12370,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
12371,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
12372,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
12373,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
12374,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
12375,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
12376,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
12377,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
12378,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
12379,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
12380,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
12381,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
12382,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12383,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12384,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12385,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
12386,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12387,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
12388,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12389,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12390,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
12391,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
12392,Bareland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
12393,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
12394,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
12395,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
12396,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
12397,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
12398,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12399,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12400,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
12401,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
12402,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12403,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
12404,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
12405,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
12406,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
12407,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
12408,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
12409,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
12410,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
12411,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
12412,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
12413,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
12414,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
12415,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
12416,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
12417,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
12418,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
12419,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
12420,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
12421,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
12422,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
12423,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
12424,Bareland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
12425,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
12426,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
12427,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
12428,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Cropland
12429,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Water
12430,Bareland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
12431,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
12432,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
12433,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
12434,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
12435,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
12436,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
12437,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Water
12438,Bareland,Bareland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
12439,Bareland,Bareland,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
12440,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Water,Water
12441,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
12442,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
12443,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
12444,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,Water,Water
12445,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,NULL,Water
12446,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
12447,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
12448,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Water
12449,Bareland,Bareland,NULL,Water,Non_Wetland,Water,NULL,Water
12450,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
12451,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
12452,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
12453,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12454,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12455,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
12456,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Water
12457,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
12458,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
12459,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
12460,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
12461,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
12462,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12463,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
12464,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
12465,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
12466,Bareland,Bareland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
12467,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12468,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
12469,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12470,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
12471,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
12472,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12473,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
12474,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
12475,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12476,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12477,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12478,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12479,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
12480,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Water
12481,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
12482,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
12483,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
12484,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Water
12485,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
12486,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
12487,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
12488,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
12489,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Bareland,Bareland
12490,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Bareland,Water
12491,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
12492,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Water,Cropland
12493,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Water,Bareland
12494,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Water,Water
12495,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
12496,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland,Bareland,Bareland
12497,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
12498,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,NULL,Water
12499,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,NULL
12500,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
12501,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
12502,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
12503,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
12504,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
12505,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Water
12506,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Water,Water
12507,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Water
12508,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Bareland,Bareland
12509,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Water,Bareland
12510,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Water,Water
12511,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
12512,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
12513,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,NULL,Water
12514,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
12515,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
12516,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
12517,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
12518,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
12519,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Water
12520,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Water
12521,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
12522,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Forest
12523,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
12524,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
12525,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
12526,Bareland,Bareland,Wetland,Water,Wetland,NULL,Bareland,Bareland
12527,Bareland,Bareland,Wetland,Water,Wetland,NULL,Bareland,Water
12528,Bareland,Bareland,Wetland,Water,Wetland,NULL,Water,Grassland
12529,Bareland,Bareland,Wetland,Water,Wetland,NULL,Water,Wetland
12530,Bareland,Bareland,Wetland,Water,Wetland,NULL,Water,Bareland
12531,Bareland,Bareland,Wetland,Water,Wetland,NULL,Water,Water
12532,Bareland,Bareland,Wetland,Water,Wetland,Shrubland,Bareland,Water
12533,Bareland,Bareland,Wetland,Water,Wetland,Shrubland,Water,Wetland
12534,Bareland,Bareland,Wetland,Water,Wetland,Shrubland,Water,Water
12535,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Grassland,Cropland
12536,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Bareland,Water
12537,Bareland,Bareland,Wetland,Water,Wetland,Bareland,NULL,Grassland
12538,Bareland,Bareland,Wetland,Water,Wetland,Bareland,NULL,Wetland
12539,Bareland,Bareland,Wetland,Water,Wetland,Bareland,NULL,Bareland
12540,Bareland,Bareland,Wetland,Water,Wetland,Bareland,NULL,Water
12541,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Grassland,Grassland
12542,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Grassland,Bareland
12543,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Grassland,Water
12544,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,NULL
12545,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
12546,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Wetland
12547,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
12548,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
12549,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
12550,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Cropland
12551,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Wetland
12552,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
12553,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
12554,Bareland,Bareland,Wetland,Water,Wetland,Water,NULL,Water
12555,Bareland,Bareland,Wetland,Water,Wetland,Water,Grassland,Water
12556,Bareland,Bareland,Wetland,Water,Wetland,Water,Bareland,Water
12557,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Cropland
12558,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
12559,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
12560,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
12561,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Forest
12562,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
12563,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
