Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MTV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MTV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MTV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MTV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MTV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MTV_M_R
8874,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8875,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8876,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
8877,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
8878,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
8879,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
8880,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
8881,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8882,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
8883,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8884,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8885,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8886,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8887,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8888,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8889,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
8890,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
8891,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
8892,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
8893,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
8894,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Cropland
8895,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
8896,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8897,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8898,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
8899,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8900,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8901,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8902,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8903,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
8904,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8905,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
8906,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
8907,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
8908,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
8909,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8910,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
8911,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8912,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8913,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
8914,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8915,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
8916,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
8917,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
8918,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
8919,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8920,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
8921,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
8922,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
8923,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
8924,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
8925,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
8926,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
8927,Water,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
8928,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
8929,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
8930,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
8931,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
8932,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
8933,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
8934,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
8935,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
8936,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8937,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
8938,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8939,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
8940,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
8941,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Wetland
8942,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
8943,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
8944,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8945,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
8946,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8947,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8948,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
8949,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
8950,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
8951,Water,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
8952,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8953,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8954,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
8955,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
8956,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8957,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
8958,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
8959,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8960,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
8961,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
8962,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8963,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
8964,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
8965,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
8966,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
8967,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,NULL
8968,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
8969,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
8970,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
8971,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
8972,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
8973,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
8974,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
8975,Water,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
8976,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
8977,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
8978,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
8979,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
8980,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Water
8981,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
8982,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Bareland
8983,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,NULL
8984,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
8985,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Wetland
8986,Water,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Water
8987,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
8988,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Wetland
8989,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
8990,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
8991,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
8992,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
8993,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
8994,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Water
8995,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Water
8996,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
8997,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
8998,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
8999,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
9000,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Wetland
9001,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
9002,Water,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Grassland
9003,Water,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Wetland
9004,Water,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Water
9005,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
9006,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
9007,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
9008,Water,NULL,Cropland,Water,Non_Wetland,Water,Built-up,Wetland
9009,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
9010,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Cropland
9011,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
9012,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
9013,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
9014,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Forest
9015,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
9016,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
9017,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
9018,Water,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
9019,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
9020,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
9021,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
9022,Water,NULL,Wetland,NULL,Wetland,NULL,Built-up,Grassland
9023,Water,NULL,Wetland,NULL,Wetland,NULL,Built-up,Wetland
9024,Water,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
9025,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
9026,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Bareland
9027,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
9028,Water,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
9029,Water,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
9030,Water,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Water
9031,Water,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
9032,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
9033,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
9034,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
9035,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
9036,Water,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
9037,Water,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
9038,Water,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
9039,Water,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Water
9040,Water,NULL,Wetland,NULL,Wetland,Shrubland,Built-up,Wetland
9041,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,NULL
9042,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
9043,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Wetland
9044,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Bareland
9045,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
9046,Water,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
9047,Water,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
9048,Water,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Cropland
9049,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
9050,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
9051,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
9052,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
9053,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
9054,Water,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
9055,Water,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
9056,Water,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Water
9057,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
9058,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
9059,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
9060,Water,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
9061,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
9062,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
9063,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
9064,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Water
9065,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
9066,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,NULL
9067,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
9068,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
9069,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Water
9070,Water,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
9071,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
9072,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
9073,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
9074,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
9075,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
9076,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
9077,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
9078,Water,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
9079,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
9080,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
9081,Water,NULL,Wetland,NULL,Wetland,Forest,Water,Grassland
9082,Water,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
9083,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
9084,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
9085,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
9086,Water,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
9087,Water,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Water
9088,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
9089,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
9090,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,NULL
9091,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
9092,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
9093,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
9094,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
9095,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
9096,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
9097,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
9098,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
9099,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
9100,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Water
9101,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
9102,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
9103,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
9104,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Water
9105,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
9106,Water,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
9107,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
9108,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Cropland
9109,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
9110,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
9111,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
9112,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
9113,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
9114,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
9115,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
9116,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
9117,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
9118,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
9119,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
9120,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
9121,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
9122,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
9123,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
9124,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
9125,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Water
9126,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
9127,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
9128,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
9129,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
9130,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
9131,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
9132,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
9133,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
9134,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
9135,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
9136,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
9137,Water,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
9138,Water,NULL,Wetland,Water,Wetland,NULL,Shrubland,Water
9139,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
9140,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Bareland
9141,Water,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
9142,Water,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
9143,Water,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
9144,Water,NULL,Wetland,Water,Wetland,NULL,Water,Water
9145,Water,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
9146,Water,NULL,Wetland,Water,Wetland,Shrubland,NULL,Wetland
9147,Water,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
9148,Water,NULL,Wetland,Water,Wetland,Shrubland,NULL,Forest
9149,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
9150,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
9151,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
9152,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
9153,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
9154,Water,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
9155,Water,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Cropland
9156,Water,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
9157,Water,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Water
9158,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,NULL
9159,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
9160,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
9161,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Bareland
9162,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
9163,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
9164,Water,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
9165,Water,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
9166,Water,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Wetland
9167,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
9168,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Bareland
9169,Water,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
9170,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
9171,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Cropland
9172,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
9173,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Water
9174,Water,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Grassland
9175,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
9176,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
9177,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
9178,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
9179,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
9180,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
9181,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
9182,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
9183,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
9184,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Bareland
9185,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
9186,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
9187,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
9188,Water,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
9189,Water,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
9190,Water,NULL,Wetland,Water,Wetland,Water,NULL,Water
9191,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
9192,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Wetland
9193,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
9194,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Forest
9195,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
9196,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Cropland
9197,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
9198,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Water
9199,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
9200,Water,NULL,Wetland,Water,Wetland,Water,Water,NULL
9201,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
9202,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
9203,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
9204,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
9205,Water,NULL,Wetland,Water,Wetland,Forest,Shrubland,Forest
9206,Water,NULL,Wetland,Water,Wetland,Forest,Water,Wetland
9207,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
9208,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9209,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
9210,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9211,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Water
9212,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
9213,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9214,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9215,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Water
9216,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9217,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9218,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
9219,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Water
9220,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,NULL
9221,Water,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Grassland
9222,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9223,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
