Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NCK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NCK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NCK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NCK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NCK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NCK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NCK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NCK_M_R
1342,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1343,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
1344,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
1345,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
1346,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Forest
1347,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1348,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1349,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1350,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1351,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1352,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1353,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1354,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1355,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1356,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1357,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1358,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1359,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1360,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1361,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1362,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1363,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1364,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Water
1365,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
1366,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1367,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1368,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
1369,Water,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
1370,Water,NULL,Wetland,NULL,Wetland,Bareland,NULL,Wetland
1371,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
1372,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
1373,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Bareland
1374,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Water
1375,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
1376,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1377,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1378,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1379,Water,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
1380,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
1381,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1382,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1383,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1384,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1385,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1386,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
1387,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
1388,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1389,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1390,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1391,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1392,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1393,Water,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
1394,Water,NULL,Wetland,Water,Wetland,Wetland,NULL,Bareland
1395,Water,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
1396,Water,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
1397,Water,NULL,Wetland,Water,Wetland,Water,NULL,Bareland
1398,Water,NULL,Wetland,Water,Wetland,Water,NULL,Water
1399,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
1400,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1401,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1402,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1403,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1404,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1405,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1406,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
1407,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1408,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1409,Water,NULL,Water,NULL,Water,Wetland,NULL,Wetland
1410,Water,NULL,Water,NULL,Water,Water,NULL,Water
1411,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1412,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1413,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1414,Water,NULL,Water,Water,Water,NULL,NULL,Water
1415,Water,NULL,Water,Water,Water,Wetland,NULL,Wetland
1416,Water,NULL,Water,Water,Water,Wetland,NULL,Water
1417,Water,NULL,Water,Water,Water,Water,NULL,Grassland
1418,Water,NULL,Water,Water,Water,Water,NULL,Wetland
1419,Water,NULL,Water,Water,Water,Water,NULL,Bareland
1420,Water,NULL,Water,Water,Water,Water,NULL,Water
1421,Water,NULL,Water,Water,Water,Water,NULL,Forest
1422,Water,NULL,Water,Water,Water,Water,Water,Water
1423,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1424,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1425,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1426,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1427,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1428,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1429,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1430,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1431,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1432,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1433,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1434,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1435,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1436,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1437,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1438,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1439,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1440,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1441,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1442,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1443,Water,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1444,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1445,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1446,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1447,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1448,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1449,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
1450,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
1451,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1452,Water,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1453,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1454,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1455,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1456,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1457,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1458,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1459,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1460,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1461,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1462,Water,Wetland,NULL,NULL,Non_Wetland,Water,NULL,Bareland
1463,Water,Wetland,NULL,NULL,Non_Wetland,Water,NULL,Forest
1464,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
1465,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,NULL,Water
1466,Water,Wetland,NULL,Water,Non_Wetland,Wetland,NULL,Forest
1467,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
1468,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1469,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1470,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1471,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1472,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
1473,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
1474,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Water
1475,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
1476,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
1477,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
1478,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
1479,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
1480,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
1481,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
1482,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,NULL,Bareland
1483,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
1484,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
1485,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
1486,Water,Wetland,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
1487,Water,Wetland,Shrubland,Water,Non_Wetland,Water,NULL,Water
1488,Water,Wetland,Shrubland,Water,Non_Wetland,Water,NULL,Forest
1489,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
1490,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1491,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1492,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1493,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1494,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1495,Water,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Forest
1496,Water,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1497,Water,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Bareland
1498,Water,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Water
1499,Water,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
1500,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1501,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1502,Water,Wetland,Wetland,NULL,Wetland,Bareland,NULL,Forest
1503,Water,Wetland,Wetland,NULL,Wetland,Water,NULL,Grassland
1504,Water,Wetland,Wetland,NULL,Wetland,Water,NULL,Wetland
1505,Water,Wetland,Wetland,NULL,Wetland,Water,NULL,Bareland
1506,Water,Wetland,Wetland,NULL,Wetland,Water,NULL,Water
1507,Water,Wetland,Wetland,NULL,Wetland,Water,NULL,Forest
1508,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Bareland
1509,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1510,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1511,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
1512,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1513,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1514,Water,Wetland,Wetland,NULL,Wetland,Forest,NULL,Water
1515,Water,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
1516,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1517,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1518,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1519,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
1520,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Water
1521,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
1522,Water,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Water
1523,Water,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Forest
1524,Water,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Water
1525,Water,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
1526,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1527,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1528,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1529,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1530,Water,Wetland,Wetland,Water,Wetland,Grassland,NULL,Forest
1531,Water,Wetland,Wetland,Water,Wetland,Wetland,NULL,Wetland
1532,Water,Wetland,Wetland,Water,Wetland,Wetland,NULL,Bareland
1533,Water,Wetland,Wetland,Water,Wetland,Wetland,NULL,Water
1534,Water,Wetland,Wetland,Water,Wetland,Wetland,NULL,Forest
1535,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1536,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1537,Water,Wetland,Wetland,Water,Wetland,Bareland,NULL,Wetland
1538,Water,Wetland,Wetland,Water,Wetland,Bareland,NULL,Bareland
1539,Water,Wetland,Wetland,Water,Wetland,Bareland,NULL,Water
1540,Water,Wetland,Wetland,Water,Wetland,Water,NULL,Wetland
1541,Water,Wetland,Wetland,Water,Wetland,Water,NULL,Bareland
1542,Water,Wetland,Wetland,Water,Wetland,Water,NULL,Water
1543,Water,Wetland,Wetland,Water,Wetland,Water,NULL,Forest
1544,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1545,Water,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
1546,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
1547,Water,Wetland,Wetland,Water,Wetland,Forest,NULL,Water
1548,Water,Wetland,Wetland,Water,Wetland,Forest,NULL,Forest
1549,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1550,Water,Wetland,Water,NULL,Water,NULL,Wetland,Forest
1551,Water,Wetland,Water,NULL,Water,Grassland,NULL,Water
1552,Water,Wetland,Water,NULL,Water,Wetland,NULL,Wetland
1553,Water,Wetland,Water,NULL,Water,Wetland,NULL,Bareland
1554,Water,Wetland,Water,NULL,Water,Wetland,NULL,Water
1555,Water,Wetland,Water,NULL,Water,Wetland,NULL,Forest
1556,Water,Wetland,Water,NULL,Water,Bareland,NULL,Water
1557,Water,Wetland,Water,NULL,Water,Water,NULL,Wetland
1558,Water,Wetland,Water,NULL,Water,Water,NULL,Bareland
1559,Water,Wetland,Water,NULL,Water,Water,NULL,Water
1560,Water,Wetland,Water,NULL,Water,Water,NULL,Forest
1561,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
1562,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
1563,Water,Wetland,Water,NULL,Water,Water,Water,Bareland
1564,Water,Wetland,Water,NULL,Water,Water,Water,Water
1565,Water,Wetland,Water,NULL,Water,Forest,NULL,Forest
1566,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1567,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1568,Water,Wetland,Water,Non_Water,Water,Wetland,NULL,Water
1569,Water,Wetland,Water,Non_Water,Water,Wetland,NULL,Forest
1570,Water,Wetland,Water,Non_Water,Water,Water,NULL,Water
1571,Water,Wetland,Water,Non_Water,Water,Water,NULL,Forest
1572,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
1573,Water,Wetland,Water,Non_Water,Water,Forest,NULL,Water
1574,Water,Wetland,Water,Non_Water,Water,Forest,NULL,Forest
1575,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
1576,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1577,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
1578,Water,Wetland,Water,Water,Water,Wetland,NULL,Wetland
1579,Water,Wetland,Water,Water,Water,Wetland,NULL,Water
1580,Water,Wetland,Water,Water,Water,Wetland,NULL,Forest
1581,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1582,Water,Wetland,Water,Water,Water,Wetland,Water,Water
1583,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
1584,Water,Wetland,Water,Water,Water,Bareland,NULL,Bareland
1585,Water,Wetland,Water,Water,Water,Bareland,NULL,Water
1586,Water,Wetland,Water,Water,Water,Bareland,NULL,Forest
1587,Water,Wetland,Water,Water,Water,Water,NULL,Wetland
1588,Water,Wetland,Water,Water,Water,Water,NULL,Bareland
1589,Water,Wetland,Water,Water,Water,Water,NULL,Water
1590,Water,Wetland,Water,Water,Water,Water,NULL,Forest
1591,Water,Wetland,Water,Water,Water,Water,Wetland,Water
1592,Water,Wetland,Water,Water,Water,Water,Water,Wetland
1593,Water,Wetland,Water,Water,Water,Water,Water,Bareland
1594,Water,Wetland,Water,Water,Water,Water,Water,Water
1595,Water,Wetland,Water,Water,Water,Water,Water,Forest
1596,Water,Wetland,Water,Water,Water,Forest,NULL,Water
1597,Water,Wetland,Water,Water,Water,Forest,NULL,Forest
1598,Water,Wetland,Water,Water,Water,Forest,Wetland,Forest
1599,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1600,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1601,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1602,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Water
1603,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1604,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1605,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
1606,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1607,Water,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Water
1608,Water,Wetland,Forest,NULL,Non_Wetland,Water,NULL,Forest
1609,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1610,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
1611,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
1612,Water,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1613,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
1614,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,NULL,Water
1615,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
1616,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
1617,Water,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1618,Water,Wetland,Forest,Water,Non_Wetland,Grassland,NULL,Forest
1619,Water,Wetland,Forest,Water,Non_Wetland,Wetland,NULL,Water
1620,Water,Wetland,Forest,Water,Non_Wetland,Wetland,NULL,Forest
1621,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
1622,Water,Wetland,Forest,Water,Non_Wetland,Forest,NULL,Forest
1623,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1624,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1625,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1626,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1627,Water,Bareland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1628,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1629,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1630,Water,Bareland,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
1631,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1632,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1633,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1634,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1635,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1636,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
1637,Water,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Water
1638,Water,Built-up,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1639,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Built-up
1640,Water,Built-up,NULL,Water,Non_Wetland,Built-up,Water,Water
1641,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1642,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1643,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1644,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1645,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1646,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1647,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1648,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1649,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1650,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1651,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1652,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1653,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1654,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1655,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
1656,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1657,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1658,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1659,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1660,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1661,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1662,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
1663,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1664,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
1665,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1666,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1667,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1668,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1669,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1670,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1671,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1672,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1673,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1674,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1675,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1676,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1677,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
1678,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
1679,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1680,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1681,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
1682,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1683,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1684,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1685,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
1686,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Water
1687,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
1688,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1689,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1690,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1691,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
1692,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1693,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1694,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1695,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Water
1696,Water,Built-up,Shrubland,Water,Non_Wetland,Built-up,Water,Water
1697,Water,Built-up,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
1698,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1699,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1700,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1701,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
