Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MYR_M_R
1057,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1058,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1059,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1060,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1061,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1062,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1063,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1064,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1065,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1066,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1067,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1068,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1069,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1070,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1071,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
1072,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
1073,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1074,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1075,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1076,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1077,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1078,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1079,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1080,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
1081,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1082,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1083,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1084,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1085,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1086,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1087,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1088,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
1089,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1090,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1091,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1092,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1093,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1094,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1095,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1096,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1097,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1098,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1099,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1100,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1101,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
1102,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1103,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1104,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1105,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
1106,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1107,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1108,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1109,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1110,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
1111,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1112,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1113,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1114,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1115,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1116,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1117,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1118,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1119,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1120,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1121,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
1122,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1123,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1124,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1125,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1126,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1127,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1128,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1129,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1130,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1131,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1132,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
1133,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1134,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1135,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1136,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1137,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1138,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1139,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
1140,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1141,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1142,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1143,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
1144,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1145,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
1146,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1147,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1148,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1149,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1150,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1151,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1152,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1153,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1154,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1155,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1156,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1157,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
1158,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
1159,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1160,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
1161,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1162,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
1163,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
1164,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
1165,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1166,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1167,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1168,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1169,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1170,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
1171,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1172,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1173,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1174,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1175,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1176,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1177,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1178,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1179,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1180,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
1181,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1182,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1183,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
1184,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1185,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1186,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1187,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1188,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
1189,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1190,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1191,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1192,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1193,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1194,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1195,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1196,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
1197,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1198,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1199,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1200,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1201,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
1202,Grassland,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
1203,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1204,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1205,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1206,Grassland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1207,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1208,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
1209,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1210,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
1211,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1212,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
1213,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Built-up
1214,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1215,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1216,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1217,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1218,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1219,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1220,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1221,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1222,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1223,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1224,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1225,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1226,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1227,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1228,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
1229,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1230,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1231,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
1232,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1233,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1234,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1235,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1236,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
1237,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1238,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1239,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
1240,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1241,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
1242,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1243,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1244,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1245,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1246,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1247,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1248,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1249,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1250,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1251,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1252,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1253,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1254,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1255,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1256,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1257,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1258,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1259,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1260,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1261,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1262,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1263,Grassland,NULL,Water,NULL,Water,Grassland,NULL,Grassland
1264,Grassland,NULL,Water,NULL,Water,Grassland,NULL,Forest
1265,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1266,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1267,Grassland,NULL,Water,NULL,Water,Water,NULL,Grassland
1268,Grassland,NULL,Water,NULL,Water,Water,Grassland,Grassland
1269,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Forest
1270,Grassland,NULL,Water,Water,Water,Grassland,Water,Grassland
1271,Grassland,NULL,Water,Water,Water,Water,Grassland,Grassland
1272,Grassland,NULL,Water,Water,Water,Water,Grassland,Water
1273,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1274,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1275,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1276,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1277,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1278,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1279,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1280,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1281,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1282,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1283,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1284,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1285,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1286,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1287,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1288,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1289,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1290,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1291,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1292,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1293,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1294,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1295,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1296,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1297,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1298,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1299,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1300,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1301,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1302,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1303,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1304,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1305,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1306,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1307,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1308,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1309,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1310,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1311,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1312,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1313,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1314,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1315,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1316,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1317,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1318,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
1319,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1320,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1321,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1322,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1323,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1324,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1325,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1326,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1327,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1328,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1329,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1330,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1331,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1332,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1333,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1334,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1335,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1336,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1337,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1338,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1339,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1340,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1341,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1342,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1343,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1344,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1345,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1346,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1347,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1348,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1349,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1350,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
1351,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1352,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1353,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1354,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1355,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1356,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1357,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1358,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1359,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1360,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1361,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1362,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1363,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1364,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1365,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1366,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1367,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
1368,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
