Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPV_M_R
1116,Water,Water,Water,Water,Water,NULL,Water,Forest
1117,Water,Water,Water,Water,Water,Grassland,Water,Bareland
1118,Water,Water,Water,Water,Water,Grassland,Water,Water
1119,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
1120,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
1121,Water,Water,Water,Water,Water,Wetland,Wetland,Water
1122,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
1123,Water,Water,Water,Water,Water,Wetland,Water,Grassland
1124,Water,Water,Water,Water,Water,Wetland,Water,Wetland
1125,Water,Water,Water,Water,Water,Wetland,Water,Water
1126,Water,Water,Water,Water,Water,Wetland,Water,Forest
1127,Water,Water,Water,Water,Water,Water,Wetland,Grassland
1128,Water,Water,Water,Water,Water,Water,Wetland,Wetland
1129,Water,Water,Water,Water,Water,Water,Wetland,Water
1130,Water,Water,Water,Water,Water,Water,Wetland,Forest
1131,Water,Water,Water,Water,Water,Water,Water,Grassland
1132,Water,Water,Water,Water,Water,Water,Water,Wetland
1133,Water,Water,Water,Water,Water,Water,Water,Water
1134,Water,Water,Water,Water,Water,Water,Water,Forest
1135,Water,Water,Water,Water,Water,Water,Forest,Water
1136,Water,Water,Water,Water,Water,Water,Forest,Forest
1137,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
1138,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1139,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1140,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1141,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1142,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1143,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1144,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1145,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1146,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1147,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1148,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1149,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1150,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1151,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1152,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1153,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1154,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1155,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1156,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
1157,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1158,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1159,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1160,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1161,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1162,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1163,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1164,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1165,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1166,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1167,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1168,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1169,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1170,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1171,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1172,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1173,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1174,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1175,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1176,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1177,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1178,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1179,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1180,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1181,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1182,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1183,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1184,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
1185,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1186,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1187,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1188,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1189,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1190,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1191,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1192,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1193,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1194,Water,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1195,Water,Forest,Wetland,Water,Wetland,Water,Water,Forest
1196,Water,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
1197,Water,Forest,Water,Water,Water,Water,Water,Grassland
1198,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1199,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1200,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1201,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1202,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1203,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1204,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1205,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1206,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1207,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1208,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1209,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1210,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1211,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1212,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1213,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1214,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1215,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
1216,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1217,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1218,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1219,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1220,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1221,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1222,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1223,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1224,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1225,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1226,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1227,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1228,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
1229,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1230,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1231,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1232,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1233,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1234,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1235,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1236,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1237,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1238,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1239,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
1240,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1241,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1242,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1243,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1244,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1245,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
1246,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1247,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1248,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1249,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1250,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1251,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1252,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1253,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1254,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1255,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1256,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1257,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1258,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1259,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
1260,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1261,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1262,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1263,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1264,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
1265,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
1266,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1267,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1268,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1269,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1270,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1271,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1272,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1273,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1274,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1275,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1276,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1277,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
1278,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1279,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
1280,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1281,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1282,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1283,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1284,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1285,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1286,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
1287,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1288,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1289,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1290,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
1291,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1292,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1293,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1294,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1295,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1296,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1297,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1298,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1299,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1300,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1301,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1302,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1303,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1304,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1305,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1306,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1307,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1308,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1309,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1310,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1311,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1312,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1313,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1314,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1315,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1316,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1317,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Bareland
1318,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
1319,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1320,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1321,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1322,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1323,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1324,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1325,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
1326,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1327,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
1328,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
1329,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
1330,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
1331,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1332,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1333,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1334,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1335,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
1336,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1337,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
1338,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1339,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1340,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1341,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
1342,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Bareland
1343,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Forest
1344,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1345,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1346,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
1347,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
1348,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
1349,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1350,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1351,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1352,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1353,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1354,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1355,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1356,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
1357,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
1358,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1359,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1360,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
1361,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
1362,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
1363,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1364,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1365,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1366,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1367,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1368,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1369,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1370,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1371,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1372,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1373,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1374,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1375,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1376,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1377,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1378,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1379,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1380,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1381,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1382,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
1383,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1384,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1385,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1386,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
1387,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1388,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1389,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1390,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1391,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1392,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1393,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1394,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1395,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1396,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1397,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1398,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1399,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1400,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1401,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1402,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1403,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1404,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1405,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1406,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1407,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1408,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1409,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1410,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1411,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1412,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1413,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
1414,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
1415,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
1416,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1417,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1418,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1419,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1420,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1421,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1422,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1423,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1424,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
1425,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1426,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1427,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
1428,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1429,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1430,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1431,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1432,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1433,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1434,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
1435,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
1436,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
1437,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1438,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1439,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
1440,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
1441,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
