Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRK_M_R
6972,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
6973,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
6974,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
6975,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
6976,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
6977,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
6978,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6979,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Bareland,NULL
6980,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
6981,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
6982,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6983,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6984,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
6985,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6986,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6987,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
6988,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6989,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6990,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
6991,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6992,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6993,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
6994,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6995,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6996,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6997,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6998,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6999,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7000,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
7001,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7002,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
7003,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
7004,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7005,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7006,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
7007,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
7008,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7009,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7010,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
7011,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
7012,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7013,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
7014,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7015,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
7016,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
7017,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
7018,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
7019,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7020,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
7021,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7022,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7023,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
7024,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7025,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
7026,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
7027,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
7028,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
7029,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7030,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
7031,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7032,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
7033,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7034,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7035,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
7036,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
7037,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7038,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
7039,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
7040,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7041,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7042,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7043,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
7044,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7045,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7046,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7047,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
7048,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
7049,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
7050,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7051,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
7052,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
7053,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
7054,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
7055,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
7056,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7057,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7058,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
7059,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
7060,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
7061,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7062,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7063,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7064,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7065,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7066,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
7067,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7068,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7069,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7070,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7071,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7072,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7073,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7074,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
7075,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7076,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
7077,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
7078,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
7079,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
7080,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
7081,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
7082,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
7083,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
7084,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
7085,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
7086,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7087,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7088,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7089,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
7090,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
7091,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
7092,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7093,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
7094,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
7095,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
7096,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
7097,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7098,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
7099,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
7100,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
7101,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
7102,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
7103,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7104,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7105,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7106,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7107,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7108,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
7109,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7110,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
7111,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7112,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
7113,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
7114,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
7115,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
7116,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
7117,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
7118,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7119,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
7120,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
7121,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
7122,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7123,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7124,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7125,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7126,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7127,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7128,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7129,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7130,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7131,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7132,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
7133,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
7134,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7135,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
7136,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
7137,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
7138,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7139,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
7140,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7141,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
7142,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7143,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7144,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
7145,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
7146,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
7147,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7148,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7149,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7150,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
7151,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7152,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7153,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7154,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7155,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7156,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7157,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
7158,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7159,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7160,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7161,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7162,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
7163,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7164,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
7165,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
7166,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
7167,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
7168,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
7169,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
7170,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
7171,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
7172,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
7173,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
7174,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
7175,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
7176,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7177,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7178,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7179,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7180,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
7181,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
7182,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
7183,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
7184,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
7185,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
7186,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
7187,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
7188,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
7189,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
7190,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
7191,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
7192,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
7193,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Bareland
7194,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
7195,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
7196,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
7197,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
7198,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7199,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7200,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
7201,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
7202,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
7203,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
7204,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
7205,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
7206,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
7207,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
7208,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
7209,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
7210,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Bareland
7211,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
7212,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
7213,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
7214,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
7215,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7216,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
7217,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
7218,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
7219,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
7220,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
7221,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
7222,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
7223,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
7224,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
7225,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
7226,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
7227,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
7228,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7229,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
7230,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7231,Cropland,Built-up,Water,NULL,Water,NULL,Bareland,Forest
7232,Cropland,Built-up,Water,NULL,Water,Grassland,Bareland,Forest
7233,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
7234,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7235,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7236,Cropland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
7237,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7238,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
7239,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
7240,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
7241,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
7242,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
7243,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7244,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7245,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
7246,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7247,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
7248,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7249,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
7250,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
7251,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
7252,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7253,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
7254,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7255,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
7256,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
7257,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
7258,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
7259,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
7260,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7261,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
7262,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7263,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
7264,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
7265,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7266,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
7267,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
7268,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7269,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
7270,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
7271,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
7272,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
7273,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7274,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
