Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKQ_M_R
7484,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
7485,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7486,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7487,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7488,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
7489,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
7490,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
7491,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
7492,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Built-up
7493,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
7494,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
7495,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
7496,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
7497,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
7498,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
7499,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7500,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7501,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
7502,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
7503,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
7504,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Water
7505,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
7506,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
7507,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
7508,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
7509,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
7510,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
7511,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
7512,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
7513,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
7514,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
7515,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
7516,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
7517,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7518,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
7519,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
7520,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
7521,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
7522,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
7523,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7524,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7525,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
7526,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
7527,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
7528,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7529,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7530,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7531,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7532,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7533,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7534,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
7535,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
7536,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7537,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
7538,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
7539,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
7540,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
7541,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
7542,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
7543,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
7544,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
7545,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
7546,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7547,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7548,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
7549,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
7550,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
7551,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Cropland
7552,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
7553,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
7554,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
7555,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Bareland
7556,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
7557,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
7558,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
7559,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
7560,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
7561,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
7562,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7563,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7564,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7565,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7566,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
7567,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
7568,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7569,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7570,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7571,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7572,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
7573,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7574,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
7575,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
7576,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
7577,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
7578,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
7579,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
7580,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
7581,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
7582,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
7583,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
7584,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7585,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
7586,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
7587,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
7588,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
7589,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
7590,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
7591,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
7592,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
7593,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
7594,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7595,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7596,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
7597,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7598,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7599,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
7600,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
7601,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland,Grassland,Grassland
7602,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland,Grassland,Cropland
7603,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,NULL,Bareland
7604,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
7605,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
7606,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7607,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7608,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
7609,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
7610,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7611,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7612,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7613,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
7614,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7615,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7616,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7617,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7618,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7619,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
7620,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Water
7621,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
7622,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7623,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7624,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
7625,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
7626,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7627,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
7628,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7629,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7630,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
7631,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Water
7632,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7633,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7634,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7635,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
7636,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7637,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7638,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7639,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
7640,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
7641,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7642,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7643,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7644,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7645,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
7646,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
7647,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
7648,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
7649,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
7650,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
7651,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
7652,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
7653,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7654,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7655,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
7656,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
7657,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
7658,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
7659,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
7660,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
7661,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
7662,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
7663,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
7664,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
7665,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
7666,Bareland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Bareland
7667,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
7668,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
7669,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
7670,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
7671,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
7672,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
7673,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
7674,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Bareland
7675,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
7676,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
7677,Bareland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
7678,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
7679,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
7680,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
7681,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
7682,Bareland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
7683,Bareland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
7684,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
7685,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
7686,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
7687,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
7688,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Water,Bareland
7689,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
7690,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
7691,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up,Built-up
7692,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
7693,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7694,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
7695,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Water
7696,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Bareland
7697,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
7698,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
7699,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
7700,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7701,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7702,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Bareland
7703,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,Bareland,Bareland
7704,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,Bareland,Water
7705,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
7706,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
7707,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7708,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7709,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
7710,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7711,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7712,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7713,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7714,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
7715,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Built-up
7716,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
7717,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
7718,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
7719,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
7720,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7721,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7722,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Forest,Bareland
7723,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Bareland
7724,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
7725,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
7726,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
7727,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
7728,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland,Bareland,Grassland
7729,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
7730,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Forest
7731,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
7732,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland,Grassland,Bareland
7733,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
7734,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
7735,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
7736,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
7737,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7738,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
7739,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
7740,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
7741,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
7742,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
7743,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
7744,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
7745,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
7746,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
7747,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
7748,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
7749,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
7750,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
7751,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
7752,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
7753,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
7754,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
7755,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
7756,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7757,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7758,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
7759,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
7760,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
7761,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
7762,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7763,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
7764,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
7765,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
7766,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
7767,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
7768,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
7769,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
7770,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
7771,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
7772,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
7773,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
7774,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
7775,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
7776,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
7777,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7778,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
7779,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7780,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
7781,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
7782,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
7783,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
7784,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
7785,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
7786,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
7787,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Built-up
7788,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Bareland
7789,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
7790,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Cropland,NULL,Grassland
7791,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
7792,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
7793,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
7794,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Forest
7795,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
7796,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
7797,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water,Bareland,Bareland
7798,Bareland,NULL,Water,NULL,Water,Shrubland,Water,Bareland
7799,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
7800,Bareland,NULL,Water,NULL,Water,Grassland,Grassland,Cropland
7801,Bareland,NULL,Water,NULL,Water,Grassland,Bareland,Bareland
