Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWP_M_R
7922,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
7923,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
7924,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7925,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
7926,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
7927,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
7928,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
7929,Wetland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,Cropland
7930,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
7931,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Cropland
7932,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,NULL
7933,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
7934,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7935,Wetland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7936,Wetland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7937,Wetland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7938,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7939,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7940,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
7941,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7942,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7943,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
7944,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
7945,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7946,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
7947,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Cropland
7948,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Cropland
7949,Wetland,NULL,Grassland,Water,Non_Wetland,Forest,Forest,Cropland
7950,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
7951,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7952,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7953,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7954,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7955,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
7956,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7957,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
7958,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
7959,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
7960,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
7961,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7962,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
7963,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
7964,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7965,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
7966,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7967,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7968,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7969,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7970,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7971,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7972,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7973,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
7974,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7975,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7976,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7977,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7978,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7979,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7980,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7981,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
7982,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7983,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7984,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7985,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7986,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
7987,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
7988,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
7989,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
7990,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
7991,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
7992,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
7993,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
7994,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7995,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
7996,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
7997,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
7998,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7999,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
8000,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
8001,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8002,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
8003,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
8004,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,NULL
8005,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
8006,Wetland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
8007,Wetland,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
8008,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
8009,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
8010,Wetland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
8011,Wetland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,NULL
8012,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Cropland
8013,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
8014,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
8015,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
8016,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
8017,Wetland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
8018,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
8019,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
8020,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Water
8021,Wetland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
8022,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
8023,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
8024,Wetland,NULL,Wetland,Water,Wetland,NULL,Shrubland,Water
8025,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
8026,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
8027,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Water
8028,Wetland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Wetland
8029,Wetland,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
8030,Wetland,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
8031,Wetland,NULL,Wetland,Water,Wetland,Bareland,NULL,Wetland
8032,Wetland,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
8033,Wetland,NULL,Wetland,Water,Wetland,Water,NULL,Water
8034,Wetland,NULL,Wetland,Water,Wetland,Water,NULL,Forest
8035,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
8036,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
8037,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
8038,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
8039,Wetland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8040,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
8041,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
8042,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8043,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
8044,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Water
8045,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
8046,Wetland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
8047,Wetland,NULL,Water,NULL,Water,Water,Shrubland,Grassland
8048,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
8049,Wetland,NULL,Water,Water,Water,NULL,Water,Wetland
8050,Wetland,NULL,Water,Water,Water,NULL,Water,Bareland
8051,Wetland,NULL,Water,Water,Water,NULL,Water,Water
8052,Wetland,NULL,Water,Water,Water,NULL,Forest,Water
8053,Wetland,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
8054,Wetland,NULL,Water,Water,Water,Bareland,NULL,Wetland
8055,Wetland,NULL,Water,Water,Water,Bareland,Water,Wetland
8056,Wetland,NULL,Water,Water,Water,Bareland,Water,Water
8057,Wetland,NULL,Water,Water,Water,Water,Water,Water
8058,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8059,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
8060,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
8061,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
8062,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
8063,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
8064,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
8065,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
8066,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Wetland
8067,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
8068,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8069,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8070,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8071,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8072,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8073,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8074,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
8075,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8076,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8077,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
8078,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
8079,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
8080,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
8081,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
8082,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Cropland
8083,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
8084,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8085,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
8086,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
8087,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Bareland
8088,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
8089,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
8090,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
8091,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
8092,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8093,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
8094,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
8095,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
8096,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
8097,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
8098,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Cropland
8099,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Water,Bareland
8100,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
8101,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
8102,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Cropland
8103,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Cropland
8104,Wetland,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
8105,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8106,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
8107,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
8108,Wetland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8109,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8110,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8111,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
8112,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
8113,Wetland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8114,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
8115,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
8116,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
8117,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Cropland
8118,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
8119,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8120,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
8121,Wetland,Cropland,NULL,Water,Non_Wetland,NULL,Water,Grassland
8122,Wetland,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
8123,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
8124,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8125,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8126,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8127,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
8128,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8129,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8130,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8131,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8132,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
8133,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8134,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
8135,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
8136,Wetland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
8137,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
8138,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
8139,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
8140,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
8141,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
8142,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,Water,NULL
8143,Wetland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8144,Wetland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8145,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8146,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8147,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
8148,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8149,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8150,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8151,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8152,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
8153,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
8154,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
8155,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
8156,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
8157,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8158,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Cropland
8159,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland,Wetland
8160,Wetland,Cropland,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
8161,Wetland,Cropland,Grassland,Water,Non_Wetland,Shrubland,Forest,Cropland
8162,Wetland,Cropland,Grassland,Water,Non_Wetland,Grassland,NULL,Cropland
8163,Wetland,Cropland,Grassland,Water,Non_Wetland,Grassland,Shrubland,Cropland
8164,Wetland,Cropland,Grassland,Water,Non_Wetland,Grassland,Forest,Cropland
8165,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
8166,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8167,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8168,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
8169,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8170,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8171,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8172,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
8173,Wetland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8174,Wetland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8175,Wetland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8176,Wetland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8177,Wetland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8178,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
8179,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8180,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8181,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8182,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8183,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8184,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
8185,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8186,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8187,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8188,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8189,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
8190,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
8191,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
8192,Wetland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
8193,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
8194,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8195,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
8196,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8197,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
8198,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8199,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8200,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
8201,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
8202,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
8203,Wetland,Cropland,Cropland,Water,Non_Wetland,Shrubland,NULL,Wetland
8204,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
8205,Wetland,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Cropland
8206,Wetland,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
8207,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
8208,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
8209,Wetland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
8210,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
8211,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
8212,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
8213,Wetland,Cropland,Wetland,Water,Wetland,NULL,Water,Water
8214,Wetland,Cropland,Wetland,Water,Wetland,Shrubland,Shrubland,Water
8215,Wetland,Cropland,Wetland,Water,Wetland,Shrubland,Water,Water
8216,Wetland,Cropland,Wetland,Water,Wetland,Grassland,Shrubland,Cropland
8217,Wetland,Cropland,Wetland,Water,Wetland,Grassland,Shrubland,Wetland
8218,Wetland,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
8219,Wetland,Cropland,Wetland,Water,Wetland,Water,NULL,Wetland
8220,Wetland,Cropland,Wetland,Water,Wetland,Water,Water,Bareland
8221,Wetland,Cropland,Wetland,Water,Wetland,Water,Water,Water
8222,Wetland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
8223,Wetland,Cropland,Bareland,NULL,Non_Wetland,Water,NULL,Wetland
8224,Wetland,Cropland,Built-up,Water,Non_Wetland,Grassland,Forest,Cropland
8225,Wetland,Cropland,Water,Water,Water,NULL,Water,Water
8226,Wetland,Cropland,Water,Water,Water,NULL,Forest,Wetland
8227,Wetland,Cropland,Water,Water,Water,Water,Water,Water
8228,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
8229,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
8230,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8231,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8232,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8233,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8234,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8235,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
8236,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
8237,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8238,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
8239,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
8240,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
8241,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
