Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KVD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KVD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KVD_M_R
1215,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1216,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1217,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
1218,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
1219,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1220,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
1221,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1222,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
1223,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1224,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
1225,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1226,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1227,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
1228,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
1229,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
1230,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1231,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,NULL
1232,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1233,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1234,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
1235,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
1236,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
1237,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1238,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1239,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
1240,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
1241,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
1242,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
1243,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
1244,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
1245,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
1246,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1247,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1248,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
1249,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1250,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
1251,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
1252,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
1253,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1254,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,NULL
1255,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
1256,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
1257,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1258,NULL,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
1259,NULL,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,NULL
1260,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1261,NULL,Forest,Wetland,NULL,Wetland,NULL,Grassland,NULL
1262,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
1263,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1264,NULL,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
1265,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1266,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
1267,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
1268,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
1269,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
1270,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
1271,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1272,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1273,NULL,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,NULL
1274,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1275,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1276,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1277,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
1278,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1279,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1280,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1281,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1282,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1283,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1284,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1285,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1286,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1287,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1288,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1289,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1290,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,NULL
1291,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,NULL
1292,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1293,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1294,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1295,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
1296,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,NULL
1297,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1298,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1299,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1300,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1301,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
1302,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
1303,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1304,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
1305,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1306,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1307,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
1308,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1309,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1310,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1311,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
1312,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,NULL
1313,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
1314,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1315,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
1316,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
1317,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
1318,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
1319,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1320,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1321,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
1322,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,NULL
1323,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Built-up,NULL
1324,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
1325,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,NULL
1326,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
1327,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1328,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,NULL
1329,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,NULL
1330,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,NULL
1331,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
1332,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,NULL
1333,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
1334,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,NULL
1335,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,NULL
1336,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,NULL
1337,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
1338,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
1339,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,NULL
1340,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,NULL
1341,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
1342,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,NULL
1343,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,NULL
1344,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
1345,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,NULL
1346,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Wetland,NULL
1347,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Water,NULL
1348,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,NULL,NULL
1349,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
1350,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,NULL
1351,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,NULL,NULL
1352,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,NULL
1353,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,NULL
1354,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Water,NULL
1355,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,NULL
1356,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,NULL
1357,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Water,NULL
1358,Grassland,NULL,NULL,Water,Non_Wetland,Water,NULL,NULL
1359,Grassland,NULL,NULL,Water,Non_Wetland,Water,Grassland,NULL
1360,Grassland,NULL,NULL,Water,Non_Wetland,Water,Wetland,NULL
1361,Grassland,NULL,NULL,Water,Non_Wetland,Water,Water,NULL
1362,Grassland,NULL,NULL,Water,Non_Wetland,Forest,Grassland,NULL
1363,Grassland,NULL,NULL,Water,Non_Wetland,Forest,Wetland,NULL
1364,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1365,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1366,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1367,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
1368,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
1369,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
1370,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
1371,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1372,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1373,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1374,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
1375,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1376,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
1377,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1378,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1379,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
1380,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1381,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1382,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1383,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1384,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1385,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
1386,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1387,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
1388,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
1389,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1390,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
1391,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
1392,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
1393,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
1394,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1395,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1396,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
1397,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
1398,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
1399,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
1400,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
1401,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
1402,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1403,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
1404,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
1405,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
1406,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
1407,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
1408,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
1409,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
1410,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
1411,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
1412,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,NULL
1413,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,NULL
1414,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
1415,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,NULL
1416,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,NULL
1417,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,NULL
1418,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1419,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,NULL
1420,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,NULL
1421,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,NULL
1422,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,NULL
1423,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
1424,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
1425,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,NULL
1426,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,NULL
1427,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,NULL
1428,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,NULL
1429,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
1430,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,NULL
1431,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,NULL
1432,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,NULL
1433,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,NULL
1434,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,NULL
1435,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,NULL
1436,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,NULL
1437,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,NULL
1438,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest,Wetland,NULL
1439,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1440,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
1441,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1442,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
1443,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Water,NULL
1444,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
1445,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
1446,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1447,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1448,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
1449,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1450,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
1451,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
1452,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
1453,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1454,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1455,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
1456,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1457,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1458,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,NULL,NULL
1459,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
1460,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
1461,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Water,NULL
1462,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
1463,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
1464,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
1465,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1466,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1467,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,NULL
1468,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,NULL
1469,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,NULL
1470,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,NULL
1471,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,NULL
1472,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1473,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
1474,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,NULL
1475,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,NULL
1476,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,NULL
1477,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
1478,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
1479,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,NULL
1480,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,NULL
1481,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,NULL
1482,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Wetland,NULL
1483,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1484,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,NULL
1485,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland,NULL
1486,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Water,NULL
1487,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,NULL
1488,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,NULL
1489,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,NULL
1490,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,NULL
1491,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,NULL,NULL
1492,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,NULL
1493,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,NULL
1494,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,NULL
1495,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Water,NULL
1496,Grassland,NULL,Grassland,Water,Non_Wetland,Forest,Grassland,NULL
1497,Grassland,NULL,Grassland,Water,Non_Wetland,Forest,Wetland,NULL
1498,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1499,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1500,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
1501,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
1502,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
1503,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
1504,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
1505,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1506,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1507,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
1508,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
1509,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
1510,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
1511,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
1512,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
1513,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
1514,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
1515,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
1516,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
1517,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1518,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1519,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
1520,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1521,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
1522,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
1523,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
1524,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
1525,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
1526,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
1527,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
1528,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,NULL
1529,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,NULL
1530,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
1531,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
1532,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
1533,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
1534,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1535,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
1536,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,NULL
1537,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,NULL
1538,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,NULL
1539,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
1540,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
