Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUL_M_R
1424,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1425,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1426,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1427,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
1428,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1429,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
1430,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1431,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1432,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
1433,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,Wetland,Bareland
1434,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,Wetland,Water
1435,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
1436,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland,Water,Bareland
1437,Bareland,Bareland,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
1438,Bareland,Bareland,Water,Non_Water,Water,Bareland,Bareland,Bareland
1439,Bareland,Bareland,Water,Non_Water,Water,Bareland,Bareland,Water
1440,Bareland,Bareland,Water,Water,Water,Grassland,Water,Bareland
1441,Bareland,Bareland,Water,Water,Water,Grassland,Water,Water
1442,Bareland,Bareland,Water,Water,Water,Wetland,Water,Grassland
1443,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Grassland
1444,Bareland,Bareland,Water,Water,Water,Bareland,Bareland,Bareland
1445,Bareland,Bareland,Water,Water,Water,Water,Water,Water
1446,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1447,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1448,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1449,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1450,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1451,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1452,Bareland,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1453,Bareland,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Water
1454,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1455,Bareland,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1456,Bareland,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Bareland
1457,Bareland,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1458,Bareland,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
1459,Bareland,Water,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
1460,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1461,Bareland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1462,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1463,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
1464,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1465,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1466,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1467,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1468,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1469,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1470,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Bareland
1471,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
1472,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1473,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
1474,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
1475,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
1476,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
1477,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1478,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
1479,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1480,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Bareland
1481,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1482,Bareland,Water,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
1483,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1484,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1485,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1486,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1487,Bareland,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
1488,Bareland,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
1489,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1490,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1491,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1492,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
1493,Bareland,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1494,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1495,Bareland,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Bareland
1496,Bareland,Water,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
1497,Bareland,Water,Cropland,Water,Non_Wetland,Grassland,Wetland,Bareland
1498,Bareland,Water,Cropland,Water,Non_Wetland,Grassland,Forest,Grassland
1499,Bareland,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1500,Bareland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1501,Bareland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
1502,Bareland,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1503,Bareland,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1504,Bareland,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1505,Bareland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1506,Bareland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1507,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
1508,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1509,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1510,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
1511,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1512,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1513,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1514,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1515,Bareland,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1516,Bareland,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
1517,Bareland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1518,Bareland,Water,Wetland,Water,Wetland,Grassland,Wetland,Bareland
1519,Bareland,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1520,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1521,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
1522,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Water
1523,Bareland,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1524,Bareland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1525,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1526,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
1527,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Water
1528,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1529,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
1530,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
1531,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1532,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
1533,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
1534,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
1535,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1536,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1537,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1538,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1539,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1540,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1541,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Bareland
1542,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1543,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1544,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1545,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1546,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1547,Bareland,Water,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
1548,Bareland,Water,Built-up,Water,Non_Wetland,Grassland,Wetland,Bareland
1549,Bareland,Water,Built-up,Water,Non_Wetland,Grassland,Wetland,Water
1550,Bareland,Water,Water,NULL,Water,Grassland,Wetland,Bareland
1551,Bareland,Water,Water,NULL,Water,Water,Water,Bareland
1552,Bareland,Water,Water,NULL,Water,Water,Water,Water
1553,Bareland,Water,Water,Water,Water,Grassland,Water,Grassland
1554,Bareland,Water,Water,Water,Water,Grassland,Water,Water
1555,Bareland,Water,Water,Water,Water,Wetland,Water,Water
1556,Bareland,Water,Water,Water,Water,Water,Water,Water
1557,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1558,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1559,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1560,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1561,Bareland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1562,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1563,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1564,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1565,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1566,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1567,Bareland,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1568,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1569,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1570,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1571,Bareland,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1572,Bareland,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1573,Bareland,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1574,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1575,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1576,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1577,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1578,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1579,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1580,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1581,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1582,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1583,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1584,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1585,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1586,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1587,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1588,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1589,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1590,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1591,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1592,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1593,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1594,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1595,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1596,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1597,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1598,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1599,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1600,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1601,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1602,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1603,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1604,Water,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1605,Water,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1606,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1607,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1608,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1609,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1610,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1611,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1612,Water,NULL,Wetland,NULL,Wetland,Shrubland,Water,Wetland
1613,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1614,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1615,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1616,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
1617,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1618,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
1619,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1620,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1621,Water,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
1622,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
1623,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1624,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1625,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
1626,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1627,Water,NULL,Wetland,Water,Wetland,Water,NULL,Water
1628,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1629,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1630,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
1631,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
1632,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1633,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1634,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1635,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1636,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1637,Water,NULL,Water,Water,Water,Bareland,Bareland,Water
1638,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1639,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1640,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1641,Water,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1642,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1643,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1644,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1645,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1646,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1647,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1648,Water,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
1649,Water,Wetland,Water,Water,Water,Water,Water,Forest
1650,Water,Bareland,Cropland,Water,Non_Wetland,Shrubland,Water,Water
1651,Water,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Water
1652,Water,Bareland,Water,Water,Water,Bareland,Bareland,Water
1653,Water,Built-up,Wetland,Non_Water,Wetland,Water,Water,Water
1654,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Water
1655,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1656,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Bareland
1657,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
1658,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1659,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1660,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1661,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1662,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1663,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1664,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1665,Water,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1666,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
1667,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1668,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
1669,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1670,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1671,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1672,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1673,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1674,Water,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
1675,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
1676,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1677,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1678,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
1679,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1680,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1681,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1682,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
1683,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1684,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1685,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
1686,Water,Water,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
1687,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
1688,Water,Water,NULL,Water,Non_Wetland,Wetland,Forest,Water
1689,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1690,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1691,Water,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
1692,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
1693,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1694,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1695,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
1696,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
1697,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
1698,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1699,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Water
1700,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1701,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
1702,Water,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1703,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1704,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1705,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
1706,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1707,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1708,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1709,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
1710,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1711,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1712,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1713,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
1714,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1715,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1716,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1717,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1718,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1719,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1720,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1721,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1722,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
1723,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
1724,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
1725,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
1726,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
1727,Water,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
1728,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1729,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1730,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1731,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
1732,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1733,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1734,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
1735,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1736,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1737,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
1738,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
1739,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1740,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1741,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
1742,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1743,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1744,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
