Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MBR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MBR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MBR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MBR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MBR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MBR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MBR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MBR_M_R
1116,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
1117,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1118,Bareland,NULL,Water,NULL,Water,Bareland,Wetland,Bareland
1119,Bareland,NULL,Water,NULL,Water,Bareland,Built-up,Grassland
1120,Bareland,NULL,Water,NULL,Water,Bareland,Built-up,Bareland
1121,Bareland,NULL,Water,NULL,Water,Bareland,Built-up,Built-up
1122,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1123,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1124,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1125,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1126,Bareland,NULL,Water,Water,Water,Water,NULL,Water
1127,Bareland,NULL,Water,Water,Water,Water,Water,Water
1128,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1129,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1130,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
1131,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1132,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1133,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
1134,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1135,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1136,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1137,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,NULL,Water
1138,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1139,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1140,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1141,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1142,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,NULL,Water
1143,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Water
1144,Bareland,Bareland,Wetland,NULL,Wetland,Water,NULL,Water
1145,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Water
1146,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1147,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1148,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1149,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,NULL,Water
1150,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1151,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Water
1152,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Water
1153,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
1154,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1155,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1156,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1157,Bareland,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
1158,Bareland,Bareland,Wetland,Water,Wetland,Bareland,NULL,Water
1159,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
1160,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1161,Bareland,Bareland,Wetland,Water,Wetland,Water,NULL,Water
1162,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
1163,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1164,Bareland,Bareland,Wetland,Water,Wetland,Water,Forest,Water
1165,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Water
1166,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1167,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1168,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1169,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1170,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
1171,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Water
1172,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,NULL,Water
1173,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1174,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1175,Bareland,Bareland,Water,NULL,Water,Bareland,Built-up,Bareland
1176,Bareland,Bareland,Water,NULL,Water,Bareland,Water,Water
1177,Bareland,Bareland,Water,NULL,Water,Water,NULL,Water
1178,Bareland,Bareland,Water,NULL,Water,Water,Water,Water
1179,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1180,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1181,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1182,Bareland,Bareland,Water,Non_Water,Water,Bareland,NULL,Water
1183,Bareland,Bareland,Water,Non_Water,Water,Bareland,Water,Water
1184,Bareland,Bareland,Water,Non_Water,Water,Water,NULL,Water
1185,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Water
1186,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1187,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1188,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1189,Bareland,Bareland,Water,Water,Water,Bareland,NULL,Water
1190,Bareland,Bareland,Water,Water,Water,Bareland,Wetland,Water
1191,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
1192,Bareland,Bareland,Water,Water,Water,Bareland,Forest,Water
1193,Bareland,Bareland,Water,Water,Water,Water,NULL,Water
1194,Bareland,Bareland,Water,Water,Water,Water,Water,Water
1195,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1196,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1197,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1198,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1199,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1200,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Wetland,Water
1201,Bareland,Built-up,Water,NULL,Water,Bareland,Built-up,Bareland
1202,Bareland,Built-up,Water,NULL,Water,Bareland,Built-up,Built-up
1203,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1204,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1205,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1206,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
1207,Bareland,Water,NULL,Water,Non_Wetland,Bareland,NULL,Water
1208,Bareland,Water,NULL,Water,Non_Wetland,Water,Water,Water
1209,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1210,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1211,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
1212,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1213,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1214,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
1215,Bareland,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
1216,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1217,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
1218,Bareland,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
1219,Bareland,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1220,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1221,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1222,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
1223,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1224,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
1225,Bareland,Water,Wetland,NULL,Wetland,Water,NULL,Water
1226,Bareland,Water,Wetland,NULL,Wetland,Water,Water,Water
1227,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1228,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1229,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1230,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Water
1231,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
1232,Bareland,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
1233,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1234,Bareland,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1235,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1236,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1237,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1238,Bareland,Water,Wetland,Water,Wetland,Bareland,NULL,Water
1239,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
1240,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
1241,Bareland,Water,Wetland,Water,Wetland,Water,NULL,Grassland
1242,Bareland,Water,Wetland,Water,Wetland,Water,NULL,Water
1243,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
1244,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
1245,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
1246,Bareland,Water,Wetland,Water,Wetland,Water,Forest,Water
1247,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
1248,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1249,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1250,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1251,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1252,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
1253,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1254,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1255,Bareland,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
1256,Bareland,Water,Bareland,Water,Non_Wetland,Water,NULL,Forest
1257,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Water
1258,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
1259,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1260,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,NULL,Water
1261,Bareland,Water,Built-up,Water,Non_Wetland,Water,NULL,Water
1262,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1263,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1264,Bareland,Water,Water,NULL,Water,Bareland,NULL,Water
1265,Bareland,Water,Water,NULL,Water,Water,NULL,Water
1266,Bareland,Water,Water,NULL,Water,Water,Water,Water
1267,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1268,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1269,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1270,Bareland,Water,Water,Non_Water,Water,Bareland,NULL,Water
1271,Bareland,Water,Water,Non_Water,Water,Bareland,Water,Water
1272,Bareland,Water,Water,Non_Water,Water,Bareland,Forest,Water
1273,Bareland,Water,Water,Non_Water,Water,Water,NULL,Water
1274,Bareland,Water,Water,Non_Water,Water,Water,Wetland,Water
1275,Bareland,Water,Water,Non_Water,Water,Water,Water,Water
1276,Bareland,Water,Water,Non_Water,Water,Water,Forest,Water
1277,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1278,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1279,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1280,Bareland,Water,Water,Water,Water,Bareland,NULL,Water
1281,Bareland,Water,Water,Water,Water,Bareland,Water,Water
1282,Bareland,Water,Water,Water,Water,Bareland,Water,Forest
1283,Bareland,Water,Water,Water,Water,Water,NULL,Water
1284,Bareland,Water,Water,Water,Water,Water,Wetland,Water
1285,Bareland,Water,Water,Water,Water,Water,Water,Water
1286,Bareland,Water,Water,Water,Water,Water,Water,Forest
1287,Bareland,Water,Water,Water,Water,Water,Forest,Water
1288,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1289,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1290,Bareland,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
1291,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1292,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
1293,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1294,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1295,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1296,Bareland,Water,Forest,Water,Non_Wetland,Bareland,NULL,Water
1297,Bareland,Water,Forest,Water,Non_Wetland,Water,NULL,Water
1298,Bareland,Water,Forest,Water,Non_Wetland,Water,Water,Water
1299,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1300,Bareland,Forest,NULL,Water,Non_Wetland,Water,NULL,Water
1301,Bareland,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
1302,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1303,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1304,Bareland,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1305,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1306,Bareland,Forest,Wetland,Water,Wetland,Water,NULL,Water
1307,Bareland,Forest,Wetland,Water,Wetland,Water,Water,Water
1308,Bareland,Forest,Water,NULL,Water,Bareland,Built-up,Bareland
1309,Bareland,Forest,Water,NULL,Water,Bareland,Built-up,Forest
1310,Bareland,Forest,Water,Non_Water,Water,Water,NULL,Water
1311,Bareland,Forest,Water,Non_Water,Water,Water,Water,Water
1312,Bareland,Forest,Water,Water,Water,Water,NULL,Water
1313,Bareland,Forest,Water,Water,Water,Water,Water,Water
1314,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1315,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1316,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1317,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1318,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1319,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1320,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1321,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1322,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1323,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1324,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1325,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1326,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1327,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
1328,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1329,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1330,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1331,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1332,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
1333,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
1334,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1335,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1336,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1337,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1338,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1339,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
1340,Water,NULL,Wetland,Water,Wetland,Water,NULL,Water
1341,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
1342,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1343,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
1344,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1345,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1346,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1347,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1348,Water,NULL,Water,NULL,Water,Water,NULL,Water
1349,Water,NULL,Water,NULL,Water,Water,Water,Water
1350,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1351,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1352,Water,NULL,Water,Non_Water,Water,Water,Water,Water
1353,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1354,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1355,Water,NULL,Water,Water,Water,NULL,NULL,Water
1356,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1357,Water,NULL,Water,Water,Water,Water,NULL,Water
1358,Water,NULL,Water,Water,Water,Water,Water,Water
1359,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1360,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1361,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1362,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1363,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1364,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1365,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1366,Water,Cropland,Water,Water,Water,NULL,NULL,Water
1367,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1368,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1369,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1370,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1371,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1372,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1373,Water,Wetland,Wetland,NULL,Wetland,Water,NULL,Forest
1374,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1375,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1376,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1377,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1378,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1379,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1380,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
1381,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1382,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1383,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1384,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
1385,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1386,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
1387,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1388,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1389,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1390,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1391,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1392,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1393,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1394,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1395,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1396,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1397,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1398,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1399,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1400,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1401,Water,Bareland,Wetland,Water,Wetland,Water,NULL,Water
1402,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
1403,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1404,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1405,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
1406,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
1407,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1408,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1409,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1410,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
1411,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1412,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
1413,Water,Bareland,Water,Water,Water,Bareland,Water,Water
1414,Water,Bareland,Water,Water,Water,Water,NULL,Water
1415,Water,Bareland,Water,Water,Water,Water,Water,Water
1416,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1417,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1418,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1419,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1420,Water,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1421,Water,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1422,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1423,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
1424,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1425,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1426,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
1427,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
1428,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
1429,Water,Built-up,Water,Water,Water,NULL,NULL,Grassland
1430,Water,Built-up,Water,Water,Water,NULL,NULL,Water
1431,Water,Built-up,Water,Water,Water,NULL,NULL,Forest
1432,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1433,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1434,Water,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1435,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1436,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1437,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1438,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1439,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
1440,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1441,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1442,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1443,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1444,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1445,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1446,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
1447,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1448,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1449,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1450,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1451,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1452,Water,Water,NULL,Water,Non_Wetland,Water,NULL,Water
1453,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
1454,Water,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
1455,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1456,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1457,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1458,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
1459,Water,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
1460,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1461,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1462,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1463,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1464,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1465,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1466,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
1467,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
1468,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
1469,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1470,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1471,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1472,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1473,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1474,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
1475,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1476,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1477,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
1478,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1479,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1480,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1481,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
1482,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1483,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1484,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
