Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPD_M_R
9036,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
9037,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,Cropland
9038,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
9039,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
9040,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
9041,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
9042,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
9043,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
9044,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Cropland
9045,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Bareland
9046,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
9047,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
9048,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9049,Bareland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
9050,Bareland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
9051,Bareland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
9052,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9053,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
9054,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
9055,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Bareland
9056,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
9057,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
9058,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
9059,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
9060,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
9061,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
9062,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9063,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
9064,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
9065,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
9066,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
9067,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9068,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
9069,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9070,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
9071,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
9072,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
9073,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
9074,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
9075,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9076,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
9077,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
9078,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
9079,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9080,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
9081,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
9082,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
9083,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
9084,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
9085,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
9086,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
9087,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
9088,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
9089,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9090,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9091,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
9092,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
9093,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
9094,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9095,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9096,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9097,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
9098,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9099,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9100,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9101,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9102,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
9103,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9104,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
9105,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
9106,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
9107,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
9108,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
9109,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
9110,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9111,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
9112,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
9113,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
9114,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9115,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9116,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9117,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9118,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
9119,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9120,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
9121,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9122,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9123,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9124,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9125,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
9126,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9127,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
9128,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9129,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
9130,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
9131,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
9132,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
9133,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
9134,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
9135,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9136,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9137,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
9138,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9139,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
9140,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
9141,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
9142,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
9143,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9144,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
9145,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9146,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
9147,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9148,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
9149,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9150,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9151,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9152,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9153,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
9154,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9155,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
9156,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9157,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
9158,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
9159,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
9160,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
9161,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9162,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
9163,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
9164,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
9165,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
9166,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
9167,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
9168,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
9169,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
9170,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
9171,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
9172,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
9173,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
9174,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
9175,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
9176,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
9177,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
9178,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
9179,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
9180,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
9181,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
9182,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
9183,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
9184,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Cropland
9185,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Bareland
9186,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Wetland
9187,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
9188,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
9189,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
9190,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9191,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
9192,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
9193,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
9194,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
9195,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Bareland
9196,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
9197,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9198,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
9199,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
9200,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
9201,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
9202,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9203,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9204,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
9205,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
9206,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9207,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9208,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
9209,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9210,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9211,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
9212,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9213,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
9214,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
9215,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
9216,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9217,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9218,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
9219,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9220,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
9221,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
9222,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
9223,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
9224,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
9225,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
9226,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
9227,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
9228,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9229,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9230,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
9231,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9232,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9233,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9234,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
9235,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9236,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9237,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9238,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9239,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9240,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
9241,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
9242,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9243,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
9244,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
9245,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
9246,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9247,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9248,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
9249,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9250,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9251,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9252,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9253,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
9254,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9255,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
9256,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9257,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9258,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9259,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9260,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9261,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
9262,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9263,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9264,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
9265,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
9266,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9267,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
9268,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
9269,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
9270,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
9271,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
9272,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9273,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
9274,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
9275,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
9276,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
9277,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
9278,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
9279,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
9280,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
9281,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9282,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9283,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
9284,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
9285,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9286,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
9287,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9288,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
9289,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9290,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
9291,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9292,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
9293,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9294,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9295,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9296,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9297,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
9298,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9299,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9300,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9301,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
9302,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
9303,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
9304,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
9305,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
9306,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
9307,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
9308,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
9309,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
9310,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9311,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
9312,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
9313,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
9314,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
9315,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
9316,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
9317,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
9318,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
9319,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
9320,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
9321,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
9322,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,NULL
9323,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
9324,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
9325,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Bareland
9326,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
9327,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
9328,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
9329,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9330,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
9331,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
9332,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
9333,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9334,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
9335,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9336,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
9337,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
9338,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
9339,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
9340,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Bareland
9341,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
9342,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9343,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
9344,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
9345,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
9346,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Cropland
9347,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
9348,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
