Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRL_M_R
5014,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5015,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
5016,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5017,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
5018,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
5019,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5020,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
5021,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
5022,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
5023,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
5024,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
5025,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5026,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
5027,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
5028,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
5029,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5030,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
5031,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
5032,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
5033,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5034,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5035,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5036,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
5037,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
5038,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
5039,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
5040,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5041,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
5042,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
5043,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
5044,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
5045,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
5046,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
5047,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
5048,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
5049,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
5050,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
5051,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Cropland
5052,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Wetland
5053,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Cropland
5054,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Wetland
5055,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Water
5056,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
5057,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
5058,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
5059,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
5060,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
5061,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,NULL
5062,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
5063,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Cropland
5064,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Wetland
5065,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,Grassland
5066,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
5067,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
5068,Cropland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
5069,Cropland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Wetland
5070,Cropland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
5071,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
5072,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
5073,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Water,Cropland
5074,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
5075,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
5076,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
5077,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
5078,Cropland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
5079,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
5080,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
5081,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
5082,Cropland,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
5083,Cropland,NULL,Wetland,NULL,Wetland,Water,NULL,Water
5084,Cropland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
5085,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
5086,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
5087,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
5088,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
5089,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
5090,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
5091,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
5092,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Bareland
5093,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
5094,Cropland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
5095,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
5096,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
5097,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
5098,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
5099,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
5100,Cropland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5101,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
5102,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
5103,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
5104,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5105,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5106,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
5107,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5108,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5109,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
5110,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
5111,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Cropland
5112,Cropland,NULL,Bareland,Water,Non_Wetland,Shrubland,Grassland,Grassland
5113,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
5114,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5115,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
5116,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
5117,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
5118,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
5119,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
5120,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
5121,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
5122,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
5123,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
5124,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
5125,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
5126,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
5127,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
5128,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
5129,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
5130,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
5131,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5132,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5133,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5134,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
5135,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5136,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5137,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
5138,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5139,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
5140,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
5141,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
5142,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5143,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5144,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
5145,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5146,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
5147,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5148,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
5149,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
5150,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
5151,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
5152,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5153,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5154,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5155,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
5156,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5157,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5158,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5159,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5160,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5161,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5162,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
5163,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
5164,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
5165,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
5166,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
5167,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
5168,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5169,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
5170,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5171,Cropland,NULL,Built-up,NULL,Non_Wetland,Water,Shrubland,NULL
5172,Cropland,NULL,Water,NULL,Water,Shrubland,Grassland,Wetland
5173,Cropland,NULL,Water,NULL,Water,Grassland,NULL,Grassland
5174,Cropland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
5175,Cropland,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
5176,Cropland,NULL,Water,NULL,Water,Water,NULL,Water
5177,Cropland,NULL,Water,Non_Water,Water,Shrubland,Grassland,NULL
5178,Cropland,NULL,Water,Non_Water,Water,Shrubland,Grassland,Grassland
5179,Cropland,NULL,Water,Non_Water,Water,Shrubland,Grassland,Cropland
5180,Cropland,NULL,Water,Non_Water,Water,Shrubland,Grassland,Wetland
5181,Cropland,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
5182,Cropland,NULL,Water,Non_Water,Water,Water,NULL,Grassland
5183,Cropland,NULL,Water,Non_Water,Water,Water,NULL,Cropland
5184,Cropland,NULL,Water,Non_Water,Water,Water,Water,Water
5185,Cropland,NULL,Water,Water,Water,NULL,Grassland,Wetland
5186,Cropland,NULL,Water,Water,Water,Shrubland,Grassland,Water
5187,Cropland,NULL,Water,Water,Water,Grassland,Grassland,Wetland
5188,Cropland,NULL,Water,Water,Water,Grassland,Grassland,Water
5189,Cropland,NULL,Water,Water,Water,Bareland,Water,Grassland
5190,Cropland,NULL,Water,Water,Water,Water,NULL,Grassland
5191,Cropland,NULL,Water,Water,Water,Water,NULL,Cropland
5192,Cropland,NULL,Water,Water,Water,Water,NULL,Wetland
5193,Cropland,NULL,Water,Water,Water,Water,NULL,Water
5194,Cropland,NULL,Water,Water,Water,Water,Water,Water
5195,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5196,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5197,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5198,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5199,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
5200,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5201,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
5202,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5203,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5204,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5205,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
5206,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5207,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
5208,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5209,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5210,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
5211,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
5212,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5213,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5214,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5215,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5216,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
5217,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5218,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5219,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5220,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5221,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5222,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5223,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
5224,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
5225,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5226,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5227,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5228,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5229,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
5230,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5231,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5232,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5233,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5234,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5235,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
5236,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5237,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5238,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
5239,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
5240,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5241,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
5242,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5243,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
5244,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5245,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
5246,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
5247,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5248,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
5249,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5250,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
5251,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
5252,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
5253,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
5254,Cropland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
5255,Cropland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
5256,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5257,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5258,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5259,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
5260,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5261,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
5262,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5263,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5264,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
5265,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
5266,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
5267,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
5268,Cropland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
5269,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Wetland
5270,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Water
5271,Cropland,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Wetland
5272,Cropland,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Forest
5273,Cropland,NULL,Forest,Water,Non_Wetland,Water,NULL,Grassland
5274,Cropland,NULL,Forest,Water,Non_Wetland,Water,NULL,Wetland
5275,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5276,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5277,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5278,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
5279,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5280,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
5281,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5282,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5283,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5284,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
5285,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
5286,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5287,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
5288,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
5289,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
5290,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
5291,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5292,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5293,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
5294,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5295,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5296,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5297,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5298,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5299,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5300,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5301,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5302,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5303,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
5304,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
5305,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
5306,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
5307,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Built-up,Built-up
5308,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
5309,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5310,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5311,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5312,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
5313,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
5314,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5315,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5316,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5317,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5318,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5319,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
5320,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
5321,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5322,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5323,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
5324,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
5325,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
5326,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5327,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
5328,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5329,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
5330,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5331,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
5332,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
5333,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5334,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
5335,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
5336,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
5337,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
