Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NHA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NHA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NHA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NHA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NHA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NHA_M_R
1104,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1105,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1106,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
1107,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1108,Water,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
1109,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1110,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
1111,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1112,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Water
1113,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
1114,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
1115,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
1116,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1117,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
1118,Water,Water,Wetland,Water,Wetland,Water,Water,Water
1119,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
1120,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
1121,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
1122,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
1123,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1124,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1125,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1126,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1127,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1128,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1129,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1130,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1131,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1132,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
1133,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1134,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1135,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
1136,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
1137,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1138,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1139,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
1140,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1141,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
1142,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
1143,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
1144,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1145,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
1146,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
1147,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
1148,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Water
1149,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
1150,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
1151,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
1152,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
1153,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
1154,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
1155,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
1156,Water,Water,Water,NULL,Water,NULL,Water,Forest
1157,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
1158,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
1159,Water,Water,Water,NULL,Water,Grassland,Water,Water
1160,Water,Water,Water,NULL,Water,Grassland,Water,Forest
1161,Water,Water,Water,NULL,Water,Grassland,Forest,Forest
1162,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
1163,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
1164,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
1165,Water,Water,Water,NULL,Water,Wetland,Water,Water
1166,Water,Water,Water,NULL,Water,Wetland,Water,Forest
1167,Water,Water,Water,NULL,Water,Bareland,Water,Water
1168,Water,Water,Water,NULL,Water,Water,Wetland,Water
1169,Water,Water,Water,NULL,Water,Water,Wetland,Forest
1170,Water,Water,Water,NULL,Water,Water,Water,Grassland
1171,Water,Water,Water,NULL,Water,Water,Water,Water
1172,Water,Water,Water,NULL,Water,Water,Water,Forest
1173,Water,Water,Water,NULL,Water,Water,Forest,Water
1174,Water,Water,Water,NULL,Water,Water,Forest,Forest
1175,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1176,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
1177,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Water
1178,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
1179,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
1180,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1181,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1182,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
1183,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
1184,Water,Water,Water,Non_Water,Water,Wetland,Forest,Water
1185,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
1186,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
1187,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
1188,Water,Water,Water,Non_Water,Water,Water,Water,Water
1189,Water,Water,Water,Non_Water,Water,Water,Water,Forest
1190,Water,Water,Water,Non_Water,Water,Water,Forest,Water
1191,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
1192,Water,Water,Water,Water,Water,Grassland,Wetland,Water
1193,Water,Water,Water,Water,Water,Grassland,Water,Water
1194,Water,Water,Water,Water,Water,Grassland,Water,Forest
1195,Water,Water,Water,Water,Water,Grassland,Forest,Water
1196,Water,Water,Water,Water,Water,Wetland,NULL,Forest
1197,Water,Water,Water,Water,Water,Wetland,Wetland,Water
1198,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
1199,Water,Water,Water,Water,Water,Wetland,Water,Bareland
1200,Water,Water,Water,Water,Water,Wetland,Water,Water
1201,Water,Water,Water,Water,Water,Wetland,Water,Forest
1202,Water,Water,Water,Water,Water,Bareland,Water,Water
1203,Water,Water,Water,Water,Water,Water,Wetland,Water
1204,Water,Water,Water,Water,Water,Water,Wetland,Forest
1205,Water,Water,Water,Water,Water,Water,Water,Grassland
1206,Water,Water,Water,Water,Water,Water,Water,Bareland
1207,Water,Water,Water,Water,Water,Water,Water,Water
1208,Water,Water,Water,Water,Water,Water,Water,Forest
1209,Water,Water,Water,Water,Water,Water,Forest,Water
1210,Water,Water,Water,Water,Water,Water,Forest,Forest
1211,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1212,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1213,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1214,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1215,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1216,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1217,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1218,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1219,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1220,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
1221,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1222,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
1223,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1224,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1225,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1226,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1227,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1228,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1229,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1230,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1231,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1232,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1233,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1234,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1235,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1236,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1237,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1238,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1239,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1240,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
1241,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1242,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
1243,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1244,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1245,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1246,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1247,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1248,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
1249,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1250,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1251,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1252,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1253,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1254,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1255,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1256,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1257,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1258,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1259,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1260,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1261,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
1262,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
1263,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1264,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1265,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1266,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1267,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1268,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1269,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1270,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1271,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1272,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1273,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1274,Water,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1275,Water,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1276,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1277,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1278,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1279,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1280,Water,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1281,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1282,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1283,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1284,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1285,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1286,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1287,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1288,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1289,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1290,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1291,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1292,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1293,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1294,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1295,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
1296,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
1297,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1298,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1299,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1300,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1301,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1302,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1303,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1304,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1305,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1306,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1307,Water,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
1308,Water,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
1309,Water,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
1310,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
1311,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1312,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1313,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
1314,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1315,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1316,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
1317,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1318,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1319,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1320,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1321,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1322,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1323,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1324,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1325,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1326,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
1327,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1328,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1329,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1330,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1331,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1332,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1333,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1334,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
1335,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1336,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1337,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1338,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1339,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1340,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1341,Water,Forest,Grassland,NULL,Non_Wetland,Water,NULL,NULL
1342,Water,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
1343,Water,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
1344,Water,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1345,Water,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
1346,Water,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
1347,Water,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1348,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
1349,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1350,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1351,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1352,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1353,Water,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1354,Water,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1355,Water,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
1356,Water,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1357,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1358,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1359,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1360,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1361,Water,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
1362,Water,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1363,Water,Forest,Wetland,NULL,Wetland,Grassland,NULL,NULL
1364,Water,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1365,Water,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
1366,Water,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1367,Water,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1368,Water,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
1369,Water,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1370,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1371,Water,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1372,Water,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
1373,Water,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1374,Water,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1375,Water,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
1376,Water,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1377,Water,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1378,Water,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1379,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
1380,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1381,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
1382,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1383,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1384,Water,Forest,Wetland,NULL,Wetland,Water,NULL,NULL
1385,Water,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
1386,Water,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
1387,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1388,Water,Forest,Wetland,NULL,Wetland,Water,Water,Water
1389,Water,Forest,Wetland,NULL,Wetland,Water,Forest,NULL
1390,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
1391,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1392,Water,Forest,Wetland,NULL,Wetland,Forest,NULL,NULL
1393,Water,Forest,Wetland,NULL,Wetland,Forest,NULL,Grassland
1394,Water,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
1395,Water,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
1396,Water,Forest,Wetland,NULL,Wetland,Forest,Water,NULL
1397,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
1398,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
1399,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1400,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1401,Water,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
1402,Water,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1403,Water,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1404,Water,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1405,Water,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
1406,Water,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
1407,Water,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
1408,Water,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1409,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
1410,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1411,Water,Forest,Water,NULL,Water,Grassland,NULL,Grassland
1412,Water,Forest,Water,NULL,Water,Grassland,NULL,Forest
1413,Water,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
1414,Water,Forest,Water,NULL,Water,Grassland,Grassland,Forest
1415,Water,Forest,Water,NULL,Water,Grassland,Wetland,Forest
1416,Water,Forest,Water,NULL,Water,Grassland,Water,Grassland
1417,Water,Forest,Water,NULL,Water,Grassland,Water,Forest
1418,Water,Forest,Water,NULL,Water,Grassland,Forest,Grassland
1419,Water,Forest,Water,NULL,Water,Grassland,Forest,Bareland
1420,Water,Forest,Water,NULL,Water,Grassland,Forest,Water
1421,Water,Forest,Water,NULL,Water,Grassland,Forest,Forest
1422,Water,Forest,Water,NULL,Water,Wetland,NULL,Forest
1423,Water,Forest,Water,NULL,Water,Wetland,Grassland,Forest
1424,Water,Forest,Water,NULL,Water,Wetland,Water,Forest
1425,Water,Forest,Water,NULL,Water,Wetland,Forest,Grassland
1426,Water,Forest,Water,NULL,Water,Wetland,Forest,Forest
1427,Water,Forest,Water,NULL,Water,Water,NULL,Forest
1428,Water,Forest,Water,NULL,Water,Water,Grassland,Grassland
1429,Water,Forest,Water,NULL,Water,Water,Grassland,Bareland
1430,Water,Forest,Water,NULL,Water,Water,Grassland,Forest
1431,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
1432,Water,Forest,Water,NULL,Water,Water,Water,Forest
1433,Water,Forest,Water,NULL,Water,Water,Forest,Forest
1434,Water,Forest,Water,NULL,Water,Forest,NULL,Grassland
1435,Water,Forest,Water,NULL,Water,Forest,NULL,Forest
1436,Water,Forest,Water,NULL,Water,Forest,Grassland,Grassland
1437,Water,Forest,Water,NULL,Water,Forest,Grassland,Forest
1438,Water,Forest,Water,NULL,Water,Forest,Forest,Grassland
1439,Water,Forest,Water,NULL,Water,Forest,Forest,Forest
1440,Water,Forest,Water,Water,Water,Grassland,Wetland,Water
1441,Water,Forest,Water,Water,Water,Grassland,Water,Forest
1442,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1443,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1444,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1445,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1446,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1447,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1448,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1449,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
1450,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1451,Water,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1452,Water,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1453,Water,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
1454,Water,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1455,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1456,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1457,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1458,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
