Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTR_M_R
6365,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6366,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6367,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6368,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
6369,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
6370,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
6371,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
6372,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
6373,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6374,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
6375,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
6376,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6377,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
6378,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
6379,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6380,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6381,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6382,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6383,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
6384,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
6385,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6386,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
6387,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
6388,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
6389,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
6390,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
6391,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
6392,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
6393,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6394,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6395,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
6396,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6397,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6398,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
6399,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6400,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
6401,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
6402,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
6403,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
6404,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
6405,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6406,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
6407,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
6408,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
6409,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
6410,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
6411,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
6412,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
6413,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6414,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
6415,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
6416,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
6417,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
6418,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6419,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6420,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
6421,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
6422,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
6423,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
6424,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6425,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
6426,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
6427,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
6428,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
6429,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6430,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6431,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6432,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6433,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
6434,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6435,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
6436,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
6437,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
6438,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
6439,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
6440,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6441,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6442,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6443,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
6444,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
6445,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
6446,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
6447,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
6448,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6449,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
6450,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
6451,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
6452,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
6453,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
6454,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
6455,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
6456,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
6457,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
6458,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
6459,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
6460,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
6461,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
6462,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
6463,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
6464,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
6465,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Cropland
6466,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Bareland
6467,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Water
6468,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
6469,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
6470,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
6471,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
6472,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Wetland
6473,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Cropland
6474,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Wetland
6475,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Water
6476,Cropland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Forest
6477,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
6478,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
6479,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
6480,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Water
6481,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
6482,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
6483,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
6484,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
6485,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
6486,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
6487,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
6488,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
6489,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Wetland
6490,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
6491,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
6492,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Cropland
6493,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Wetland
6494,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
6495,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
6496,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,Grassland
6497,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
6498,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Wetland
6499,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
6500,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
6501,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
6502,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
6503,Cropland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
6504,Cropland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
6505,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
6506,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
6507,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
6508,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
6509,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
6510,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
6511,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
6512,Cropland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,NULL
6513,Cropland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Water
6514,Cropland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
6515,Cropland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
6516,Cropland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
6517,Cropland,NULL,Wetland,NULL,Wetland,NULL,Water,Water
6518,Cropland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
6519,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6520,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
6521,Cropland,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
6522,Cropland,NULL,Wetland,NULL,Wetland,Water,NULL,Water
6523,Cropland,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
6524,Cropland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
6525,Cropland,NULL,Wetland,NULL,Wetland,Water,Water,Water
6526,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
6527,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
6528,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
6529,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
6530,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
6531,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
6532,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Water
6533,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
6534,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
6535,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
6536,Cropland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
6537,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
6538,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
6539,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
6540,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
6541,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
6542,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
6543,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
6544,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
6545,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
6546,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
6547,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
6548,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
6549,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
6550,Cropland,NULL,Wetland,Water,Wetland,NULL,Shrubland,Water
6551,Cropland,NULL,Wetland,Water,Wetland,NULL,Shrubland,Forest
6552,Cropland,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
6553,Cropland,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
6554,Cropland,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
6555,Cropland,NULL,Wetland,Water,Wetland,NULL,Bareland,Grassland
6556,Cropland,NULL,Wetland,Water,Wetland,NULL,Bareland,Wetland
6557,Cropland,NULL,Wetland,Water,Wetland,NULL,Bareland,Water
6558,Cropland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
6559,Cropland,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
6560,Cropland,NULL,Wetland,Water,Wetland,NULL,Water,Water
6561,Cropland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
6562,Cropland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Wetland
6563,Cropland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
6564,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
6565,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
6566,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
6567,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
6568,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
6569,Cropland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Water
6570,Cropland,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
6571,Cropland,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Forest
6572,Cropland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
6573,Cropland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
6574,Cropland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
6575,Cropland,NULL,Wetland,Water,Wetland,Bareland,NULL,Wetland
6576,Cropland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
6577,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
6578,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
6579,Cropland,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
6580,Cropland,NULL,Wetland,Water,Wetland,Water,NULL,Water
6581,Cropland,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
6582,Cropland,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
6583,Cropland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
6584,Cropland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
6585,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
6586,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
6587,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
6588,Cropland,NULL,Wetland,Water,Wetland,Forest,Shrubland,Grassland
6589,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
6590,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
6591,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
6592,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
6593,Cropland,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6594,Cropland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6595,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
6596,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
6597,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
6598,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Water
6599,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6600,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6601,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6602,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6603,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
6604,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6605,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6606,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6607,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6608,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
6609,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
6610,Cropland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
6611,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6612,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6613,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
6614,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6615,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
6616,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
6617,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
6618,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland,NULL,Water
6619,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
6620,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
6621,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
6622,Cropland,NULL,Bareland,Water,Non_Wetland,Water,NULL,Grassland
6623,Cropland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
6624,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
6625,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6626,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
6627,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
6628,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
6629,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
6630,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
6631,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
6632,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
6633,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
6634,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
6635,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
6636,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
6637,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
6638,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
6639,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
6640,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
6641,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
6642,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
6643,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
6644,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6645,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6646,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6647,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
6648,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6649,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Cropland
6650,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
6651,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6652,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
6653,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
6654,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
6655,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6656,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6657,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6658,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
6659,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6660,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
6661,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
6662,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6663,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
6664,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6665,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
6666,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
6667,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6668,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
6669,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
6670,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6671,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6672,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6673,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6674,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6675,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
6676,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6677,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
6678,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6679,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
6680,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
6681,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
6682,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
6683,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
6684,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
6685,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6686,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
6687,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
6688,Cropland,NULL,Built-up,NULL,Non_Wetland,Water,Shrubland,NULL
6689,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
